,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2
517,ADA83497@N,58.28058391667559,29.997359368877138,69.42246025368709,41.996303116427995,30.854426779416485,48.85284240074277,33.42562901103453,71.99366248530514,12.856011158090203,69.42246025368709,78.85020176961991,40.2821682953493,15.427213389708243,53.99524686397885,38.56803347427061,85.70674105393468,76.27899953800187,7.713606694854121,53.138179453439506,75.42193212746253,0.07041558662463646,0.0725170028360168
518,ADV71760@N,57.49009080594155,29.17407593137332,69.50294560121291,41.18693072664469,30.890198044983517,49.76754129469567,32.60632015859371,72.93518982843331,13.728976908881563,70.36100665801801,78.08355616926389,39.47080861303449,15.445099022491759,53.199785521916056,37.754686499424295,86.66416673731487,77.22549511245879,7.722549511245879,53.199785521916056,74.6513119420435,0.06990057622254477,0.07203836697235765
519,AFX81091@N,78.78635187286106,38.53680254650813,100.19568662092114,59.0897639046458,39.39317593643053,46.24416305580976,47.956909835654564,84.78096560231788,20.55296135813767,77.92997848293867,110.47216729998996,35.96768237674092,13.701974238758446,62.515257464335406,39.39317593643053,97.62656645115392,106.19030035037795,16.271094408525656,63.37163085425781,104.47755357053315,0.07214987190493896,0.07147673817265818
520,ADA83507@N,57.46026933926297,30.016558610062745,70.32450874357558,42.02318205408784,30.874174570350252,49.74172569667541,33.447022451212774,72.89735662443809,12.864239404312604,68.60927682300056,79.75828430673815,40.30795013351283,15.437087285175126,54.02980549811294,38.59271821293782,85.7615960287507,76.32782046558812,6.860927682300056,53.17218953782543,75.47020450530061,0.07014190977455681,0.07224212993793619
521,ADA83547@N,62.691357251357765,29.198714336248823,72.13800012485004,39.504142925513115,32.63385719933692,48.95078579900538,30.057500052020846,72.13800012485004,12.023000020808338,65.26771439867385,81.5846429983423,37.78657149396906,16.31692859966846,54.96228580940955,36.92778577819704,89.31371444029051,73.85557155639408,7.729071441948218,51.527142946321455,75.57314298793813,0.06980935674165237,0.07140492748632353
522,ACN71196@N,77.02325870853686,40.22325732556925,100.13023632109791,65.04186290943112,41.934885296870064,41.934885296870064,41.934885296870064,80.4465146511385,16.26046572735778,75.31163073723604,115.53488806280528,39.367443339918836,12.837209784756142,58.19535102422785,44.50232725382129,95.85116639284587,108.68837617760201,18.82790768430901,58.19535102422785,106.9767482063012,0.07248624479849718,0.07169976955109332
523,AEQ61968@N,72.69366982261124,34.20878579887588,107.75767526645902,66.70713230780797,39.340103668707265,54.73405727820141,41.905762603622954,86.3771841421616,17.10439289943794,79.53542698238643,111.17855384634662,41.05054295865106,12.828294674578455,64.14147337289228,42.76098224859485,106.04723597651522,86.3771841421616,17.10439289943794,67.56235195277986,110.32333420137472,0.07227117020236597,0.07250918482573691
524,AFX81098@N,73.61434814671343,36.80717407335671,98.43779112641911,68.47846339229156,40.231097242971295,44.51100120498951,41.94305882777858,83.03013686315352,21.399519810091114,87.31004082517174,109.5655414276665,40.231097242971295,13.695692678458313,61.6306170530624,40.231097242971295,101.8617142960337,101.00573350363005,16.263635055669244,62.48659784546605,101.00573350363005,0.07202692502470046,0.07199228257165499
525,AFX81108@N,73.6139077606526,36.8069538803263,98.43720223808197,68.47805373083963,40.23085656686828,44.51073492504576,41.94280791013927,83.02964014864305,21.399391790887385,87.30951850682052,108.7089102977079,40.23085656686828,13.695610746167926,61.63024835775566,40.23085656686828,101.86110492462394,101.00512925298845,16.26353776107441,62.48622402939116,101.86110492462394,0.07202771741878262,0.07199661094572193
526,ADA83557@N,61.743032314343345,31.72905827264866,69.46091135363626,38.58939519646459,32.58660038812565,50.59498481314246,31.72905827264866,72.89107981554422,12.863131732154862,66.88828500720528,78.03633250840618,39.44693731194158,15.435758078585836,55.740237506004405,36.87431096551061,90.04192212508404,72.89107981554422,7.717879039292918,53.16761115957343,78.03633250840618,0.0703002440370533,0.07215764048595587
527,AXB38894@N,57.4240523132309,29.997639268105694,69.42310802047318,40.28254416002765,30.854714675765855,46.282072013648786,36.854242529386994,71.99433424345366,13.713206522562603,65.13773098217236,84.8504653583561,41.99669497534797,15.427357337882928,53.13867527493009,35.99716712172683,90.84999321197725,77.13678668941465,8.570754076601627,53.13867527493009,73.70848505877399,0.07019061010802699,0.07273398223181028
528,ADP06459@N,62.509278648644205,33.39536804516608,65.93444460199457,41.958282928542005,29.970202091815715,44.52715739355477,32.53907655682849,71.92848502035771,12.844372325063878,65.93444460199457,84.7728573454216,40.24569995186682,15.413246790076654,54.80265525360588,40.24569995186682,89.91060627544715,73.6410679970329,7.706623395038327,58.22782120695625,74.4973594853705,0.07058050214708433,0.07312800951532371
529,ADP06471@N,60.73584259297726,30.795638497847623,65.8684490092852,42.77172013589948,30.795638497847623,42.77172013589948,34.217376108719584,71.85648982831113,13.686950443487833,65.8684490092852,83.83257146636298,42.77172013589948,14.542384846205822,55.60323617666932,40.20541692774551,88.96517788267091,71.85648982831113,7.698909624461906,59.02497378754128,74.4227930364651,0.07089373398305283,0.07367186329895759
530,ABG89288@N,69.4637717720037,29.157632595655873,92.61836236267159,60.88799747916374,48.024336039903794,47.166758610619794,33.44551974207585,79.75470092341165,13.72123886854394,65.17588462558372,107.19717866049953,47.166758610619794,17.151548585679926,60.88799747916374,47.166758610619794,96.04867207980759,88.33047521625161,12.863661439259944,64.31830719629971,88.33047521625161,0.07141506566757135,0.07100750504843231
531,ADA83517@N,58.31643680915977,30.015813063538115,70.322762034575,42.022138288953364,30.873407722496346,49.740490219577445,33.44619169937104,72.89554601144971,12.863919884373479,68.60757271665855,79.75630328311556,40.306948971036896,15.436703861248173,54.02846351436861,38.591759653120434,84.90187123686495,76.32592464728263,6.860757271665855,53.170868855410376,75.4683299883244,0.07013191050466826,0.07227343053709984
532,ALH21111@N,55.1556091006501,27.57780455032505,78.42438168998686,40.50490043328992,31.025030119115684,49.984770747464154,36.19586847230163,71.5299305524056,12.06528949076721,59.46464106163839,79.28618808218452,37.05767486449929,16.3743214517555,58.60283466944073,41.366706825487576,88.76605839635876,79.28618808218452,7.756257529778921,56.01741549284776,78.42438168998686,0.06827852263472065,0.06991508516762154
533,ADA83567@N,62.577777851513545,30.860274008965582,71.15007618733732,41.14703201195411,31.71750384254796,47.14764084703075,30.003044175383206,72.0073060209197,11.143987836570904,66.00669718584305,82.29406402390822,37.7181126776246,15.430137004482791,54.862709349272144,36.86088284404222,88.29467285898487,74.57899552166683,7.715068502241396,52.29101984852502,74.57899552166683,0.07061198060611278,0.07215818581151
534,AGK85499@N,59.191041082452834,31.74012347899645,76.34786458461308,40.31853523007657,32.59796465410446,48.03910580604868,33.45580582921247,72.91649988418104,17.156823502160243,66.05377048331694,76.34786458461308,36.88717052964452,13.725458801728193,60.04888225756085,36.02932935453651,88.35764103612524,74.63218223439705,7.720570575972109,48.89694698115669,80.63707046015314,0.07033393218785046,0.07182489270413736
535,AEQ55004@N,76.51444675264575,33.52880250958634,73.075595213201,58.460476170560796,36.9676540490311,50.7230602068101,42.12593135819822,82.53243694667407,19.773396351807328,62.75904059486674,116.92095234112159,36.9676540490311,10.316554618334258,69.63674367375624,44.70507001278179,112.62238791681565,91.12956579528596,9.45684173347307,55.02162463111605,105.74468483792616,0.07034904903549956,0.06993806610331213
536,ABG89306@N,75.31337320448222,40.224187961484816,101.8442205833339,65.04336776750736,41.93585553431396,41.93585553431396,41.93585553431396,80.44837592296963,15.405008155462271,74.45753941806764,114.68172737955246,39.368354175070245,12.837506796218559,58.1966974761908,43.6475231071431,97.56505165126104,109.54672466106504,18.828343301120555,59.05253126260537,106.97922330182132,0.0724099024271786,0.07175631115825087
537,ASV64286@N,70.98660019905277,41.907751924742,99.21018823000146,63.289258008794036,41.907751924742,41.907751924742,44.47353265482824,80.39446287603567,20.52624584068996,76.97342190258735,110.32857139370853,37.63145070793159,11.973643407069142,59.868217035345715,44.47353265482824,97.4996677432773,108.61805090698437,19.670985597327878,56.44717606189739,109.47331115034645,0.0729335184891292,0.07180623814878913
538,AFQ31010@N,58.378049387789474,29.189024693894737,75.54806391360991,40.34953413567802,31.7645268727678,49.79304212487926,33.48152832534984,71.25556028215479,12.019010168074303,70.39705955586378,76.40656463990092,39.49103340938699,14.594512346947369,56.66104793520743,36.91553123051393,92.71807843943034,73.83106246102786,7.726506536619195,54.08554575633436,73.83106246102786,0.06996184631841758,0.07153742739056079
539,ADV71734@N,59.10179002118641,32.54881189572585,72.80655292464992,41.11428871039055,31.692264214259378,47.11012248065583,36.831550303058194,68.52381451731758,11.991667540530575,68.52381451731758,80.51548205784815,38.54464566599113,13.704762903463514,59.95833770265288,39.40119334745761,78.80238669491521,78.80238669491521,7.708929133198227,53.96250393238759,77.08929133198227,0.07058948463714709,0.07286283389638323
540,ADA83527@N,58.31014488131501,30.012574571265077,70.31517470982104,42.01760439977111,30.87007670187265,49.73512357523927,33.442583093695376,71.17267684042861,12.005029828506032,68.6001704486059,78.89019601589678,40.30260013855596,14.577536220328753,54.02263422827714,38.58759587734082,86.60771519136495,76.31768962407406,7.717519175468163,53.16513209766957,77.17519175468163,0.07046227118304921,0.07203559820937702
541,ADV71747@N,50.989259652719085,31.443376785843437,72.2347845080187,43.34087070481122,24.644808832147557,48.43979667008313,37.39212374532733,77.33371047329061,18.696061872663666,67.98567953695878,76.48388947907863,41.64122871638725,13.597135907391756,50.989259652719085,33.143018774267404,73.08460550223069,67.98567953695878,11.897493918967786,54.388543629567025,81.58281544435054,0.07433604961731564,0.0758429561706996
542,ACV87265@N,55.8103341792406,23.18275419753071,87.57929363511602,48.94136997256483,36.92068261088224,47.224128920895886,30.051718404206476,81.56894995427471,6.8689642066757655,66.11378048925424,100.45860152263307,43.78964681755801,13.737928413351531,54.951713653406124,38.63792366255118,81.56894995427471,85.0034320576126,9.444825784179178,56.668954705075066,84.14481153177813,0.07008756562198672,0.0712919085435425
543,QHB80054@N,61.67211359017813,32.5491710614829,65.95489925616272,42.82785665984592,30.836056795089064,44.54097092623976,31.692613928285983,72.80735632173807,13.704914131150694,65.95489925616272,83.94259905329801,41.11474239345208,14.561471264347613,55.6762136577997,39.401628127058245,90.79505611887336,73.66391345493498,7.709014198772266,56.532770790996615,74.5204705881319,0.07031420049057524,0.07312866631250624
544,ADA83477@N,62.6139472091679,30.020385648231183,73.7643761642252,41.170814603288484,30.87811095246636,47.17489173293472,36.024462777877424,68.61802433881414,12.008154259292473,66.90257373034379,80.6261785981066,40.3130892990533,13.723604867762827,59.18304599222719,38.597638690582954,80.6261785981066,78.91072798963626,7.71952773811659,54.03669416681613,77.19527738116591,0.0697767717527291,0.07249792401209425
545,AXR85432@N,55.80507019778371,30.90742349415713,70.40024240335791,41.209897992209505,31.765963035661496,46.361135241235694,36.91720028468768,71.25878194486228,12.019553581061107,60.956307446809895,86.71249369194084,38.634279367696415,18.02933037159166,55.80507019778371,41.209897992209505,90.1466518579583,72.11732148636663,8.585395415043648,50.65383294875752,81.56125644291465,0.06967016309064016,0.07179029540499507
546,ACH72794@N,59.222829595646914,30.04056573692235,70.38075401221808,38.62358451890017,31.75716949331791,50.6398108136691,33.473773249713474,71.23905589041586,13.732830051164502,65.23094274303139,81.53867842878924,37.76528264070238,15.449433807560066,54.93132020465801,36.9069807625046,90.97999908896483,73.8139615250092,7.724716903780033,54.07301832646023,79.82207467239367,0.0697727269734607,0.07192539482875797
547,AFQ94231@N,59.19876223013758,32.602216880365624,68.63624606392763,40.32379456255748,31.74426380456653,45.47151301735206,36.034029183562005,72.06805836712401,14.585202288584622,63.48852760913306,80.64758912511496,38.60788841095929,17.159061515981907,57.48285607853939,41.181747638356576,85.79530757990955,77.21577682191858,8.579530757990954,48.90332532054844,80.64758912511496,0.07038651382133174,0.07166041037957274
548,APY26728@N,55.84950232080754,29.213585829345483,69.59707212285247,42.1019325187626,31.791255167228908,48.97571741978507,33.50970139248452,74.75241079861932,12.029123576789315,64.44173344708562,77.33008013650274,40.38348629350699,17.184462252556166,56.70872543343535,38.66504006825137,91.93687305117548,73.8931876859915,7.733008013650275,53.27183298292411,81.62619569964178,0.06973208087628281,0.07104480649590894
549,ADP06481@N,48.59562785231885,28.98686573647089,74.17227409038139,42.62774373010425,30.691975485675062,47.743072977716764,34.102194984083404,83.55037771100433,14.493432868235445,68.20438996816681,74.17227409038139,44.33285347930842,14.493432868235445,53.710957099931356,32.39708523487923,78.43504846339182,72.46716434117722,8.525548746020851,54.56351197453344,81.84526796180016,0.07255382296138176,0.07489130243653314
550,ADP06492@N,47.67921665397857,30.650924991843368,73.22165414718138,41.71931457223125,31.502339574950128,45.97638748776505,35.75941249048393,82.58721456135574,15.325462495921684,68.11316664854081,75.77589789650166,46.82780207087181,13.622633329708163,52.787704152619135,34.056583324270406,72.37023956407462,73.22165414718138,7.662731247960842,54.490533318832654,83.4386291444625,0.07324493844954622,0.07534047844369349
551,ACV87276@N,57.57327121953988,23.201168998919055,89.36746577361414,47.26164055335364,36.09070733165186,47.26164055335364,30.934891998558744,81.63374277397446,9.452328110670727,68.74420444124165,94.52328110670727,40.38722010922947,12.88953833273281,56.713968664024364,34.372102220620825,85.07095299603654,86.78955810706758,9.452328110670727,55.85466610850884,83.3523478850055,0.06939660528609981,0.07130083919837957
552,ALS35469@N,71.21066119153267,34.318390935678394,70.35270141814071,60.05718413743719,36.89227025585427,52.33554617690955,42.04002889620603,84.93801756580403,18.01715524123116,68.63678187135679,116.68252918130655,36.89227025585427,11.153477054095479,66.92086232457287,44.613908216381915,108.9608912207789,91.80169575293971,10.29551728070352,54.051465723693475,105.52905212721106,0.0712724961504957,0.07076773045754435
553,AQY55830@N,61.02940731012474,28.365780862452347,71.34423671465287,40.399748501068494,31.804057330628385,48.9954396715086,34.38276468176042,73.06337494874089,12.893536755660158,64.46768377830078,77.36122053396095,40.399748501068494,16.3318132238362,55.01242349081667,37.82104114993646,92.83346464075314,72.20380583169688,7.736122053396094,54.15285437377266,79.93992788509297,0.06919611796550332,0.07123476499048625
554,ACV87254@N,57.44214003338248,24.863015835344655,88.30657348415515,48.86868629705674,36.00850569256812,49.72603167068931,28.292397329874955,80.59046512146199,6.858762989060595,70.30232063787109,97.73737259411348,39.43788718709842,13.71752597812119,58.299485407015055,35.151160318935545,78.01842900056427,84.0198466159923,9.430799109958318,56.58479465974991,86.59188273689001,0.0707612736273438,0.07189335274008175
555,AFQ94240@N,60.93241361773719,33.46991733932043,69.51444370474243,40.33554140892462,30.895308313218855,45.48475946112776,35.18632335672147,72.089052730844,14.589451147908905,62.64881963513824,79.81287980914871,37.76093238282305,17.164060174010476,57.49960158293509,41.19374441762514,86.6785038787529,78.09647379174767,8.582030087005238,48.917571495929856,79.81287980914871,0.07053681708204246,0.07126017421743377
556,ARS22410@N,58.503609014966806,26.67076293329369,71.40881688591537,40.436317995638824,31.832846081673114,49.9001371010011,33.55354046446626,71.40881688591537,12.04486067955199,67.10708092893252,77.43124722569137,43.017359569828535,18.927638210724556,55.06222024938052,36.99492923005254,94.63819105362278,71.40881688591537,7.743124722569136,55.06222024938052,79.1519416084845,0.06899851570135913,0.07065429290207025
557,APY23479@N,59.35130342782495,26.6650783516315,70.53343305915429,42.14802707193366,31.826061258398887,49.02933761429018,33.546388893988016,72.25376069474342,13.762621084713032,65.3724501523869,78.27490741930538,41.2878632541391,18.92360399148042,53.330156703263,36.12688034737171,96.33834759299123,69.67326924135973,7.741474360151081,53.330156703263,79.99523505489451,0.0691109811929318,0.07072520101250365
558,ACV87236@N,54.1228260799292,24.05458936885742,88.48652517829694,48.968271215174035,36.940976530745324,46.39099378279646,29.209144233612584,81.61378535862339,8.590924774591937,64.43193580943952,97.93654243034807,42.09553139550049,13.745479639347097,57.559195989765975,36.940976530745324,82.47287783608259,87.62743270083774,8.590924774591937,55.84101103484759,87.62743270083774,0.06928270720935947,0.07162481533144689
559,ADA83490@N,61.02084029066902,26.642902098742812,68.75587638385242,39.53462892071514,31.799592827531743,51.566907287889315,36.95628355632068,72.19367020304504,16.32952064116495,65.3180825646598,74.77201556743951,42.11297428510961,14.610623731568639,61.880288745467176,38.67518046591699,89.38263929900815,75.63146402223767,8.594484547981553,51.566907287889315,79.92870629622844,0.06900716947970477,0.07154437572213991
560,AKZ66476@N,75.75591153947235,33.196410674600244,95.33328193731352,65.54163133190305,35.74998072649257,57.88092117622607,59.58330121082095,80.01186162595957,16.172610328651402,85.97019174704165,93.63090190271863,50.22021102054909,22.982130467030938,74.05353150487747,41.708310847574666,88.52376179893399,109.80351223137004,19.577370397841168,58.73211119352351,96.18447195461097,0.0748396383669665,0.07397034433559127
561,AKV63205@N,62.64887030825852,30.03712959984998,66.9398888225228,38.619166628378544,32.61174070840855,50.63401846831854,30.895333302702834,72.08911103963995,12.014851839939992,66.08168511966996,80.6711480681685,38.619166628378544,16.305870354204274,54.06683327972996,36.90275922267283,88.39498139384422,74.66372214819852,7.723833325675709,53.2086295768771,76.38012955390423,0.07004011215011663,0.07175618499702692
562,APY26745@N,58.46509523393014,26.653205180174037,70.50202660562164,41.26947898865657,31.811890053756105,51.586848735820716,31.811890053756105,73.08136904241267,10.317369747164143,67.9226841688306,77.38027310373107,42.98904061318393,17.19561624527357,55.025971984875426,36.97057492733818,92.85632772447728,72.221588230149,7.738027310373107,56.745533609402784,79.09983472825843,0.06928684634699196,0.07093234138932947
563,ADI54955@N,59.117439334245155,31.700655874885083,73.68260554703019,43.69549863835511,31.700655874885083,49.69292002009013,30.84388139178008,73.68260554703019,11.99484276347003,68.54195864840018,79.6800269287652,40.26840070593511,14.565166212785037,53.12001795251014,37.698077256620095,84.82067382739523,74.53938003013519,7.71097034794502,56.54711588493014,76.25292899634519,0.0709356697532761,0.07228984714172167
564,APZ73706@N,60.11198488956215,30.055992444781076,70.41689658491566,42.93713206397296,31.773477727339994,48.94833055292918,34.34970565117837,71.27563922619512,12.022396977912429,63.54695545467999,76.42809507387187,41.21964678141404,17.174852825589184,54.100786400605934,36.06719093373729,94.46169054074052,73.8518671500335,7.728683771515134,54.100786400605934,79.86306563898971,0.06979153756914645,0.07146582115139434
565,ARS22420@N,57.57434349502449,28.35751246769863,68.74548477017849,43.82524654098879,31.794786706207557,49.84047645837941,33.51342382546202,70.46412188943296,11.171141275154005,67.02684765092404,78.19798892607804,42.106609421734326,16.327052632917393,55.855706375770026,36.95069806397094,94.52504155899544,73.90139612794188,7.733867036645081,54.13706925651557,79.05730748570527,0.06938633554073952,0.07129510483202929
566,ARB66180@N,60.83260700484635,32.55829670681917,71.97097166770554,42.83986408791996,31.701499425060774,47.12385049671196,30.844702143302374,71.11417438594714,11.13836466285919,64.25979613187995,82.25253904880633,39.41267496088637,15.422351071651187,54.835026032537556,34.27189127033597,93.39090371166552,71.11417438594714,7.711175535825594,53.97822875077915,78.82534992177274,0.07048898269104331,0.07271373555055749
567,APY23533@N,60.93715494289822,30.039442577485037,68.6615830342515,42.91348939640719,31.755982153341325,50.63791748776049,31.755982153341325,72.95293197389223,11.15750724306587,66.08677367046708,77.24428091353295,42.05521960847905,17.165395758562877,54.070996639473066,36.04733109298204,94.40967667209583,72.09466218596408,7.724428091353295,54.070996639473066,78.1025507014611,0.06998093734324438,0.0717492747286116
568,AEJ80238@N,59.0980742836275,31.6902717173075,72.8019755667875,43.6811853400725,30.83377788711,49.676642151455,29.9772840569125,71.94548173659,11.990913622765,67.6630125856025,78.79743237817,39.398716189085,14.5603951133575,53.9591113024425,35.972740868295,85.64938301975,73.658469396985,7.7084444717775,55.6720989628375,77.084444717775,0.0712037969210403,0.07230237288145971
569,AKA65829@N,77.85906655785504,39.35733034792672,104.38248483580566,61.60277793588531,40.21292448592513,45.34648931391557,45.34648931391557,83.8482255238439,22.245447587958584,78.71466069585344,106.94926724980088,37.64614207192991,12.833912069976105,61.60277793588531,40.21292448592513,94.11535517982477,106.09367311180247,17.11188275996814,65.02515448787894,103.52689069780725,0.07280243163106774,0.0716034303705253
570,APU51838@N,59.142443660174024,30.856927127047317,72.85663349441728,42.85684323201016,31.71406399168752,47.14252755521118,31.71406399168752,71.14235976513687,10.285642375682439,61.713854254094635,81.4280021408193,40.28543263808955,16.28560042816386,55.71389620161321,36.85688517952874,92.57078138114196,72.85663349441728,7.714231781761829,54.856759336973006,80.5708652761791,0.0703966013091814,0.07246653405061525
571,ARS22460@N,58.45016644837383,27.505960681587684,71.34358551786805,41.25894102238153,31.80376703808576,51.57367627797691,31.80376703808576,73.06270806046729,13.752980340793842,70.48402424656844,77.36051441696536,41.25894102238153,16.33166415469269,55.01192136317537,36.96113466588345,94.55173984295766,71.34358551786805,7.736051441696536,52.43323754927652,75.64139187436614,0.06883018429952963,0.07160854440085516
572,APY23542@N,59.252110499155016,27.479239651782038,69.55682536857329,41.21885947767306,31.77287084737298,48.08866939061856,35.207775803845735,67.8393728903369,11.163441108536453,60.9695629773914,80.72026647710973,44.65376443414581,16.315798543245585,54.099753064445885,38.64268076031849,93.60116006388256,74.70918280328242,7.728536152063698,54.958479303564076,82.43771895534611,0.07030500510450773,0.0709687557773036
573,ACU31032@N,72.07919050405343,35.615600013767576,65.29526669190723,57.66335240324275,32.22363810769448,53.423400020651364,39.00756191984068,61.05531430931585,11.023876194737584,65.29526669190723,83.10306669879101,51.72741906761482,17.807800006883788,60.20732383279757,44.94349525546861,84.79904765182756,82.25507622227273,8.479904765182756,46.63947620850516,79.71110479271792,0.0750159756944008,0.07699354778732347
574,ADA83467@N,60.146070867685594,27.495346682370556,68.7383667059264,39.52456085590767,31.791494601490957,50.69454544562071,32.650724185315035,74.75297379269495,13.747673341185278,66.16067795445414,79.90835129563943,39.52456085590767,15.466132508833438,53.27223419709295,36.946872104435435,92.79679505300062,76.47143296034311,7.733066254416719,54.99069336474111,75.61220337651903,0.0694879811500516,0.07128243502586858
575,AFE48795@N,78.81387004801287,28.27019251722201,90.80728505531918,62.53709253809718,47.97366002922523,47.116987528703355,34.26690002087516,77.957197547491,13.706760008350066,65.9637825401847,108.79740756627865,46.26031502818147,16.276777509915703,64.25043753914093,47.116987528703355,90.80728505531918,87.38059505323167,11.993415007306307,61.680420037575296,84.81057755166603,0.07170411249714213,0.07162338698097871
576,YP_005454245@N,78.81387004801287,28.27019251722201,90.80728505531918,62.53709253809718,47.97366002922523,47.116987528703355,34.26690002087516,77.957197547491,13.706760008350066,65.9637825401847,108.79740756627865,46.26031502818147,16.276777509915703,64.25043753914093,47.116987528703355,90.80728505531918,87.38059505323167,11.993415007306307,61.680420037575296,84.81057755166603,0.07170411249714213,0.07162338698097871
577,QAT77248@N,60.988121939817525,31.782542419341528,73.87293643414517,39.51343111593812,32.6415300522967,49.82128271140024,30.064567153431174,73.01394880119,12.884814494327646,63.565084838683056,79.88584986483141,36.93646821707259,15.461777393193175,52.39824561026576,36.07748058411741,92.77066435915906,72.15496116823482,7.730888696596588,51.539257977310584,79.88584986483141,0.06929187309157865,0.07172049395324502
578,ARB66117@N,60.97818268536164,28.341972234041325,68.70781147646382,42.08353452933409,31.777362807864517,49.81316332043627,32.636210451320316,73.0020496937428,12.023867008381169,64.41357325918483,78.1551355544776,42.08353452933409,16.318105225660158,54.96624918117106,36.07160102514351,97.90863135396094,71.28435440683121,7.72962879110218,53.24855389425946,79.0139831979334,0.0690863671054294,0.07206598943877283
579,ARB66135@N,61.949039281922616,27.532906347521163,68.8322658688029,43.020166168001815,31.834922964321343,49.903392754882105,32.69532628768138,73.13428248560308,12.906049850400544,62.80944260528265,78.2967024257633,42.159762844641776,17.208066467200727,53.34500604832225,36.136939581121524,96.36517221632407,73.13428248560308,7.743629910240327,53.34500604832225,80.01750907248338,0.06889088855001328,0.0707057880899503
580,AQY55803@N,61.831214393702524,29.198073463692857,70.41888305949455,42.93834332896009,31.774374063430464,48.090944528435294,30.915607196851262,74.71271739239054,12.022736132108824,64.40751499344013,77.28901799212815,39.50327586264328,17.175337331584036,54.10231259448971,35.209441529747274,94.46435532371218,69.56011619291534,7.7289017992128155,53.24354572791051,78.14778485870735,0.0696842850098431,0.07154884841095514
581,APY23524@N,60.907296250079355,30.024723503560242,68.62793943670913,42.03461290498434,31.740421989477973,48.89740684865525,33.4561204753957,74.63288413742117,12.009889401424097,63.480843978955946,78.06428110925664,40.318914419066616,17.156984859177282,55.76020079232617,35.17181896131343,96.07911521139278,72.05933640854458,7.720643186629777,53.186653063449576,78.06428110925664,0.07005071873830818,0.07210003830282773
582,APY23569@N,59.29709994915916,27.500104324247726,68.75026081061931,42.10953474650433,31.796995624911432,48.12518256743352,32.656373885044175,74.7659086315485,12.890673901991121,64.4533695099556,78.20342167207947,42.968913006637074,17.187565202654827,56.71896516876093,36.09388692557514,96.25036513486704,70.4690173308848,7.734404341194673,53.281452128229965,79.92217819234496,0.06950834537191339,0.07111339449534526
583,ADI54945@N,61.83493151250085,30.05864726302125,69.56429795156346,42.94092466145893,31.776284249479605,50.67029110052153,32.63510274270878,72.99957192448018,12.0234589052085,64.41138699218838,78.15248288385524,39.50565068854221,17.17636986458357,54.10556507343825,36.92919520885468,93.61121576198046,70.42311644479264,7.7293664390626065,54.10556507343825,79.8701198703136,0.06968541087207451,0.07149609589874703
584,AFE48805@N,77.9500988120582,28.267618250526603,91.65561069110142,63.387992440574806,47.9692915766512,47.11269708421101,34.263779697608,78.80669330449841,12.848917386603,67.67096490277581,108.78750053990541,46.256102591770805,15.418700863923602,63.387992440574806,47.11269708421101,90.7990161986612,87.37263822890041,11.9923228941628,62.531397948134604,83.9462602591396,0.07172063354280481,0.07168487401699505
585,AFE48817@N,78.82575143959764,28.27445432072524,91.67777613083639,63.403321810111144,47.98089218062465,47.12409053454207,33.415264197220736,77.96894979351507,13.708826337321328,65.9737267483589,108.81380905248805,46.26728888845948,16.279231275569078,64.26012345619372,47.12409053454207,90.8209744847538,87.39376790042347,11.995223045156163,61.689718517945984,84.82336296217572,0.0716966057256484,0.0715017481917685
586,AFE48827@N,79.71659310990853,28.2865330389998,92.57410812763571,60.001736749393515,48.001389399514814,46.287054063817855,34.286706713939154,78.85942544206004,13.71468268557566,66.00191042433286,109.71746148460528,46.287054063817855,16.286185689121098,64.2875750886359,48.001389399514814,90.00260512409028,87.43110212054484,12.000347349878703,62.57323975293895,84.00243144915092,0.07146372851755615,0.07136860363396497
587,AFD29201@N,72.73252150177429,25.97590053634796,62.34216128723511,44.15903091179153,30.305217292405953,70.1349314481395,31.171080643617554,61.47629793602351,14.719676970597178,65.8056146920815,107.36705555023823,28.573490589982757,19.04899372665517,40.695577506945135,42.42730420936834,88.31806182358307,90.04978852600627,5.195180107269592,51.95180107269592,68.4032047457163,0.06927408987430748,0.06486255891409376
588,AFD29209@N,75.03906531646007,27.60057574858301,73.31402933217362,44.850935591447396,28.46309374072623,54.338633505022806,32.775683701442325,63.826331418598215,17.25035984286438,72.45151134003041,94.8769791357541,33.63820169358554,11.212733897861849,51.751079528593145,44.850935591447396,77.62661929288971,108.67726701004561,10.35021590571863,52.61359752073636,64.68884941074143,0.07034466946228397,0.06713733839449697
589,AFD29217@N,77.80250168819285,31.121000675277138,78.66697392917277,49.27491773585547,31.121000675277138,54.461751181734996,28.527583952337377,63.1064735915342,20.747333783518094,63.1064735915342,108.05903012249007,26.798639470377537,10.373666891759047,43.223612048996024,44.088084289975946,79.53144617015269,99.41430771269086,11.238139132738967,54.461751181734996,76.93802944721293,0.06874725180164679,0.06678050721843269
