,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3
265,AHE78108@H,70.23648384108368,35.11824192054184,61.456923360948224,52.677362880812765,33.52195819688085,56.668072189965244,36.71452564420284,73.42905128840567,16.760979098440426,58.26435591362624,95.77702341965957,40.705234953355315,16.760979098440426,56.668072189965244,49.48479543349078,106.95100948528652,73.42905128840567,7.981418618304964,60.65878149911773,76.62161873572765,0.0686329795291914,0.07004062746905922,0.06318453117125293
266,AHN10812@H,70.23648384108368,35.11824192054184,61.456923360948224,52.677362880812765,33.52195819688085,56.668072189965244,36.71452564420284,73.42905128840567,16.760979098440426,58.26435591362624,95.77702341965957,40.705234953355315,16.760979098440426,56.668072189965244,49.48479543349078,106.95100948528652,73.42905128840567,7.981418618304964,60.65878149911773,76.62161873572765,0.0686329795291914,0.07004062746905922,0.06318453117125293
267,AIY60578@H,69.40124212846948,35.89719420438077,61.42408786082931,52.64921816642512,33.50404792408871,56.6377953002452,36.69490963114478,73.38981926228956,15.95430853528034,59.03094158053726,95.72585121168204,40.68348676496487,16.752023962044355,56.6377953002452,50.25607188613307,107.69158261314229,72.59210383552555,7.97715426764017,60.62637243406529,75.78296554258161,0.06872663213021009,0.07032577753505889,0.06323216357071414
268,ASU45730@H,69.40124212846948,35.89719420438077,61.42408786082931,52.64921816642512,33.50404792408871,56.6377953002452,36.69490963114478,73.38981926228956,15.95430853528034,59.03094158053726,95.72585121168204,40.68348676496487,16.752023962044355,56.6377953002452,50.25607188613307,107.69158261314229,72.59210383552555,7.97715426764017,60.62637243406529,75.78296554258161,0.06872663213021009,0.07032577753505889,0.06323216357071414
269,AKM76239@H,68.59159862781848,35.890952770370134,61.413408073744456,52.640064063209536,33.498222585678796,56.62794770436177,36.68852949860059,73.37705899720117,15.95153456460895,59.02067788905311,96.50678411588414,40.676413139752825,16.749111292839398,57.42552443259222,49.449757150287745,107.67285831111042,73.37705899720117,7.975767282304475,60.61583134551401,74.97221245366207,0.0688334568344346,0.07037361419740701,0.06321620073771084
270,ALX27232@H,70.1923435851068,35.89381206056598,61.418300636968446,52.6442576888301,33.50089125652824,56.63245902889299,35.89381206056598,73.38290465715711,15.952805360251546,58.22773956491814,95.71683216150927,40.67965366864144,16.75044562826412,56.63245902889299,49.45369661677979,106.88379591368535,73.38290465715711,7.976402680125773,61.418300636968446,76.57346572920741,0.06886121477364893,0.07033433942198294,0.06316417779179093
271,AIY60558@H,69.38592491013259,35.88927150524099,61.41053124230125,52.63759820768679,33.496653404891596,56.625295041602456,36.686810872024125,73.37362174404825,15.950787335662664,58.220373775168724,95.70472401397598,40.67450770593979,16.748326702445798,57.42283440838559,49.447440740554256,107.66781451572298,73.37362174404825,7.975393667831332,60.61299187551812,75.76623984439765,0.06879728416933394,0.070381974826729,0.06328137422080395
272,AIY60518@H,69.38592491013259,35.88927150524099,61.41053124230125,52.63759820768679,33.496653404891596,56.625295041602456,36.686810872024125,73.37362174404825,15.950787335662664,58.220373775168724,95.70472401397598,40.67450770593979,16.748326702445798,57.42283440838559,49.447440740554256,107.66781451572298,73.37362174404825,7.975393667831332,60.61299187551812,75.76623984439765,0.06879728416933394,0.070381974826729,0.06328137422080395
273,AID55068@H,70.15103786397155,36.669860701621495,61.38215813097511,52.61327839797867,33.48117716235006,55.8019619372501,36.669860701621495,73.33972140324299,15.943417696357171,58.193474591703676,95.66050617814302,40.655715125710785,16.74058858117503,56.59913282206796,49.42459485870723,106.82089856559305,73.33972140324299,7.971708848178586,60.584987246157255,76.52840494251443,0.06894137274923726,0.07064512492833157,0.06324261750457251
274,AIY60528@H,69.39690519405036,35.89495096243984,62.21791500156239,51.848262501301996,33.50195423161052,56.63425596296064,36.692616539382946,73.38523307876589,15.953311538862152,58.22958711684685,95.71986923317291,40.680944424098485,16.75097711580526,57.43192153990375,49.45526577047267,107.68485288731952,73.38523307876589,7.976655769431076,60.622583847676175,75.77822980959522,0.06873301007756585,0.07039439568346961,0.06320701729585687
275,AIY60538@H,69.38592491013259,35.88927150524099,61.41053124230125,52.63759820768679,33.496653404891596,56.625295041602456,36.686810872024125,73.37362174404825,15.950787335662664,58.220373775168724,95.70472401397598,40.67450770593979,16.748326702445798,57.42283440838559,49.447440740554256,107.66781451572298,73.37362174404825,7.975393667831332,60.61299187551812,75.76623984439765,0.06879728416933394,0.070381974826729,0.06328137422080395
276,ASU45741@H,69.38592491013259,35.88927150524099,61.41053124230125,52.63759820768679,33.496653404891596,56.625295041602456,36.686810872024125,73.37362174404825,15.950787335662664,58.220373775168724,95.70472401397598,40.67450770593979,16.748326702445798,57.42283440838559,49.447440740554256,107.66781451572298,73.37362174404825,7.975393667831332,60.61299187551812,75.76623984439765,0.06879728416933394,0.070381974826729,0.06328137422080395
277,ASU45752@H,69.38592491013259,35.88927150524099,61.41053124230125,52.63759820768679,33.496653404891596,56.625295041602456,36.686810872024125,73.37362174404825,15.950787335662664,58.220373775168724,95.70472401397598,40.67450770593979,16.748326702445798,57.42283440838559,49.447440740554256,107.66781451572298,73.37362174404825,7.975393667831332,60.61299187551812,75.76623984439765,0.06879728416933394,0.070381974826729,0.06328137422080395
278,ASU45719@H,69.38592491013259,35.88927150524099,61.41053124230125,52.63759820768679,33.496653404891596,56.625295041602456,36.686810872024125,73.37362174404825,15.950787335662664,58.220373775168724,95.70472401397598,40.67450770593979,16.748326702445798,57.42283440838559,49.447440740554256,107.66781451572298,73.37362174404825,7.975393667831332,60.61299187551812,75.76623984439765,0.06879728416933394,0.070381974826729,0.06328137422080395
279,AID55069@H,70.15103786397155,36.669860701621495,61.38215813097511,52.61327839797867,33.48117716235006,55.8019619372501,36.669860701621495,73.33972140324299,15.943417696357171,58.193474591703676,95.66050617814302,40.655715125710785,16.74058858117503,56.59913282206796,49.42459485870723,106.82089856559305,73.33972140324299,7.971708848178586,60.584987246157255,76.52840494251443,0.06894137274923726,0.07064512492833157,0.06324261750457251
280,ASU45763@H,69.38592491013259,35.88927150524099,61.41053124230125,52.63759820768679,33.496653404891596,56.625295041602456,36.686810872024125,73.37362174404825,15.950787335662664,58.220373775168724,95.70472401397598,40.67450770593979,16.748326702445798,57.42283440838559,49.447440740554256,107.66781451572298,73.37362174404825,7.975393667831332,60.61299187551812,75.76623984439765,0.06879728416933394,0.070381974826729,0.06328137422080395
281,AIY60588@H,69.38592491013259,35.88927150524099,61.41053124230125,52.63759820768679,33.496653404891596,56.625295041602456,36.686810872024125,73.37362174404825,15.950787335662664,58.220373775168724,95.70472401397598,40.67450770593979,16.748326702445798,57.42283440838559,49.447440740554256,107.66781451572298,73.37362174404825,7.975393667831332,60.61299187551812,75.76623984439765,0.06879728416933394,0.070381974826729,0.06328137422080395
282,AID55070@H,70.15103786397155,36.669860701621495,61.38215813097511,52.61327839797867,33.48117716235006,55.8019619372501,36.669860701621495,73.33972140324299,15.943417696357171,58.193474591703676,95.66050617814302,40.655715125710785,16.74058858117503,56.59913282206796,49.42459485870723,106.82089856559305,73.33972140324299,7.971708848178586,60.584987246157255,76.52840494251443,0.06894137274923726,0.07064512492833157,0.06324261750457251
283,ASU45774@H,69.38592491013259,35.88927150524099,61.41053124230125,52.63759820768679,33.496653404891596,56.625295041602456,36.686810872024125,73.37362174404825,15.950787335662664,58.220373775168724,95.70472401397598,40.67450770593979,16.748326702445798,57.42283440838559,49.447440740554256,107.66781451572298,73.37362174404825,7.975393667831332,60.61299187551812,75.76623984439765,0.06879728416933394,0.070381974826729,0.06328137422080395
284,AID55072@H,70.15103786397155,36.669860701621495,61.38215813097511,52.61327839797867,33.48117716235006,55.8019619372501,36.669860701621495,73.33972140324299,15.943417696357171,58.193474591703676,95.66050617814302,40.655715125710785,16.74058858117503,56.59913282206796,49.42459485870723,106.82089856559305,73.33972140324299,7.971708848178586,60.584987246157255,76.52840494251443,0.06894137274923726,0.07064512492833157,0.06324261750457251
285,ASU45785@H,69.38592491013259,35.88927150524099,61.41053124230125,52.63759820768679,33.496653404891596,56.625295041602456,36.686810872024125,73.37362174404825,15.950787335662664,58.220373775168724,95.70472401397598,40.67450770593979,16.748326702445798,57.42283440838559,49.447440740554256,107.66781451572298,73.37362174404825,7.975393667831332,60.61299187551812,75.76623984439765,0.06879728416933394,0.070381974826729,0.06328137422080395
286,AIY60568@H,69.38592491013259,35.88927150524099,61.41053124230125,52.63759820768679,33.496653404891596,56.625295041602456,36.686810872024125,73.37362174404825,15.950787335662664,58.220373775168724,95.70472401397598,40.67450770593979,16.748326702445798,57.42283440838559,49.447440740554256,107.66781451572298,73.37362174404825,7.975393667831332,60.61299187551812,75.76623984439765,0.06879728416933394,0.070381974826729,0.06328137422080395
287,AIY60548@H,69.38592491013259,35.88927150524099,61.41053124230125,52.63759820768679,33.496653404891596,56.625295041602456,36.686810872024125,73.37362174404825,15.950787335662664,58.220373775168724,95.70472401397598,40.67450770593979,16.748326702445798,57.42283440838559,49.447440740554256,107.66781451572298,73.37362174404825,7.975393667831332,60.61299187551812,75.76623984439765,0.06879728416933394,0.070381974826729,0.06328137422080395
288,ASU45796@H,70.15103786397155,36.669860701621495,61.38215813097511,52.61327839797867,33.48117716235006,55.8019619372501,36.669860701621495,73.33972140324299,15.943417696357171,58.193474591703676,95.66050617814302,40.655715125710785,16.74058858117503,56.59913282206796,49.42459485870723,106.82089856559305,73.33972140324299,7.971708848178586,60.584987246157255,76.52840494251443,0.06894137274923726,0.07064512492833157,0.06324261750457251
289,ALX27243@H,70.15103786397155,36.669860701621495,61.38215813097511,52.61327839797867,33.48117716235006,55.8019619372501,36.669860701621495,73.33972140324299,15.943417696357171,58.193474591703676,95.66050617814302,40.655715125710785,16.74058858117503,56.59913282206796,49.42459485870723,106.82089856559305,73.33972140324299,7.971708848178586,60.584987246157255,76.52840494251443,0.06894137274923726,0.07064512492833157,0.06324261750457251
290,AID55071@H,70.15103786397155,36.669860701621495,61.38215813097511,52.61327839797867,33.48117716235006,55.8019619372501,36.669860701621495,73.33972140324299,15.943417696357171,58.193474591703676,95.66050617814302,40.655715125710785,16.74058858117503,56.59913282206796,49.42459485870723,106.82089856559305,73.33972140324299,7.971708848178586,60.584987246157255,76.52840494251443,0.06894137274923726,0.07064512492833157,0.06324261750457251
291,AYV64549@H,70.15103786397155,36.669860701621495,61.38215813097511,52.61327839797867,33.48117716235006,55.8019619372501,36.669860701621495,73.33972140324299,15.943417696357171,58.193474591703676,95.66050617814302,40.655715125710785,16.74058858117503,56.59913282206796,49.42459485870723,106.82089856559305,73.33972140324299,7.971708848178586,60.584987246157255,76.52840494251443,0.06894137274923726,0.07064512492833157,0.06324261750457251
292,AID55073@H,70.18937909587032,35.89229612857005,61.41570670888653,52.64203432190274,33.49947638666538,56.63006722507719,36.68990270920494,73.37980541840987,15.9521316126978,58.22528038634697,94.91518309555191,40.677935612379386,16.74973819333269,57.42767380571208,49.451607999363176,106.87928180507527,73.37980541840987,7.9760658063489,60.61810012825164,76.57023174094944,0.06880691987633872,0.07034293982948867,0.06324355965928269
293,AKN24821@H,70.18937909587032,35.89229612857005,61.41570670888653,52.64203432190274,33.49947638666538,56.63006722507719,36.68990270920494,73.37980541840987,15.9521316126978,58.22528038634697,94.91518309555191,40.677935612379386,16.74973819333269,57.42767380571208,49.451607999363176,106.87928180507527,73.37980541840987,7.9760658063489,60.61810012825164,76.57023174094944,0.06880691987633872,0.07034293982948867,0.06324355965928269
294,AHZ58501@H,70.18937909587032,35.89229612857005,61.41570670888653,52.64203432190274,33.49947638666538,56.63006722507719,36.68990270920494,73.37980541840987,15.9521316126978,58.22528038634697,94.91518309555191,40.677935612379386,16.74973819333269,57.42767380571208,49.451607999363176,106.87928180507527,73.37980541840987,7.9760658063489,60.61810012825164,76.57023174094944,0.06880691987633872,0.07034293982948867,0.06324355965928269
295,AKN24812@H,70.25261451774573,35.12630725887286,61.471037703027505,52.68946088830929,34.32798209389848,56.68108671318121,36.72295758882163,73.44591517764326,15.966503299487664,58.277737043129974,95.0006946319516,40.714583413693546,16.76482846446205,57.47941187815559,49.49616022841176,107.77389727154173,73.44591517764326,7.983251649743832,59.87438737307874,76.63921583754079,0.06856036711103558,0.07001046950013039,0.0631039984144508
296,AKN24803@H,70.1906217100248,35.89293155626268,61.4167939962717,52.6429662825186,32.70244875126156,56.63106978877001,36.69055225751296,73.38110451502592,15.952414025005638,57.428690490020294,94.91686344878354,40.678655763764375,16.75003472625592,57.428690490020294,49.452483477517475,107.67879466878804,73.38110451502592,7.976207012502819,60.61917329502142,77.36920802127734,0.06882797478187924,0.07028890510141712,0.0632624188664218
297,AKN24830@H,70.18983559850369,35.89252956741666,61.41610614869073,52.64237669887777,33.49969426292222,56.63043553970184,36.69014133558147,73.38028267116295,15.952235363296294,58.22565907603147,94.91580041161295,40.67820017640555,16.74984713146111,57.428047307866656,50.24954139438333,106.08236516592035,73.38028267116295,7.976117681648147,60.61849438052592,76.57072974382221,0.06880958794607701,0.0703346750755872,0.06324396881352107
298,AKN24767@H,70.18937909587032,35.89229612857005,61.41570670888653,52.64203432190274,33.49947638666538,56.63006722507719,36.68990270920494,73.37980541840987,15.9521316126978,58.22528038634697,94.91518309555191,40.677935612379386,16.74973819333269,57.42767380571208,49.451607999363176,106.87928180507527,73.37980541840987,7.9760658063489,60.61810012825164,76.57023174094944,0.06880691987633872,0.07034293982948867,0.06324355965928269
299,AKN24758@H,70.18937909587032,35.89229612857005,61.41570670888653,52.64203432190274,33.49947638666538,56.63006722507719,36.68990270920494,73.37980541840987,15.9521316126978,58.22528038634697,94.91518309555191,40.677935612379386,16.74973819333269,57.42767380571208,49.451607999363176,106.87928180507527,73.37980541840987,7.9760658063489,60.61810012825164,76.57023174094944,0.06880691987633872,0.07034293982948867,0.06324355965928269
300,AHZ64057@H,70.13955449732467,36.66385803269244,61.37211018515908,52.6046658729935,33.47569646463223,55.79282744105371,36.66385803269244,73.32771606538488,15.94080784030106,58.18394861709887,95.64484704180636,40.649059992767704,16.737848232316114,57.386908225083815,49.41650430493329,106.00637213800205,73.32771606538488,7.97040392015053,60.57506979314403,76.51587763344509,0.06897982484146445,0.07068881021404447,0.06329097292943807
301,AKN24794@H,70.18937909587032,35.89229612857005,61.41570670888653,52.64203432190274,33.49947638666538,56.63006722507719,36.68990270920494,73.37980541840987,15.9521316126978,58.22528038634697,94.91518309555191,40.677935612379386,16.74973819333269,57.42767380571208,49.451607999363176,106.87928180507527,73.37980541840987,7.9760658063489,60.61810012825164,76.57023174094944,0.06880691987633872,0.07034293982948867,0.06324355965928269
302,AKN24749@H,70.18937909587032,35.89229612857005,61.41570670888653,52.64203432190274,33.49947638666538,56.63006722507719,36.68990270920494,73.37980541840987,15.9521316126978,58.22528038634697,94.91518309555191,40.677935612379386,16.74973819333269,57.42767380571208,49.451607999363176,106.87928180507527,73.37980541840987,7.9760658063489,60.61810012825164,76.57023174094944,0.06880691987633872,0.07034293982948867,0.06324355965928269
303,AKN24776@H,70.18937909587032,35.89229612857005,61.41570670888653,52.64203432190274,33.49947638666538,56.63006722507719,36.68990270920494,73.37980541840987,15.9521316126978,58.22528038634697,94.91518309555191,40.677935612379386,16.74973819333269,57.42767380571208,49.451607999363176,106.87928180507527,73.37980541840987,7.9760658063489,60.61810012825164,76.57023174094944,0.06880691987633872,0.07034293982948867,0.06324355965928269
304,AKN24785@H,70.18937909587032,35.89229612857005,61.41570670888653,52.64203432190274,33.49947638666538,56.63006722507719,36.68990270920494,73.37980541840987,15.9521316126978,58.22528038634697,94.91518309555191,40.677935612379386,16.74973819333269,57.42767380571208,49.451607999363176,106.87928180507527,73.37980541840987,7.9760658063489,60.61810012825164,76.57023174094944,0.06880691987633872,0.07034293982948867,0.06324355965928269
305,AYV64560@H,70.15103786397155,36.669860701621495,61.38215813097511,52.61327839797867,33.48117716235006,55.8019619372501,36.669860701621495,73.33972140324299,15.943417696357171,58.193474591703676,95.66050617814302,40.655715125710785,16.74058858117503,56.59913282206796,49.42459485870723,106.82089856559305,73.33972140324299,7.971708848178586,60.584987246157255,76.52840494251443,0.06894137274923726,0.07064512492833157,0.06324261750457251
306,AYP10298@H,70.15103786397155,36.669860701621495,61.38215813097511,52.61327839797867,33.48117716235006,55.8019619372501,36.669860701621495,73.33972140324299,15.943417696357171,58.193474591703676,95.66050617814302,40.655715125710785,16.74058858117503,56.59913282206796,49.42459485870723,106.82089856559305,73.33972140324299,7.971708848178586,60.584987246157255,76.52840494251443,0.06894137274923726,0.07064512492833157,0.06324261750457251
307,AIZ48760@H,70.13955449732467,36.66385803269244,61.37211018515908,52.6046658729935,33.47569646463223,55.79282744105371,36.66385803269244,73.32771606538488,15.94080784030106,58.18394861709887,95.64484704180636,40.649059992767704,16.737848232316114,57.386908225083815,49.41650430493329,106.00637213800205,73.32771606538488,7.97040392015053,60.57506979314403,76.51587763344509,0.06897982484146445,0.07068881021404447,0.06329097292943807
308,AMQ48993@H,69.40559799221182,35.89944723735095,61.427943050578286,52.65252261478139,33.50615075486088,56.641350085598155,36.6972127315143,72.59665996886524,15.955309883267088,59.03464656808822,95.73185929960252,40.68604020233107,16.75307537743044,56.641350085598155,49.46146063812797,107.69834171205284,73.3944254630286,7.977654941633544,60.63017755641493,76.58548743968201,0.0687279476581828,0.07036108565479163,0.06314547252367128
309,AVA26873@H,60.35625029844948,34.60425017111103,89.32725044170523,45.06600022284228,36.21375017906969,47.48025023478026,22.53300011142114,64.38000031834612,18.509250091524507,64.38000031834612,104.61750051731244,34.60425017111103,9.657000047751916,60.35625029844948,37.82325018702834,108.64125053720906,83.69400041384995,10.461750051731244,55.52775027457352,102.20325050537446,0.0679853144721686,0.06558374422032504,0.061680937328179954
310,AKI29284@H,70.98431958571626,35.89094810513743,61.413400091012946,52.640057220868236,33.49821823146161,56.62794034366129,36.68852472969604,73.37704945939208,15.951532491172193,58.223093592778504,95.70919494703315,40.67640785248909,16.749109115730803,56.62794034366129,49.4497507226338,106.87526769085369,73.37704945939208,7.9757662455860965,60.61582346645433,75.76977933306792,0.06880168659535683,0.07040769186536565,0.06321399698066779
311,AQZ41285@H,69.37826166603412,35.885307758293514,61.403748830857786,52.63178471216382,33.49295390774061,56.61904112975199,36.682759041811146,73.36551808362229,15.949025670352672,58.213943696787254,96.49160530563367,40.670015459399316,16.746476953870307,57.41649241326962,49.44197957809329,106.8584719913629,73.36551808362229,7.974512835176336,60.606297547340155,75.7578719341752,0.06879701902899986,0.07049439234541066,0.06325730510795577
312,APF29061@H,61.20438361217814,33.018154317096105,91.80657541826722,45.09796687213126,36.23943766510548,46.70860854613595,24.15962511007032,66.03630863419221,16.911737577049223,63.62034612318517,106.3023504843094,34.62879599110079,9.663850044028127,62.00970444918048,37.85007933911017,103.88638797330238,84.55868788524612,10.469170881030472,56.37245859016408,101.47042546229534,0.0675301598148195,0.06552102467774604,0.061627978505090455
313,AKI29255@H,70.98431958571626,35.89094810513743,61.413400091012946,52.640057220868236,33.49821823146161,56.62794034366129,36.68852472969604,73.37704945939208,15.951532491172193,58.223093592778504,95.70919494703315,40.67640785248909,16.749109115730803,56.62794034366129,49.4497507226338,106.87526769085369,73.37704945939208,7.9757662455860965,60.61582346645433,75.76977933306792,0.06880168659535683,0.07040769186536565,0.06321399698066779
314,AKI29265@H,70.98431958571626,35.89094810513743,61.413400091012946,52.640057220868236,33.49821823146161,56.62794034366129,36.68852472969604,73.37704945939208,15.951532491172193,58.223093592778504,95.70919494703315,40.67640785248909,16.749109115730803,56.62794034366129,49.4497507226338,106.87526769085369,73.37704945939208,7.9757662455860965,60.61582346645433,75.76977933306792,0.06880168659535683,0.07040769186536565,0.06321399698066779
315,APF29062@H,61.20438361217814,33.018154317096105,91.80657541826722,45.09796687213126,36.23943766510548,46.70860854613595,24.15962511007032,66.03630863419221,16.911737577049223,63.62034612318517,106.3023504843094,34.62879599110079,9.663850044028127,62.00970444918048,37.85007933911017,103.88638797330238,84.55868788524612,10.469170881030472,56.37245859016408,101.47042546229534,0.0675301598148195,0.06552102467774604,0.061627978505090455
316,AKI29275@H,70.98431958571626,35.89094810513743,61.413400091012946,52.640057220868236,33.49821823146161,56.62794034366129,36.68852472969604,73.37704945939208,15.951532491172193,58.223093592778504,95.70919494703315,40.67640785248909,16.749109115730803,56.62794034366129,49.4497507226338,106.87526769085369,73.37704945939208,7.9757662455860965,60.61582346645433,75.76977933306792,0.06880168659535683,0.07040769186536565,0.06321399698066779
317,APF29063@H,61.20438361217814,33.018154317096105,91.80657541826722,45.09796687213126,36.23943766510548,46.70860854613595,24.15962511007032,66.03630863419221,16.911737577049223,63.62034612318517,106.3023504843094,34.62879599110079,9.663850044028127,62.00970444918048,37.85007933911017,103.88638797330238,84.55868788524612,10.469170881030472,56.37245859016408,101.47042546229534,0.0675301598148195,0.06552102467774604,0.061627978505090455
318,ALW82720@H,70.19661522228564,35.89599642048698,61.42203831949995,52.647461416714236,33.50292999245451,56.635905463435016,36.69368522983113,73.38737045966226,15.953776186883102,58.231283082123326,95.72265712129861,40.68212927655191,16.751464996227256,56.635905463435016,49.456706179337615,106.89030045211679,73.38737045966226,7.976888093441551,60.62434951015579,76.57812569703889,0.06875652462346013,0.07034482816882683,0.06320983786355804
319,ALW82731@H,70.19661522228564,35.89599642048698,61.42203831949995,52.647461416714236,33.50292999245451,56.635905463435016,36.69368522983113,73.38737045966226,15.953776186883102,58.231283082123326,95.72265712129861,40.68212927655191,16.751464996227256,56.635905463435016,49.456706179337615,106.89030045211679,73.38737045966226,7.976888093441551,60.62434951015579,76.57812569703889,0.06875652462346013,0.07034482816882683,0.06320983786355804
320,ALW82709@H,70.19661522228564,35.89599642048698,61.42203831949995,52.647461416714236,33.50292999245451,56.635905463435016,36.69368522983113,73.38737045966226,15.953776186883102,58.231283082123326,95.72265712129861,40.68212927655191,16.751464996227256,56.635905463435016,49.456706179337615,106.89030045211679,73.38737045966226,7.976888093441551,60.62434951015579,76.57812569703889,0.06875652462346013,0.07034482816882683,0.06320983786355804
321,AQZ41311@H,70.19661522228564,35.89599642048698,61.42203831949995,52.647461416714236,33.50292999245451,56.635905463435016,36.69368522983113,73.38737045966226,15.953776186883102,58.231283082123326,95.72265712129861,40.68212927655191,16.751464996227256,56.635905463435016,49.456706179337615,106.89030045211679,73.38737045966226,7.976888093441551,60.62434951015579,76.57812569703889,0.06875652462346013,0.07034482816882683,0.06320983786355804
322,ALW82680@H,70.19661522228564,35.89599642048698,61.42203831949995,52.647461416714236,33.50292999245451,56.635905463435016,36.69368522983113,73.38737045966226,15.953776186883102,58.231283082123326,95.72265712129861,40.68212927655191,16.751464996227256,56.635905463435016,49.456706179337615,106.89030045211679,73.38737045966226,7.976888093441551,60.62434951015579,76.57812569703889,0.06875652462346013,0.07034482816882683,0.06320983786355804
323,ALW82636@H,70.19661522228564,35.89599642048698,61.42203831949995,52.647461416714236,33.50292999245451,56.635905463435016,36.69368522983113,73.38737045966226,15.953776186883102,58.231283082123326,95.72265712129861,40.68212927655191,16.751464996227256,56.635905463435016,49.456706179337615,106.89030045211679,73.38737045966226,7.976888093441551,60.62434951015579,76.57812569703889,0.06875652462346013,0.07034482816882683,0.06320983786355804
324,AKK52582@H,70.19661522228564,35.89599642048698,61.42203831949995,52.647461416714236,33.50292999245451,56.635905463435016,36.69368522983113,73.38737045966226,15.953776186883102,58.231283082123326,95.72265712129861,40.68212927655191,16.751464996227256,56.635905463435016,49.456706179337615,106.89030045211679,73.38737045966226,7.976888093441551,60.62434951015579,76.57812569703889,0.06875652462346013,0.07034482816882683,0.06320983786355804
325,AKK52602@H,70.19661522228564,35.89599642048698,61.42203831949995,52.647461416714236,33.50292999245451,56.635905463435016,36.69368522983113,73.38737045966226,15.953776186883102,58.231283082123326,95.72265712129861,40.68212927655191,16.751464996227256,56.635905463435016,49.456706179337615,106.89030045211679,73.38737045966226,7.976888093441551,60.62434951015579,76.57812569703889,0.06875652462346013,0.07034482816882683,0.06320983786355804
326,ALW82753@H,69.41896026067134,35.90635875551966,61.439769426111425,51.864740424639514,33.512601505151686,56.652254925375466,36.704277838975656,73.40855567795131,15.95838166911985,58.248093092287455,95.7502900147191,40.693873256255614,16.756300752575843,56.652254925375466,49.47098317427154,108.51699535001498,73.40855567795131,7.979190834559925,60.64185034265543,76.60023201177528,0.06868434684262231,0.07027558233461072,0.06312098736677457
327,ALW82742@H,70.24856044767824,35.12428022383912,61.46749039171847,52.68642033575868,33.52772203184644,57.47609491173675,36.720838415831814,73.44167683166363,15.965581919926874,58.274374007733094,95.79349151956124,40.71223389581353,16.76386101592322,56.6778158157404,49.49330395177331,106.96939886351007,73.44167683166363,7.982790959963437,60.66921129572212,76.634793215649,0.06863553636260773,0.07010348278519285,0.06298188485585567
328,ALW82691@H,70.19135307738435,36.69093456317818,61.417433942711305,52.64351480803826,33.50041851420617,56.63165986925328,36.69093456317818,73.38186912635636,15.95258024486008,58.22691789373929,94.91785245691747,40.679079624393204,16.750209257103084,56.63165986925328,49.45299875906625,106.88228764056254,73.38186912635636,7.97629012243004,60.6198049304683,76.57238517532838,0.06906522873201157,0.0700630480075133,0.06324271101747118
329,ALW82647@H,70.19661522228564,35.89599642048698,61.42203831949995,52.647461416714236,33.50292999245451,56.635905463435016,36.69368522983113,73.38737045966226,15.953776186883102,58.231283082123326,95.72265712129861,40.68212927655191,16.751464996227256,56.635905463435016,49.456706179337615,106.89030045211679,73.38737045966226,7.976888093441551,60.62434951015579,76.57812569703889,0.06875652462346013,0.07034482816882683,0.06320983786355804
330,AKK52592@H,70.19661522228564,35.89599642048698,61.42203831949995,52.647461416714236,33.50292999245451,56.635905463435016,36.69368522983113,73.38737045966226,15.953776186883102,58.231283082123326,95.72265712129861,40.68212927655191,16.751464996227256,56.635905463435016,49.456706179337615,106.89030045211679,73.38737045966226,7.976888093441551,60.62434951015579,76.57812569703889,0.06875652462346013,0.07034482816882683,0.06320983786355804
331,AKK52612@H,70.19661522228564,35.89599642048698,61.42203831949995,52.647461416714236,33.50292999245451,56.635905463435016,36.69368522983113,73.38737045966226,15.953776186883102,58.231283082123326,95.72265712129861,40.68212927655191,16.751464996227256,56.635905463435016,49.456706179337615,106.89030045211679,73.38737045966226,7.976888093441551,60.62434951015579,76.57812569703889,0.06875652462346013,0.07034482816882683,0.06320983786355804
332,ALW82669@H,70.19661522228564,35.89599642048698,61.42203831949995,52.647461416714236,33.50292999245451,56.635905463435016,36.69368522983113,73.38737045966226,15.953776186883102,58.231283082123326,95.72265712129861,40.68212927655191,16.751464996227256,56.635905463435016,49.456706179337615,106.89030045211679,73.38737045966226,7.976888093441551,60.62434951015579,76.57812569703889,0.06875652462346013,0.07034482816882683,0.06320983786355804
333,AQZ41322@H,70.21995352113252,35.10997676056626,61.442459330990964,52.6649651408494,33.51406872599507,56.65473522727738,36.70588479513746,73.41176959027491,15.959080345711937,58.25064326184857,96.55243609155723,40.69565488156544,16.757034362997533,56.65473522727738,49.473149071707006,107.72379233355558,72.61381557298932,7.979540172855969,60.644505313705366,76.6035856594173,0.06853876569736111,0.07024715409521515,0.06326006292182691
334,AQZ41332@H,70.19661522228564,35.89599642048698,61.42203831949995,52.647461416714236,33.50292999245451,56.635905463435016,36.69368522983113,73.38737045966226,15.953776186883102,58.231283082123326,95.72265712129861,40.68212927655191,16.751464996227256,56.635905463435016,49.456706179337615,106.89030045211679,73.38737045966226,7.976888093441551,60.62434951015579,76.57812569703889,0.06875652462346013,0.07034482816882683,0.06320983786355804
