,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4
697,AZF86118@N,84.07436339274014,34.96898300406006,66.21786143322011,48.361359473700084,33.48094117410006,42.40919215386007,32.736920259120055,74.40209149800013,17.11248104454003,55.801568623500096,86.30642613768015,29.01681568422005,11.90433463968002,56.545589538480094,40.17712940892007,75.14611241298013,77.37817515792013,13.392376469640023,44.64125489880008,97.46673986238017,0.06615946909100821,0.06384988729848766,0.06290431079103591,0.063065417839467
698,APY26736@N,53.40277680970403,24.82100893972159,60.92429467022572,36.8554375165563,27.82961608393027,44.37695537707799,27.82961608393027,65.43720538653874,10.53012500473037,57.915687526017045,66.94150895864307,35.35113394445196,14.290883934991218,48.889866093391014,31.590375014191114,84.24100003784297,63.932901814434395,6.7693660744695245,46.6334107352345,67.69366074469525,0.0604578219429031,0.06199202825493068,0.06185423670681612,0.06354412704318078
699,APY26754@N,53.96526943429291,26.233117086114607,62.959481006675055,35.9768462895286,27.7321523481783,43.472022599847065,29.231187610241992,64.45851626873875,11.24276446547769,59.21189285151583,68.95562205492982,33.72829339643307,14.240834989605073,47.969128386038136,31.479740503337528,80.94790415143936,60.71092811357952,6.745658679286613,46.47009312397444,67.45658679286613,0.061301287345426725,0.06191694779028447,0.0625483470195731,0.06471578681286969
700,APY26763@N,54.688579181505325,26.220551662365565,61.4310067518279,37.45793094623652,27.71886890021503,44.2003585165591,28.468027519139756,62.92932398967736,11.237379283870958,57.685213657204244,67.42427570322575,34.461296470537604,14.234013759569878,49.44446884903221,31.46466199483868,81.65828946279562,61.4310067518279,6.742427570322574,46.447834373333286,67.42427570322575,0.06131064060368544,0.06215984682355677,0.0626664017542649,0.0647044918937624
701,APW85767@N,52.55757302625135,25.527964041322083,59.314975272483665,37.54112359017953,27.780431456732856,43.54770336460826,28.531253928536444,64.57073257510879,10.51151460525027,56.3116853852693,69.07566740593035,36.03947864657235,14.265626964268222,48.0526381954298,30.783721343947217,85.59376178560933,62.31826515969802,6.757402246232316,46.55099325182262,69.07566740593035,0.060964202302607795,0.0625384843848756,0.06150710109966618,0.0641677404092598
702,AQD20710@N,54.07600550016122,25.535891486187243,61.58656181962806,36.05067033344081,27.789058382027292,43.56122665290765,27.03800275008061,66.09289561130815,10.51477884725357,55.578116764054585,68.3460625071482,35.29961470149413,15.021112638933673,50.3207273404278,31.54433654176071,81.86506388218851,63.839728715468105,6.759500687520153,46.56544918069439,67.59500687520152,0.0612162678581912,0.06212056271032698,0.06161206219029659,0.06399547529450164
703,QDA76273@N,44.08403137526886,29.140291926025174,59.77495779697472,39.60090954049575,29.140291926025174,36.61216165064702,29.88747889848736,62.76370568682346,14.94373944924368,54.54464898973943,68.74120146652093,40.34809651295794,13.449365504319312,53.79746201727725,32.8762267883361,79.94900605345369,67.99401449405875,5.977495779697472,41.09528348542012,70.2355754114453,0.06281325957310861,0.06540294318874904,0.06105747416170664,0.06353935061425171
704,AZA07860@N,53.30635171156708,25.526985326665926,61.565082258429584,37.53968430392048,27.779366384901156,42.04444642039093,27.028572698822746,65.31905068882163,11.261905291176143,56.30952645588072,66.82063806097845,33.78571587352843,16.51746109372501,48.80158959509662,28.530160070979566,84.08889284078187,63.066669630586404,6.7571431747056865,45.79841485078298,66.06984437490004,0.06073849423477851,0.062428387493753346,0.06201356522794285,0.06402586696511574
705,QDA76282@N,44.08068023207028,29.138076763571878,59.7704138739936,39.59789919152076,29.138076763571878,36.609378497821076,29.8852069369968,62.75893456769328,14.9426034684984,55.28763283344408,67.98884578166772,40.34502936494568,14.19547329507348,53.79337248659424,32.87372763069648,79.94292855646644,67.98884578166772,5.9770413873993595,41.0921595383706,69.48310612851756,0.06287316474434082,0.0653730750244688,0.06108588314020923,0.06353770366606111
706,YP_009199609@N,81.83964622174456,35.28865479286233,66.0723749313167,53.30839341049416,33.03618746565835,41.295234332072944,33.78700990805968,62.31826271931008,13.514803963223873,54.05921585289549,90.09869308815915,28.531252811250397,17.268916175230505,57.81332806490212,39.79358944727029,80.3380013369419,91.6003379729618,12.763981520822545,48.05263631368488,100.61020728177772,0.06358711982251423,0.0634310555524072,0.061642865019520356,0.06051651720423192
707,AMZ01557@N,70.00736673535549,30.863462754296506,61.72692550859301,47.42434520782146,32.36899752279877,46.671577823570324,39.89667136531011,75.27673842511342,18.819184606278355,57.96308858733734,98.6125273368986,30.863462754296506,8.280441226762477,60.974158124341876,37.63836921255671,96.35422518414518,80.54611011487137,8.280441226762477,47.42434520782146,92.59038826288952,0.062477773344108256,0.06185592289148396,0.06043134928736665,0.06246757022590692
708,ARO76382@N,67.35552331052523,28.43899873111065,53.88441864842018,49.3940504277185,27.69060402766037,46.400471613917375,30.684182841461492,59.12318157257214,11.225920551754204,53.1360239449699,78.58144386227943,40.41331398631514,12.722709958654765,53.1360239449699,38.1681298759643,72.59428623467718,81.57502267608055,8.980736441403364,37.41973517251402,74.09107564157775,0.06533640436742691,0.06520514839590547,0.05955405287995291,0.0615096909064344
709,AQY03959@N,54.07336058699506,25.534642499414336,62.334568454452636,36.799925955038304,27.78769919053913,44.310114925454286,27.78769919053913,64.58762514557743,10.514264558582372,57.07743617516145,69.09373852782703,35.29788816095511,14.269359043790363,48.816228307703874,30.79177477870552,81.11004088049259,62.334568454452636,6.759170073374382,46.56317161657908,69.09373852782703,0.061077340035589005,0.06178622191688541,0.06209877376551511,0.0640187672404124
710,AQY55839@N,52.429577672474785,26.214788836237393,59.17052337322155,36.70070437073235,26.963782802987033,43.44165007147911,29.959758669985593,64.41348114046903,10.485915534494957,56.174547506222986,66.66046304071794,35.95171040398271,14.230885368243158,48.68460783872659,30.708752636735234,83.88732427595966,62.91549320696975,7.489939667496398,46.43762593847767,68.90744494096687,0.061503978301014804,0.06289917579180583,0.061872225252220914,0.0647306539053187
711,AMB66488@N,63.02076459847875,35.26161828724406,88.52916931691063,57.76903421527219,36.76211268244594,36.76211268244594,36.76211268244594,70.52323657448812,14.254696754417813,66.0217533888825,99.03263008332375,34.51137108964313,11.253707964014064,51.01680943686375,39.01285427524875,87.02867492170876,96.03164129292,17.255685544821564,51.01680943686375,95.28139409531907,0.0636504908177061,0.0628659673145511,0.06200072796712554,0.06123561629967978
712,AFP36389@N,66.23662397368135,31.612934169257006,61.72049052093035,48.92477907146918,33.11831198684067,45.91402343630185,38.38713434838351,73.76351306159968,18.817222719795836,58.70973488576301,97.84955814293836,30.10755635167334,8.279577996710168,61.72049052093035,39.892512165967176,99.35493596052203,79.03233542314251,8.279577996710168,46.66671234509368,94.83880250777102,0.06215218434527864,0.062217735304043925,0.060750134855117065,0.06219103670372688
713,AGZ20168@N,53.99121811114499,25.495852996929578,61.489998404359575,35.99414540743,27.745487084893952,44.99268175928749,29.24524314353687,64.4895105216454,11.248170439821873,59.2403643163952,68.2389006682527,34.49438934878708,14.247682557107705,48.74207190589478,31.494877231501246,79.48707110807457,62.23987643368103,6.7489022638931235,46.49243781793041,67.48902263893123,0.060858603908240196,0.062178905882714304,0.062369174879977264,0.06471528600760998
714,AGX27799@N,66.41581722253116,29.103560355940623,70.89328804652203,51.49091447589495,32.834786042599674,47.01344365190408,36.56601172925873,64.92332694786754,14.178657609304405,58.207120711881245,79.84822969450376,46.26719851457227,23.133599257286136,54.475895025222194,38.05850200392236,94.02688730380817,59.69961098654487,5.969961098654487,56.71463043721762,62.68459153587211,0.06379186582807743,0.0653122871269776,0.06266776203276883,0.061982947680365254
715,AGX27810@N,67.2095171901029,28.377351702487893,70.19660684299637,50.78052409918886,32.85798618182809,47.04666203307203,36.59184824794492,66.46274477687955,14.935448264467313,56.754703404975785,81.39819304134686,47.04666203307203,23.149944809924335,53.767613752082326,38.08539307439165,91.85300682647397,61.23533788431598,6.720951719010291,56.007930991752424,62.72888271076271,0.06391566682161065,0.06508830072143365,0.06256827984036618,0.06165533939322396
716,AFU35748@N,67.80316074062561,30.888106559618336,61.77621311923667,47.46221251843793,33.14821191763919,46.70884406576431,39.17515953902814,73.83010836201456,18.83421131684045,57.25600240319496,98.69126730024395,30.888106559618336,8.287052979409797,61.77621311923667,39.17515953902814,98.69126730024395,80.61042443607712,8.287052979409797,46.70884406576431,94.17105658420225,0.06205666970672948,0.06182839686665196,0.0605821759565507,0.06216430479644995
717,AFU35749@N,66.2755553421143,30.87838373893962,61.75676747787924,48.20040388517403,33.13777767105715,46.69414126376235,39.91595946740975,73.80686844917274,18.828282767646108,57.99111092435001,97.90707039175976,30.12525242823377,8.284444417764288,61.75676747787924,39.91595946740975,99.41333301317145,79.07878762411366,8.284444417764288,46.69414126376235,94.89454514893639,0.062019747941758886,0.061940639801078196,0.06057066663402515,0.06233763491729338
718,AFU35751@N,66.29983432357191,30.889695537118737,61.77939107423747,48.21806132623412,33.14991716178596,46.71124690978931,39.177174827565224,73.833906405796,18.835180205560206,58.01235503312543,97.94293706891307,30.136288328896327,9.040886498668899,61.77939107423747,39.93058203578764,99.44975148535788,79.10775686335286,8.28747929044649,46.71124690978931,94.92930823602343,0.0619367117826741,0.06188791330293075,0.060416346173196474,0.06235182051879059
719,AFU35752@N,67.03049643560051,30.879217459096864,61.75843491819373,48.20170530200486,33.138672395128346,46.69540201131721,38.41073391253512,73.80886124369495,18.82879113359565,57.9926766914746,97.90971389469738,30.879217459096864,8.284668098782086,61.75843491819373,39.917037203222776,100.16916883072885,79.08092276110173,8.284668098782086,46.69540201131721,94.14395566797825,0.06192817632319074,0.06178053060678843,0.06071393523432309,0.0624257124918717
720,AFU35753@N,66.18640082421688,31.58896402973987,62.42580986829546,48.88768242697837,33.09320041210844,45.879209662241244,39.1101459415827,73.7075827360597,18.802954779607067,58.665218912374044,97.77536485395675,30.83684583855559,8.27330010302711,60.92157348592689,38.35802775039841,99.2796012363253,78.97241007434968,8.27330010302711,46.631327853425525,94.76689208921961,0.062241844833607944,0.062220205957266704,0.06101820891719261,0.06240154910765011
721,AFU35754@N,65.52900475854614,30.881485001153923,61.762970002307846,48.20524487985003,33.14110585489689,46.69883097735472,39.16676146487815,73.81428122227035,18.830173781191416,57.99693524606956,99.42331756469068,30.881485001153923,8.285276463724223,60.256556099812535,39.16676146487815,100.92973146718599,79.08672988100395,8.285276463724223,46.69883097735472,94.90407585720475,0.062060404078884884,0.06193686855685309,0.06048688150795969,0.06230889460864574
722,AGG55750@N,66.26474810182317,30.873348547440344,61.74669709488069,48.19254407405322,33.13237405091159,46.68652707173906,39.15644206016824,73.79483311339399,18.82521252892704,57.98165458909528,97.8911051504206,30.873348547440344,8.283093512727897,61.74669709488069,39.90945056132532,99.39712215273477,79.06589262149356,8.283093512727897,46.68652707173906,94.87907114579227,0.06204517173961601,0.061966537637927144,0.06062906139305969,0.06235072807231563
723,AJT47869@N,46.44896991612872,26.221192694588794,63.680039401144214,37.45884670655542,26.9703696287199,41.95390831134207,31.465431233506553,61.432508598750886,11.986830946097735,53.191562323308695,71.1718087424553,35.21131590416209,14.23436174849106,49.44567765265315,33.71296203589988,74.91769341311084,65.92757020353754,7.491769341311084,49.44567765265315,69.67345487419308,0.060915114301845395,0.06326673956889864,0.06166137700355807,0.06497983499458952
724,AJP16721@N,45.66203156451717,26.948084202010133,63.62742103252393,37.42789472501408,26.948084202010133,41.170684197515484,31.439431569011823,61.38174734902309,11.976926312004505,53.147610509519986,71.11299997752674,35.18222104151323,13.474042101005066,49.40482103701858,33.68510525251267,74.85578945002815,66.62165261052506,7.485578945002815,49.40482103701858,70.36444208302646,0.06113660485605129,0.0634043042052514,0.06191609372853869,0.06498510270987712
725,AIA62206@N,65.49501789387864,35.38236598864708,84.31542533464837,47.427426750739706,32.371100798123926,41.4048963696934,36.13518228627787,68.5062830844018,13.550693357354202,63.989385298617066,92.59640460858704,30.86546820286235,17.314774845508147,57.21403861993996,36.88799858390866,85.82105792990994,80.55134384649442,8.280979273938678,39.14644747680103,98.61893498963336,0.06431928541314985,0.06155693852321254,0.060411583866503415,0.06089589456634518
726,AIA62212@N,76.58676897818117,33.78828043155052,79.59017168320788,48.0544432804274,29.28317637401045,50.30699530919743,30.784877726523803,73.58336627315445,9.761058791336815,48.0544432804274,90.10208115080138,27.030624345240412,18.771266906416955,57.815502071764215,44.30018989914401,89.35123047454469,66.07485951058767,12.01361082010685,43.54933922288733,105.86994535219162,0.06441179926437633,0.06206534508958125,0.06106976318686073,0.06160241620250356
727,AIA62227@N,82.70732916870695,36.51044260600577,78.23666272715522,48.43221978347704,29.059331870086222,43.96155334192531,32.03977616445404,73.02088521201154,11.176666103879317,50.6675530042529,85.68777346307476,31.294665090862086,19.372887913390816,53.647997298620716,42.4713311947414,91.64866205181039,58.8637748137644,11.92177717747127,45.451775489109224,100.58999493491385,0.06566115228228704,0.06404175402396027,0.06214154607758134,0.06304447402421684
728,AIA62259@N,61.457328730598164,28.13709026220157,57.01463026814529,29.61798974968586,31.098889237170155,34.80113795588089,33.320238468396596,58.49552975562958,11.847195899874345,52.57193180569241,74.04497437421466,33.320238468396596,15.549444618585078,44.42698462452879,31.839338980912302,71.08317539924607,57.01463026814529,14.80899487484293,34.80113795588089,62.93822821808246,0.06613158457899768,0.0667295436252501,0.06324811475198365,0.06344101330162204
729,AIA62277@N,67.910219399662,28.35811359546325,55.22369489642844,49.25356571843618,27.61184744821422,47.76103342393811,28.35811359546325,57.46249333817554,11.940258355984527,55.96996104367747,79.85047775564652,40.29837195144778,12.68652450323356,55.96996104367747,38.805839656949715,70.1490178414091,77.61167931389943,8.955193766988396,40.29837195144778,67.910219399662,0.06519533440214961,0.0658645866745225,0.060073153203216365,0.06260077847107867
730,AIA62352@N,68.67884340937395,32.09989420220739,61.96026090193519,50.016114222044074,32.84640336970059,43.29753171460532,36.57894920716656,72.41138924683993,12.690655847384317,52.255641724523656,91.0741184341698,40.31149504463254,14.930183349863903,54.495169227003245,44.044040882098514,97.04619177411537,68.67884340937395,5.9720733399455606,60.467242566948805,69.42535257686714,0.0652214911683039,0.06586549030146137,0.060688587422717134,0.06171526361432239
731,ALE71331@N,52.539791741520105,27.020464324210337,61.54661318292355,33.77558040526292,27.771032777660626,43.53297030011666,30.022738138011487,63.04775008982412,12.009095255204596,57.79377091567211,70.553434624327,32.27444349836235,13.510232162105169,46.535244113917805,32.27444349836235,81.06139297263101,65.29945545017499,6.755116081052584,47.28581256736809,67.55116081052584,0.060964287852735013,0.06279842804585008,0.06170688503738879,0.063961945613739
732,AKQ63083@N,59.208426598151966,31.881460475927984,64.52200334413996,37.95411961419998,25.808801337655986,49.34035549845997,29.604213299075983,46.30402592932398,14.422565453395993,57.69026181358397,90.33080468179595,23.53155416080399,14.422565453395993,38.71320200648398,30.363295691359983,71.35374487469596,89.57172228951195,6.072659138271997,37.19503722191598,61.48567377500397,0.06281017561698497,0.060380883819649005,0.05894026963243517,0.058786278646931235
733,ATJ01093@N,53.23998768893978,26.24506435370271,59.988718522749046,36.743090095183796,27.744782316771435,43.49182092899306,27.744782316771435,65.98759037502396,10.498025741481083,54.73970565200851,68.23716731962705,35.24337213211506,14.247320649152899,48.7408337997336,31.49407722444325,83.98420593184866,61.48843648581777,6.748730833809268,46.491256855130516,70.48674426423013,0.06128780859208841,0.06241526640085469,0.06215955368389935,0.06427838978879434
734,AVI69519@N,51.52545979344249,31.36332335253021,62.72664670506042,34.35030652896165,25.38935699966731,43.311256058256,28.37634017609876,62.72664670506042,9.707695323402207,54.51244296987393,67.95386726381545,30.616577558422346,14.18817008804938,48.538476617011035,33.603560734853794,74.67457941078621,69.44735885203117,6.720712146970759,50.77871399933462,67.95386726381545,0.061276949493449535,0.06375178447410834,0.06270894465999435,0.06551652726458576
735,YP_009200735@N,61.457328730598164,28.13709026220157,57.01463026814529,29.61798974968586,31.098889237170155,34.80113795588089,33.320238468396596,58.49552975562958,11.847195899874345,52.57193180569241,74.04497437421466,33.320238468396596,15.549444618585078,44.42698462452879,31.839338980912302,71.08317539924607,57.01463026814529,14.80899487484293,34.80113795588089,62.93822821808246,0.06613158457899768,0.0667295436252501,0.06324811475198365,0.06344101330162204
736,ARI44809@N,60.15132649845664,30.446967733786693,52.72523680728915,49.75480093082216,27.4765318573197,49.012191961705405,28.961749795553196,54.21045474552265,9.653916598517732,52.72523680728915,75.74611484990835,43.07132020877142,13.366961444101475,58.66610856022314,36.38783948672068,80.20176866460885,75.74611484990835,8.168698660284235,40.84349330142118,74.26089691167486,0.06491139905523097,0.06742826049271329,0.06070550091311711,0.06434587042219003
737,APY26852@N,51.84171396230023,24.79386319936098,59.35500584089447,37.56645939297118,26.29652157507983,42.82576370798715,27.799179950798678,65.36563934376986,11.269937817891355,55.598359901597355,69.12228528306699,36.06380101725234,14.27525456932905,48.83639721086254,31.555825890095797,85.6515274159743,62.36032259233217,6.761962690734813,47.33373883514369,70.62494365878582,0.060715296611505404,0.06252835556774905,0.06152723605512505,0.06389992390619681
738,APY26861@N,52.53103985638695,25.51507650167366,58.53458726854546,37.522171325990676,27.7664067812331,42.77527531162937,28.516850207752917,64.53813468070396,10.50620797127739,56.28325698898602,69.79123866634266,37.522171325990676,14.258425103876458,47.27793587074826,30.017737060792545,86.30099404977857,62.28680440114453,6.753990838678322,46.52749244422844,69.04079523982286,0.06103022480131594,0.06263449050205629,0.06144210875166637,0.06444974942514786
739,AQD20719@N,51.87662495928856,25.56239490747552,60.14681154700123,37.59175721687577,27.81790034048807,43.60643837157589,27.81790034048807,64.65782241302632,11.27752716506273,56.38763582531365,68.4169981347139,36.08808692820074,15.036702886750307,48.8692843819385,31.577076062175646,84.20553616580172,63.15415212435129,6.766516299037638,45.861943804588435,69.16883327905141,0.060911893418128714,0.062416161996089695,0.06136264573634181,0.06347415451192438
740,YP_009513010@N,66.41581722253116,29.103560355940623,70.89328804652203,51.49091447589495,32.834786042599674,47.01344365190408,36.56601172925873,64.92332694786754,14.178657609304405,58.207120711881245,79.84822969450376,46.26719851457227,23.133599257286136,54.475895025222194,38.05850200392236,94.02688730380817,59.69961098654487,5.969961098654487,56.71463043721762,62.68459153587211,0.06379186582807743,0.0653122871269776,0.06266776203276883,0.061982947680365254
741,AQK38168@N,65.4803599749057,31.611208263747578,60.964473080084616,48.169460211424884,33.116503895354604,45.911516764014344,39.13768642178272,73.75948594874436,18.816195395087846,57.95388181687056,97.8442160544568,30.858560447944065,8.279125973838651,61.71712089588813,39.13768642178272,102.36010294927787,78.27537284356544,8.279125973838651,46.66416457981786,94.83362479124274,0.06228699065524055,0.062062397995404854,0.06060465100042275,0.06239814454541808
742,AQY03968@N,53.98704313396651,25.49388147992863,61.485243569239636,36.74118213283832,27.743341610510566,44.98920261163876,29.24298169756519,63.73470369982157,11.24730065290969,59.2357834386577,68.98344400451276,34.49172200225638,14.24658082701894,47.988482785748005,31.49244182814713,79.48092461389514,62.23506361276695,6.748380391745814,46.48884269869338,67.48380391745813,0.060938611210983484,0.062132132565519776,0.06240515751897464,0.06470405517720942
743,APX44047@N,51.03587641620715,24.76741061374759,63.04431792590295,36.0253245290874,27.01899339681555,42.78007287829129,32.272686557307466,63.79484552025894,11.257913915339813,53.28745919927511,72.0506490581748,36.0253245290874,14.260024292763763,49.53482122749518,31.522158962951476,79.55592500173468,65.29590070897092,6.754748349203887,46.532710850071226,69.79906627510684,0.06052861107721908,0.06221978845047262,0.061791719025738844,0.06493228709058194
744,APY23497@N,54.10876793367925,24.79985196960299,60.12085325964362,37.57553328727726,27.805894632585172,43.587618613241624,28.557405298330718,64.62991725411689,12.024170651928722,55.611789265170344,69.13898124859016,36.07251195578617,14.278702649165359,48.09668260771489,30.81193729556735,84.16919456350107,62.37538525688025,6.763595991709907,45.84215061047826,69.13898124859016,0.060509554434930266,0.0626007734907228,0.06142637881525098,0.06395262751355073
745,APY23506@N,53.322710892886356,24.783795203735913,61.58397596079833,36.800180757062414,27.78789159206754,42.808373533725664,28.538915689150443,65.33909644621286,10.51433735916069,57.077831378300885,68.34319283454448,35.298132562896605,13.518433747492315,48.816566310388914,30.791987980399163,82.61265067911971,63.08602415496414,7.510240970829064,46.5634940191402,69.84524102871029,0.060804659534200556,0.06255822412459452,0.06177875722876992,0.06383426202952858
746,APY23515@N,53.308096576131256,25.52782089561215,60.81627919248777,36.79009482014692,27.780275680519104,42.79664091323213,29.28191220379041,64.57037050066603,11.262273924534773,55.56055136103821,69.07528007047993,36.03927655851127,13.514728709441727,48.803187006317344,30.78354872706171,83.34082704155732,63.06873397739472,6.757364354720863,45.79991395977474,69.82609833211559,0.06095336959054711,0.06278298142689404,0.061522126716678345,0.06392326063022907
747,AQY55866@N,51.75368510235836,26.251869254819457,60.00427258244447,36.002563549466686,27.751976069380568,43.50309762227224,29.252082883941682,64.50459302612781,9.750694294647227,55.503952138761136,67.50480665525004,36.002563549466686,15.001068145611118,48.75347147323613,30.752189698502793,85.50608842998338,62.25443280428614,6.750480665525004,47.253364658675025,69.7549668770917,0.0615314105010026,0.06214387350581872,0.0617760162349068,0.06449529247771606
748,AVX27612@N,52.5678511242731,26.28392556213655,61.57948274557706,33.79361857988985,27.785864165687208,44.30718880474447,29.287802769237867,62.33045204735239,12.01550882840528,57.82463623670041,70.59111436688102,33.04264927811452,13.51744743195594,47.31106601184579,32.29167997633919,80.3537152899603,65.3343292544537,6.75872371597797,47.31106601184579,68.33820646155503,0.06098029016492072,0.06276193725170306,0.06134978411402002,0.06393868669402626
749,AMD11130@N,67.34910492726152,29.932935523227343,82.31557268887519,59.865871046454686,29.932935523227343,53.87928394180921,41.90610973251828,59.117547658374,21.701378254339822,62.85916459877742,98.03036383856954,40.40946295635691,17.959761313936404,58.369224270293316,36.667846015953494,79.32227913655245,90.5471299577627,15.714791149694355,56.87257749413195,93.54042351008545,0.06402897287432413,0.0629116303986575,0.06133909356497254,0.06339691508136225
750,AMD11142@N,67.36491238133908,29.939961058372926,82.33489291052555,59.87992211674585,29.939961058372926,54.64042893153059,41.9159454817221,59.13142309028653,22.454970793779694,62.87391822258314,98.05337246617134,40.41894742880345,17.963976635023755,58.382924063827204,36.67645229650683,79.34089680468826,90.5683822015781,15.718479555645786,56.88592601090856,93.5623783074154,0.06389445656141285,0.06296345837691869,0.06129883837213983,0.06334422023020554
751,AMD11153@N,67.31247503181275,30.66457195893692,82.27080281666004,59.83331113938912,29.91665556969456,54.59789641469257,41.88331779757238,59.085394750146754,21.689575288028554,62.82497669635857,97.97704699074967,40.387485019087656,17.949993341816736,58.337478360904385,36.647903072875835,79.27913725969057,90.49788309832604,15.706244174089642,56.84164558241966,93.4895486552955,0.06405771615277549,0.0630741715714877,0.06147681112722648,0.06347491190614638
752,AMD11164@N,67.31247503181275,30.66457195893692,82.27080281666004,59.83331113938912,29.91665556969456,54.59789641469257,41.88331779757238,59.085394750146754,21.689575288028554,62.82497669635857,97.97704699074967,40.387485019087656,17.949993341816736,58.337478360904385,36.647903072875835,79.27913725969057,90.49788309832604,15.706244174089642,56.84164558241966,93.4895486552955,0.06405771615277549,0.0630741715714877,0.06147681112722648,0.06347491190614638
753,AMD11175@N,67.36423630225823,29.93966057878144,82.33406659164896,59.87932115756288,29.93966057878144,54.639880556276125,41.16703329582448,59.13082964309334,21.706253919616543,62.873287215441025,98.05238839550921,40.418541781354946,17.963796347268865,58.38233812862381,36.676084209007264,79.34010053377082,90.56747325081386,15.718321803860256,56.88535509968474,93.561439308692,0.06386602427447416,0.06302431820765365,0.061306291575990816,0.0633118514723453
754,AMD11186@N,67.31805484877641,30.6671138755537,82.27762259294894,59.09029258948152,29.919135488345074,54.60242226622976,41.886789683683105,59.09029258948152,20.943394841841553,62.082206138316025,97.98516872433011,39.64285452205722,17.951481293007042,58.34231420227289,36.65094097322272,80.03368743132307,89.75740646503522,15.707546131381163,56.84635742785564,93.49729840107835,0.06392286283535485,0.06334407907130495,0.06098617555140784,0.06376849533330563
755,AMD11197@N,67.32030757066093,30.66814011552331,82.2803759196967,59.84027339614305,29.920136698071524,54.60424947398053,41.88819137730013,59.092269978691256,20.944095688650066,62.8322870659502,97.98844768618424,39.644181124944765,17.952082018842916,58.34426656123947,36.652167455137615,80.03636566734133,90.50841351166636,15.70807176648755,56.8482597263359,93.50042718147351,0.06394582222791083,0.06340646940232525,0.06106761295088281,0.06357667796709308
756,AMD11208@N,67.3887576388234,29.20179497682348,83.1128010878822,60.649881874941066,29.95055895058818,54.659770084823435,41.93078253082346,57.65482597988225,22.462919212941138,63.644937769999885,98.836844536941,39.68449060952934,17.97033537035291,58.40358995364696,35.94067074070582,79.36898121905868,89.85167685176455,16.4728074228235,56.906062006117544,93.59549672058807,0.06387550581421107,0.06311082055792433,0.06118922824540837,0.06306047161775166
757,AMD11219@N,67.30525824642807,29.913448109523582,78.5228012874994,59.07906001630908,29.913448109523582,54.59204279988054,41.13099115059493,59.07906001630908,21.687249879404597,63.56607723273761,97.21870635595165,40.38315494785684,17.94806886571415,56.83555140809481,35.14830152869021,79.27063749023749,90.48818053130884,15.704560257499882,56.83555140809481,93.4795253422612,0.06394371998212557,0.06307845833378664,0.06167135753170609,0.06347026141429207
758,AMD11230@N,67.32843793500058,29.92375019333359,81.54221927683403,59.09940663183384,29.92375019333359,54.6108441028338,41.893250270667025,59.09940663183384,21.69471889016685,62.83987540600054,98.0002818831675,40.39706276100034,17.954250116000154,58.351312877000495,35.160406477166966,79.29793801233401,90.5193443348341,15.709968851500134,56.85512536733382,93.51171935416747,0.06396651664474169,0.062947294221521,0.06163152799395328,0.06336090630644424
759,AIM47748@N,66.28713190077991,30.88377736286337,62.5208175882356,47.45556033805835,33.143565950389956,46.702297475549486,39.16966885046086,72.31323480085082,18.831571562721567,57.24797755067357,97.92417212615216,30.88377736286337,8.285891487597489,61.76755472572674,39.92293171296972,100.18396071367874,79.84586342593944,8.285891487597489,46.702297475549486,94.9111206761167,0.0619454355841365,0.06179780372422902,0.06064002989366976,0.06235386828910205
760,APU57645@N,50.00051855211359,20.149462700105477,54.47817692991481,52.2393477410142,33.582437833509125,37.31381981501014,30.597332248308316,55.970729722515216,11.940422340803245,51.493071344714,69.40370485591886,29.104779455707913,17.910633511204868,52.2393477410142,29.104779455707913,64.92604647811766,58.209558911415826,11.940422340803245,45.52286017431238,70.14998125221906,0.06644406379622962,0.0634722440756033,0.062262007943765706,0.061545287884198496
761,AGY31028@N,66.29575383644088,30.887794401069044,62.528949641188554,47.46173286017926,33.14787691822044,46.708372021128795,39.174763630624156,73.07600138789506,18.834020976261613,57.2554237678353,97.93690907656038,30.887794401069044,8.28696922955511,61.77558880213809,39.92812446967462,100.19699159371177,79.85624893934924,8.28696922955511,46.708372021128795,94.92346572035852,0.06190876103367369,0.06190148321375078,0.06056384094361705,0.06226507575849391
762,AGY31034@N,66.28585603330599,30.883182924608473,62.51961421323179,47.45464693293497,33.142928016652995,46.70139856892013,39.16891492877172,73.06509130943957,18.83120910037102,57.2468756651279,98.67553568594415,30.883182924608473,8.285732004163249,61.766365849216946,39.16891492877172,100.18203241397383,79.84432658557313,8.285732004163249,46.70139856892013,94.90929386586994,0.06194348231418718,0.06190371070286989,0.06059885557144581,0.06230558739665629
763,AJT47842@N,47.19462986930468,26.219238816280374,63.67529426810948,37.45605545182911,26.968359925316957,41.9507821060486,31.46308657953645,61.42793094099974,11.985937744585314,53.187598741597334,71.1665053584753,35.20869212471936,14.233301071695061,49.44199319641442,33.7104499066462,74.16298979462164,65.92265759521923,7.491211090365821,49.44199319641442,69.66826314040215,0.0609351353816173,0.06327074391098785,0.061673989573303806,0.06499902209750899
