,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11
230,AJD81451@H,45.790008281723225,23.415345144063014,40.066257246507824,34.34250621129242,21.854322134458812,36.94421122729942,23.935686147264413,47.871372294528825,10.406820064028006,37.98489323370222,62.44092038416804,26.537391163271415,10.927161067229406,36.94421122729942,32.261142198486816,69.72569442898764,47.871372294528825,5.203410032014003,39.54591624330642,49.952736307334426,0.04485062167116031,0.04588668918333206,0.04123245814763748,0.04279671754560629,0.04414208102137767,0.04347673683798428,0.04211711212493472,0.04193122759926905,0.04417343568706613,0.04502630667033222,0.044025610309899516
231,AJD81440@H,45.78478647418772,23.41267490157327,40.581969829393664,34.33858985564079,21.85182990813505,36.93999817803782,23.932956566052674,47.86591313210535,10.405633289588119,37.98056150699663,62.43379973752871,26.5343648884497,10.925914954067524,36.93999817803782,32.25746319772317,69.197461375761,47.86591313210535,5.202816644794059,39.54140650043485,49.94703979002297,0.04486079048225975,0.04589862950970124,0.04124341609626339,0.042802521780832894,0.04418137848697434,0.04347791670121401,0.04212954612018405,0.04188142658160964,0.044170167435252344,0.04505083058487235,0.04402171174143016
232,AQN78776@H,44.03089573365311,18.870383885851332,60.28039296869176,35.11988112088998,28.829753158939535,27.257221168451927,23.06380252715163,45.079250393978185,8.911014612763129,39.313299762190276,67.09469826080475,30.402285149427147,11.007723933413278,38.2649451018652,29.353930489102073,57.65950631787907,49.27266903527848,7.338482622275518,40.36165442251535,50.32102369560356,0.04417235867808183,0.044107908751329035,0.04345744964917868,0.04427002347575375,0.04254424130015822,0.04234249785781376,0.043117333451974584,0.04263957701327179,0.044018905013903833,0.042002675189218346,0.04314969945677913
233,AHI48605@H,45.85714094627387,22.928570473136936,40.12499832798964,34.3928557097054,21.886362724357983,36.99837508165278,23.97077822191589,47.94155644383178,10.943181362178992,38.04058283043174,62.5324649267371,26.576297593863266,10.943181362178992,36.99837508165278,32.3084402121475,69.82791916818977,47.94155644383178,5.2110387438947585,39.60389445360016,50.02597194138968,0.044810218902101275,0.045729267044193674,0.04125294708801407,0.04281451917800507,0.044028891677743195,0.0433438782337681,0.04206181629556819,0.041825135203439466,0.04409884466972183,0.04491375134319861,0.04401685597477086
234,AGN70951@H,45.792525286396284,23.416632248725374,40.06845962559675,34.34439396479721,21.85552343214368,36.425872386906136,23.937001854252603,47.87400370850521,10.92776171607184,37.98698120348783,62.444352663267665,26.538849881888755,10.92776171607184,36.946241992433364,32.26291554268829,69.72952714064888,47.87400370850521,5.203696055272305,39.548090020069516,49.95548213061413,0.04484488814380909,0.04588990905598708,0.04121058103632796,0.04278690418067133,0.0441630034732986,0.04346589916923864,0.042128938420818766,0.04192224101459054,0.044185389169367754,0.04501747340197161,0.0440151674066882
235,AGN70973@H,45.792525286396284,23.416632248725374,40.06845962559675,34.34439396479721,21.85552343214368,36.425872386906136,23.937001854252603,47.87400370850521,10.92776171607184,37.98698120348783,62.444352663267665,26.538849881888755,10.92776171607184,36.946241992433364,32.26291554268829,69.72952714064888,47.87400370850521,5.203696055272305,39.548090020069516,49.95548213061413,0.04484488814380909,0.04588990905598708,0.04121058103632796,0.04278690418067133,0.0441630034732986,0.04346589916923864,0.042128938420818766,0.04192224101459054,0.044185389169367754,0.04501747340197161,0.0440151674066882
236,AIZ74417@H,45.27475493252453,23.417976689236827,39.55036063071109,34.346365810880684,21.856778243287707,36.42796373881284,23.93837617121987,47.87675234243974,10.928389121643853,37.989162184761966,62.44793783796487,26.54037358113507,10.928389121643853,36.94836322079588,32.26476788294852,70.25393006771048,47.87675234243974,5.203994819830406,39.55036063071109,49.9583502703719,0.04483610390643717,0.04587481028754037,0.04120860548266981,0.04282066260473284,0.04413596925351482,0.043493358417753064,0.04215576272732624,0.04196517718493746,0.04409035696687805,0.044984179097984286,0.044035532087185164
237,AGN70929@H,45.792525286396284,23.416632248725374,40.06845962559675,34.34439396479721,21.85552343214368,36.425872386906136,23.937001854252603,47.87400370850521,10.92776171607184,37.98698120348783,62.444352663267665,26.538849881888755,10.92776171607184,36.946241992433364,32.26291554268829,69.72952714064888,47.87400370850521,5.203696055272305,39.548090020069516,49.95548213061413,0.04484488814380909,0.04588990905598708,0.04121058103632796,0.04278690418067133,0.0441630034732986,0.04346589916923864,0.042128938420818766,0.04192224101459054,0.044185389169367754,0.04501747340197161,0.0440151674066882
238,AHI48517@H,45.792525286396284,23.416632248725374,40.06845962559675,34.34439396479721,21.85552343214368,36.425872386906136,23.937001854252603,47.87400370850521,10.92776171607184,37.98698120348783,62.444352663267665,26.538849881888755,10.92776171607184,36.946241992433364,32.26291554268829,69.72952714064888,47.87400370850521,5.203696055272305,39.548090020069516,49.95548213061413,0.04484488814380909,0.04588990905598708,0.04121058103632796,0.04278690418067133,0.0441630034732986,0.04346589916923864,0.042128938420818766,0.04192224101459054,0.044185389169367754,0.04501747340197161,0.0440151674066882
239,AGV08444@H,45.792525286396284,23.416632248725374,40.06845962559675,34.34439396479721,21.85552343214368,36.425872386906136,23.937001854252603,47.87400370850521,10.92776171607184,37.98698120348783,62.444352663267665,26.538849881888755,10.92776171607184,36.946241992433364,32.26291554268829,69.72952714064888,47.87400370850521,5.203696055272305,39.548090020069516,49.95548213061413,0.04484488814380909,0.04588990905598708,0.04121058103632796,0.04278690418067133,0.0441630034732986,0.04346589916923864,0.042128938420818766,0.04192224101459054,0.044185389169367754,0.04501747340197161,0.0440151674066882
240,AHB33326@H,45.25424517282805,23.407368192842096,39.532444059022204,34.330806682835075,21.846876979985954,36.411461633309926,23.92753193046081,47.85506386092162,10.923438489992977,37.97195284616606,62.41964851424559,26.528350618554374,10.923438489992977,36.931625370928636,32.25015173236022,70.22210457852628,47.85506386092162,5.201637376187132,40.05260779664092,49.93571881139647,0.044896387030369016,0.04591173400564895,0.04131365343829342,0.04288197115746363,0.04410954992574293,0.04349619597868809,0.04210839361120754,0.04194337804624133,0.044108963194556323,0.045034790114701774,0.0440312458783737
241,AIZ74433@H,45.29648060665841,23.42921410689228,40.089988582904574,34.36284735677535,21.86726649976613,36.445444166276886,23.42921410689228,47.89972661853533,10.933633249883066,38.007391773403036,62.47790428504609,26.553109321144586,10.933633249883066,36.96609336865227,32.28025054727381,70.28764232067685,47.89972661853533,5.206492023753841,39.569339380529186,49.98232342803687,0.04482872077757937,0.045837778000845736,0.041241099344646245,0.04275538975546814,0.04408939966101197,0.04357211069553365,0.042071407151875115,0.04192538734654093,0.04418927129884659,0.04490383710077416,0.043936396491494084
242,AIZ74439@H,44.24059688094089,23.42149246638047,40.07677599802881,33.83104467366068,21.86005963528844,36.433432725480735,23.42149246638047,47.36346254312495,10.40955220728021,37.47438794620876,61.936835633317244,25.503402907836513,10.93002981764422,36.433432725480735,31.74913423220464,69.22352217841339,46.32250732239693,5.204776103640105,39.035820777300785,48.404417763852976,0.045064204800137043,0.04611484745301824,0.04121330271107044,0.04300040826197455,0.0441560933029744,0.04339010894939746,0.04192352234835417,0.041889941164681206,0.04403678809750573,0.04476404082777975,0.04396913171909656
243,AIZ74450@H,45.28030017940703,23.420844920382947,40.07566797487749,34.35057254989499,21.859455259024084,36.432425431706804,23.9413081408359,47.8826162816718,10.929727629512042,37.99381509306567,62.455586454354524,26.543624243100673,10.929727629512042,36.952888652159764,32.26871966808317,70.26253476114884,47.8826162816718,5.204632204529544,39.55520475442453,49.96446916348362,0.044835945707138,0.04586973351640812,0.04124222581587484,0.04282186339930782,0.04414273401676404,0.04347730705424333,0.04214043711428433,0.04191594990593484,0.044141586936013964,0.04495751612747384,0.043991479953602544
244,AGN70962@H,45.792525286396284,23.416632248725374,40.06845962559675,34.34439396479721,21.85552343214368,36.425872386906136,23.937001854252603,47.87400370850521,10.92776171607184,37.98698120348783,62.444352663267665,26.538849881888755,10.92776171607184,36.946241992433364,32.26291554268829,69.72952714064888,47.87400370850521,5.203696055272305,39.548090020069516,49.95548213061413,0.04484488814380909,0.04588990905598708,0.04121058103632796,0.04278690418067133,0.0441630034732986,0.04346589916923864,0.042128938420818766,0.04192224101459054,0.044185389169367754,0.04501747340197161,0.0440151674066882
245,AGV08546@H,45.792525286396284,23.416632248725374,40.06845962559675,34.34439396479721,21.85552343214368,36.425872386906136,23.937001854252603,47.87400370850521,10.92776171607184,37.98698120348783,62.444352663267665,26.538849881888755,10.92776171607184,36.946241992433364,32.26291554268829,69.72952714064888,47.87400370850521,5.203696055272305,39.548090020069516,49.95548213061413,0.04484488814380909,0.04588990905598708,0.04121058103632796,0.04278690418067133,0.0441630034732986,0.04346589916923864,0.042128938420818766,0.04192224101459054,0.044185389169367754,0.04501747340197161,0.0440151674066882
246,AGV08535@H,45.792525286396284,23.416632248725374,40.06845962559675,34.34439396479721,21.85552343214368,36.425872386906136,23.937001854252603,47.87400370850521,10.92776171607184,37.98698120348783,62.444352663267665,26.538849881888755,10.92776171607184,36.946241992433364,32.26291554268829,69.72952714064888,47.87400370850521,5.203696055272305,39.548090020069516,49.95548213061413,0.04484488814380909,0.04588990905598708,0.04121058103632796,0.04278690418067133,0.0441630034732986,0.04346589916923864,0.042128938420818766,0.04192224101459054,0.044185389169367754,0.04501747340197161,0.0440151674066882
247,AGV08467@H,45.77368549078927,23.40699826233542,40.05197480444061,34.330264118091954,21.846531711513062,36.93104170279589,23.92715377927621,47.85430755855242,10.403110338815743,38.49150825361825,62.41866203289446,26.527931363980144,10.923265855756531,36.93104170279589,32.2496420503288,69.70083927006549,47.33415204161163,5.201555169407872,39.53181928749982,49.934929626315565,0.044879146523477076,0.04588529542808112,0.041285294962896284,0.042745103227848726,0.04414651499365484,0.04352892199252541,0.04216434307417964,0.04192175397804307,0.04419546961819654,0.04508843197247111,0.044004207287839034
248,AGV08558@H,45.792525286396284,23.416632248725374,40.06845962559675,34.34439396479721,21.85552343214368,36.425872386906136,23.937001854252603,47.87400370850521,10.92776171607184,37.98698120348783,62.444352663267665,26.538849881888755,10.92776171607184,36.946241992433364,32.26291554268829,69.72952714064888,47.87400370850521,5.203696055272305,39.548090020069516,49.95548213061413,0.04484488814380909,0.04588990905598708,0.04121058103632796,0.04278690418067133,0.0441630034732986,0.04346589916923864,0.042128938420818766,0.04192224101459054,0.044185389169367754,0.04501747340197161,0.0440151674066882
249,AGV08480@H,45.792525286396284,23.416632248725374,40.06845962559675,34.34439396479721,21.85552343214368,36.425872386906136,23.937001854252603,47.87400370850521,10.92776171607184,37.98698120348783,62.444352663267665,26.538849881888755,10.92776171607184,36.946241992433364,32.26291554268829,69.72952714064888,47.87400370850521,5.203696055272305,39.548090020069516,49.95548213061413,0.04484488814380909,0.04588990905598708,0.04121058103632796,0.04278690418067133,0.0441630034732986,0.04346589916923864,0.042128938420818766,0.04192224101459054,0.044185389169367754,0.04501747340197161,0.0440151674066882
250,AGV08573@H,45.792525286396284,23.416632248725374,40.06845962559675,34.34439396479721,21.85552343214368,36.425872386906136,23.937001854252603,47.87400370850521,10.92776171607184,37.98698120348783,62.444352663267665,26.538849881888755,10.92776171607184,36.946241992433364,32.26291554268829,69.72952714064888,47.87400370850521,5.203696055272305,39.548090020069516,49.95548213061413,0.04484488814380909,0.04588990905598708,0.04121058103632796,0.04278690418067133,0.0441630034732986,0.04346589916923864,0.042128938420818766,0.04192224101459054,0.044185389169367754,0.04501747340197161,0.0440151674066882
251,AGV08492@H,45.28051312530479,23.420955064812823,40.07585644423528,34.350734095058804,21.859558060491967,36.432596767486615,23.941420732919774,47.88284146583955,10.929779030245983,37.99399377180747,62.45588017283419,26.54374907345453,10.929779030245983,36.953062435593566,32.268871422631,70.26286519443848,47.88284146583955,5.204656681069516,39.55539077612833,49.96470413826736,0.04483848844897542,0.04587692840735817,0.041231852571051074,0.042784025641247315,0.04412093172514657,0.043459546186901996,0.04209879345702439,0.041929017023200184,0.04414413581920653,0.045040681771354674,0.04400993084158196
252,AGV08455@H,45.79529000129278,23.418046023388353,40.07087875113118,33.826066478227624,21.856842955162463,36.9484726146794,23.938447046130317,47.876894092260635,10.408020454839269,37.98927466016333,62.44812272903561,26.540452159840132,10.928421477581232,36.9484726146794,32.26486341000173,69.73373704742309,47.876894092260635,5.2040102274196345,40.07087875113118,49.958498183228485,0.04492429926119359,0.04588429939740802,0.04121698780856338,0.042874546531009215,0.044190379455493624,0.043429561920528076,0.04206974160545208,0.04199401335893754,0.04411819177773857,0.04499686931303666,0.043900086828675876
253,AHI48594@H,45.85714094627387,22.928570473136936,40.12499832798964,34.3928557097054,21.886362724357983,36.99837508165278,23.97077822191589,47.94155644383178,10.943181362178992,38.04058283043174,62.5324649267371,26.576297593863266,10.943181362178992,36.99837508165278,32.3084402121475,69.82791916818977,47.94155644383178,5.2110387438947585,39.60389445360016,50.02597194138968,0.044810218902101275,0.045729267044193674,0.04125294708801407,0.04281451917800507,0.044028891677743195,0.0433438782337681,0.04206181629556819,0.041825135203439466,0.04409884466972183,0.04491375134319861,0.04401685597477086
254,AHI48550@H,45.86635634135639,22.933178170678197,40.133061798686846,34.3997672560173,21.890760981101916,37.52701882474614,23.45438676546634,47.95119072050896,10.945380490550958,38.048227419534285,62.5450313745769,26.581638334195183,10.945380490550958,37.005810229958,32.31493287686473,69.84195170161088,47.95119072050896,5.212085947881408,39.611853203898704,50.03602509966152,0.04477160511281521,0.045731674068450516,0.041236672303173814,0.042808181393150055,0.04403137967044033,0.043285244989188745,0.04206162141871771,0.04184757084789791,0.04408224284262955,0.044897294318312346,0.044037918247082954
255,AHI48583@H,45.83136485212858,22.91568242606429,40.10244424561251,34.37352363909644,21.874060497606823,36.9775784602401,23.95730435452176,47.91460870904352,10.937030248803412,38.01920038869758,62.49731570744807,26.56135917566543,10.937030248803412,37.49838942446884,32.2902797821815,69.26785824242161,47.91460870904352,5.208109642287339,39.58163328138377,49.99785256595845,0.04485439653329466,0.04581629440804113,0.041279461494559334,0.04288781411087989,0.04404843401341093,0.04333410681238509,0.041903068746366484,0.04186748110740303,0.04417249021369046,0.04502162740102171,0.044003860930213454
256,ASU45696@H,45.25509304928542,23.40780674963039,40.05335821603422,34.3314498994579,21.84728629965503,36.9323173160835,23.92798023295551,47.85596046591102,10.403469666502394,37.97266428273374,62.42081799901437,26.528847649581106,10.923643149827514,37.45249079940862,32.25075596615742,70.22342024889116,47.85596046591102,5.201734833251197,39.5331847327091,49.416480915886375,0.04488832154259206,0.045878693990422235,0.04127447299767804,0.042774803045540384,0.04418018146172154,0.043492476605329476,0.04212363722496541,0.04193329949538863,0.04423221371291523,0.04503009082816015,0.04401832577016712
257,ASU45708@H,45.25509304928542,23.40780674963039,40.05335821603422,34.3314498994579,21.84728629965503,36.9323173160835,23.92798023295551,47.85596046591102,10.403469666502394,37.97266428273374,62.42081799901437,26.528847649581106,10.923643149827514,37.45249079940862,32.25075596615742,70.22342024889116,47.85596046591102,5.201734833251197,39.5331847327091,49.416480915886375,0.04488832154259206,0.045878693990422235,0.04127447299767804,0.042774803045540384,0.04418018146172154,0.043492476605329476,0.04212363722496541,0.04193329949538863,0.04423221371291523,0.04503009082816015,0.04401832577016712
258,AHI48528@H,44.76134119421732,23.421632020229996,40.077014790171326,34.35172696300399,21.860189885547996,36.954130520807325,23.94211273179066,47.88422546358132,10.40961423121333,37.99509194392866,62.45768538727999,26.544516289593993,10.930094942773998,36.954130520807325,32.790284828321994,69.74441534912931,47.88422546358132,5.204807115606665,39.55653407861066,50.48662902138466,0.044848798485976435,0.045865980958425444,0.04123730845406059,0.042761710868200846,0.04413280609961668,0.04346356384778566,0.0420968930734319,0.04193433538339546,0.04410355448722201,0.045026858295163154,0.044047478486055294
259,AHI48561@H,45.79529000129278,23.418046023388353,40.07087875113118,33.826066478227624,21.856842955162463,36.9484726146794,23.938447046130317,47.876894092260635,10.408020454839269,37.98927466016333,62.44812272903561,26.540452159840132,10.928421477581232,36.9484726146794,32.26486341000173,69.73373704742309,47.876894092260635,5.2040102274196345,40.07087875113118,49.958498183228485,0.04492429926119359,0.04588429939740802,0.04121698780856338,0.042874546531009215,0.044190379455493624,0.043429561920528076,0.04206974160545208,0.04199401335893754,0.04411819177773857,0.04499686931303666,0.043900086828675876
260,AHI48572@H,45.790008281723225,23.415345144063014,40.066257246507824,34.34250621129242,21.854322134458812,36.94421122729942,23.935686147264413,47.871372294528825,10.406820064028006,37.98489323370222,62.44092038416804,26.537391163271415,10.927161067229406,36.94421122729942,32.261142198486816,69.72569442898764,47.871372294528825,5.203410032014003,39.54591624330642,49.952736307334426,0.04485062167116031,0.04588668918333206,0.04123245814763748,0.04279671754560629,0.04414208102137767,0.04347673683798428,0.04211711212493472,0.04193122759926905,0.04417343568706613,0.04502630667033222,0.044025610309899516
261,AHI48539@H,45.79529000129278,23.418046023388353,40.07087875113118,33.826066478227624,21.856842955162463,36.9484726146794,23.938447046130317,47.876894092260635,10.408020454839269,37.98927466016333,62.44812272903561,26.540452159840132,10.928421477581232,36.9484726146794,32.26486341000173,69.73373704742309,47.876894092260635,5.2040102274196345,40.07087875113118,49.958498183228485,0.04492429926119359,0.04588429939740802,0.04121698780856338,0.042874546531009215,0.044190379455493624,0.043429561920528076,0.04206974160545208,0.04199401335893754,0.04411819177773857,0.04499686931303666,0.043900086828675876
262,AHC74088@H,45.763461529670764,23.40177010039982,40.043028838461915,34.32259614725307,21.8416520937065,36.92279282507527,23.92180943596426,47.84361887192852,10.40078671128881,37.96287149620415,62.404720267732856,26.522006113786464,10.92082604685325,37.44283216063971,32.24243880499531,69.16523163007058,47.84361887192852,5.200393355644405,39.522989502897474,49.92377621418628,0.04491999721886061,0.0459232347784605,0.041295512413628575,0.042737888299183874,0.044238720400446754,0.043533207680873126,0.04210909900300264,0.041930198983521245,0.044153535391409766,0.04505527202459165,0.04406399824158084
263,AHC74098@H,45.763461529670764,23.40177010039982,40.043028838461915,34.32259614725307,21.8416520937065,36.92279282507527,23.92180943596426,47.84361887192852,10.40078671128881,37.96287149620415,62.404720267732856,26.522006113786464,10.92082604685325,37.44283216063971,32.24243880499531,69.16523163007058,47.84361887192852,5.200393355644405,39.522989502897474,49.92377621418628,0.04491999721886061,0.0459232347784605,0.041295512413628575,0.042737888299183874,0.044238720400446754,0.043533207680873126,0.04210909900300264,0.041930198983521245,0.044153535391409766,0.04505527202459165,0.04406399824158084
264,AKM76229@H,45.275163471939095,23.418188002727117,40.07112169355529,34.34667573733311,21.856975469211974,36.948696626525006,23.938592180565497,47.87718436113099,10.408083556767608,38.509909160040145,62.448501340605645,26.5406130697574,10.928487734605987,36.948696626525006,32.78546320381796,70.25456400818135,47.356780183292614,5.204041778383804,39.55071751571691,49.43839689464613,0.04483506936102304,0.045878300971862324,0.04125065279161754,0.04280245486763602,0.044164683641531276,0.04348146795839978,0.042130654738694505,0.04191996635172442,0.04418129363488632,0.044965584426502635,0.04398569341774192
265,AHE78108@H,45.85714094627387,22.928570473136936,40.12499832798964,34.3928557097054,21.886362724357983,36.99837508165278,23.97077822191589,47.94155644383178,10.943181362178992,38.04058283043174,62.5324649267371,26.576297593863266,10.943181362178992,36.99837508165278,32.3084402121475,69.82791916818977,47.94155644383178,5.2110387438947585,39.60389445360016,50.02597194138968,0.044810218902101275,0.045729267044193674,0.04125294708801407,0.04281451917800507,0.044028891677743195,0.0433438782337681,0.04206181629556819,0.041825135203439466,0.04409884466972183,0.04491375134319861,0.04401685597477086
266,AHN10812@H,45.85714094627387,22.928570473136936,40.12499832798964,34.3928557097054,21.886362724357983,36.99837508165278,23.97077822191589,47.94155644383178,10.943181362178992,38.04058283043174,62.5324649267371,26.576297593863266,10.943181362178992,36.99837508165278,32.3084402121475,69.82791916818977,47.94155644383178,5.2110387438947585,39.60389445360016,50.02597194138968,0.044810218902101275,0.045729267044193674,0.04125294708801407,0.04281451917800507,0.044028891677743195,0.0433438782337681,0.04206181629556819,0.041825135203439466,0.04409884466972183,0.04491375134319861,0.04401685597477086
267,AIY60578@H,45.275163471939095,23.418188002727117,40.07112169355529,34.34667573733311,21.856975469211974,36.948696626525006,23.938592180565497,47.87718436113099,10.408083556767608,38.509909160040145,62.448501340605645,26.5406130697574,10.928487734605987,36.948696626525006,32.78546320381796,70.25456400818135,47.356780183292614,5.204041778383804,39.55071751571691,49.43839689464613,0.04483506936102304,0.045878300971862324,0.04125065279161754,0.04280245486763602,0.044164683641531276,0.04348146795839978,0.042130654738694505,0.04191996635172442,0.04418129363488632,0.044965584426502635,0.04398569341774192
268,ASU45730@H,45.275163471939095,23.418188002727117,40.07112169355529,34.34667573733311,21.856975469211974,36.948696626525006,23.938592180565497,47.87718436113099,10.408083556767608,38.509909160040145,62.448501340605645,26.5406130697574,10.928487734605987,36.948696626525006,32.78546320381796,70.25456400818135,47.356780183292614,5.204041778383804,39.55071751571691,49.43839689464613,0.04483506936102304,0.045878300971862324,0.04125065279161754,0.04280245486763602,0.044164683641531276,0.04348146795839978,0.042130654738694505,0.04191996635172442,0.04418129363488632,0.044965584426502635,0.04398569341774192
269,AKM76239@H,44.74100199879912,23.410989417976285,40.05880411520386,34.33611781303188,21.8502567901112,36.93733885947369,23.931233627264646,47.86246725452929,10.404884185767237,38.49807148733878,62.94954932389179,26.532454673706454,10.9251283950556,37.457583068762055,32.25514097587843,70.23296825392886,47.86246725452929,5.202442092883619,39.538559905915506,48.902955673106014,0.0448987615309009,0.0459033770382477,0.041234731660202466,0.04279926198177021,0.044168940645399626,0.04353070549032719,0.042096935460517675,0.04197302901488896,0.044205382846094175,0.04497779431064467,0.043966870732644485
270,ALX27232@H,45.795793575908434,23.418303533134996,40.07131937891988,34.34684518193133,21.857083297592663,36.948878907835216,23.418303533134996,47.87742055663155,10.408134903615554,37.98969239819677,62.44880942169332,26.54074400421966,10.928541648796331,36.948878907835216,32.265218201208214,69.73450385422422,47.87742055663155,5.204067451807777,40.07131937891988,49.95904753735466,0.044927321358585244,0.045888436330119,0.041210387056496454,0.042862459603107465,0.04419862125110156,0.04343043448852043,0.04208299597813643,0.041982994588562327,0.04411665990079609,0.04499443605915689,0.04389850820464042
271,AIY60558@H,45.259481724188085,23.41007675389039,40.057242445545775,34.334779239039236,21.849404970297698,36.93589887836039,23.93030068175462,47.86060136350924,10.404478557284618,37.97634673408886,62.4268713437077,26.531420321075775,10.924702485148849,37.45612280622462,32.25388352758232,70.23023026167117,47.86060136350924,5.202239278642309,39.537018517681545,49.421273147101935,0.044875519488550314,0.04590919134548322,0.04127756751441292,0.04286126804646571,0.04415803999161989,0.0434963372210953,0.04213833259460464,0.041894485727804257,0.044190335331478175,0.04497072390682937,0.044004270967425305
272,AIY60518@H,45.259481724188085,23.41007675389039,40.057242445545775,34.334779239039236,21.849404970297698,36.93589887836039,23.93030068175462,47.86060136350924,10.404478557284618,37.97634673408886,62.4268713437077,26.531420321075775,10.924702485148849,37.45612280622462,32.25388352758232,70.23023026167117,47.86060136350924,5.202239278642309,39.537018517681545,49.421273147101935,0.044875519488550314,0.04590919134548322,0.04127756751441292,0.04286126804646571,0.04415803999161989,0.0434963372210953,0.04213833259460464,0.041894485727804257,0.044190335331478175,0.04497072390682937,0.044004270967425305
273,AID55068@H,45.731980615187084,23.90535350339325,40.0154830382887,34.298985461390316,21.826627111793837,36.37771185298973,23.90535350339325,47.8107070067865,10.393631957997064,37.93675664668929,62.36179174798239,26.503761492892515,10.913313555896918,36.89739345088958,32.2202590697909,69.63733411858033,47.8107070067865,5.196815978998532,39.495801440388846,49.88943339838591,0.04494339097685319,0.04605407962808183,0.041228330269054994,0.04291357561123733,0.04427729995941983,0.04357398187749183,0.04221270350979913,0.04193967387991752,0.04423292496796389,0.04499714035147619,0.04394530106885113
274,AIY60528@H,45.281091092514636,23.42125401336964,40.596840289840706,33.830700241533926,21.859837079144995,36.95353410998321,23.941726324777854,47.88345264955571,10.409446228164285,37.994478732799635,62.45667736898571,26.544087881818925,10.929918539572498,37.47400642139142,32.26928330730928,70.26376204010892,47.88345264955571,5.204723114082142,39.55589566702428,49.44486958378035,0.044847903255660085,0.045931948037633605,0.04124222398472633,0.042822544064875366,0.044130157335847874,0.04346756776024632,0.04209421950896132,0.041831596951641306,0.044191915030523006,0.04494282447713508,0.044024788184535486
275,AIY60538@H,45.259481724188085,23.41007675389039,40.057242445545775,34.334779239039236,21.849404970297698,36.93589887836039,23.93030068175462,47.86060136350924,10.404478557284618,37.97634673408886,62.4268713437077,26.531420321075775,10.924702485148849,37.45612280622462,32.25388352758232,70.23023026167117,47.86060136350924,5.202239278642309,39.537018517681545,49.421273147101935,0.044875519488550314,0.04590919134548322,0.04127756751441292,0.04286126804646571,0.04415803999161989,0.0434963372210953,0.04213833259460464,0.041894485727804257,0.044190335331478175,0.04497072390682937,0.044004270967425305
276,ASU45741@H,45.259481724188085,23.41007675389039,40.057242445545775,34.334779239039236,21.849404970297698,36.93589887836039,23.93030068175462,47.86060136350924,10.404478557284618,37.97634673408886,62.4268713437077,26.531420321075775,10.924702485148849,37.45612280622462,32.25388352758232,70.23023026167117,47.86060136350924,5.202239278642309,39.537018517681545,49.421273147101935,0.044875519488550314,0.04590919134548322,0.04127756751441292,0.04286126804646571,0.04415803999161989,0.0434963372210953,0.04213833259460464,0.041894485727804257,0.044190335331478175,0.04497072390682937,0.044004270967425305
277,ASU45752@H,45.259481724188085,23.41007675389039,40.057242445545775,34.334779239039236,21.849404970297698,36.93589887836039,23.93030068175462,47.86060136350924,10.404478557284618,37.97634673408886,62.4268713437077,26.531420321075775,10.924702485148849,37.45612280622462,32.25388352758232,70.23023026167117,47.86060136350924,5.202239278642309,39.537018517681545,49.421273147101935,0.044875519488550314,0.04590919134548322,0.04127756751441292,0.04286126804646571,0.04415803999161989,0.0434963372210953,0.04213833259460464,0.041894485727804257,0.044190335331478175,0.04497072390682937,0.044004270967425305
278,ASU45719@H,45.259481724188085,23.41007675389039,40.057242445545775,34.334779239039236,21.849404970297698,36.93589887836039,23.93030068175462,47.86060136350924,10.404478557284618,37.97634673408886,62.4268713437077,26.531420321075775,10.924702485148849,37.45612280622462,32.25388352758232,70.23023026167117,47.86060136350924,5.202239278642309,39.537018517681545,49.421273147101935,0.044875519488550314,0.04590919134548322,0.04127756751441292,0.04286126804646571,0.04415803999161989,0.0434963372210953,0.04213833259460464,0.041894485727804257,0.044190335331478175,0.04497072390682937,0.044004270967425305
279,AID55069@H,45.731980615187084,23.90535350339325,40.0154830382887,34.298985461390316,21.826627111793837,36.37771185298973,23.90535350339325,47.8107070067865,10.393631957997064,37.93675664668929,62.36179174798239,26.503761492892515,10.913313555896918,36.89739345088958,32.2202590697909,69.63733411858033,47.8107070067865,5.196815978998532,39.495801440388846,49.88943339838591,0.04494339097685319,0.04605407962808183,0.041228330269054994,0.04291357561123733,0.04427729995941983,0.04357398187749183,0.04221270350979913,0.04193967387991752,0.04423292496796389,0.04499714035147619,0.04394530106885113
280,ASU45763@H,45.259481724188085,23.41007675389039,40.057242445545775,34.334779239039236,21.849404970297698,36.93589887836039,23.93030068175462,47.86060136350924,10.404478557284618,37.97634673408886,62.4268713437077,26.531420321075775,10.924702485148849,37.45612280622462,32.25388352758232,70.23023026167117,47.86060136350924,5.202239278642309,39.537018517681545,49.421273147101935,0.044875519488550314,0.04590919134548322,0.04127756751441292,0.04286126804646571,0.04415803999161989,0.0434963372210953,0.04213833259460464,0.041894485727804257,0.044190335331478175,0.04497072390682937,0.044004270967425305
