,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5
697,AZF86118@N,79.26848937869711,32.97007965308641,62.43270402392959,45.59691866916206,31.567097540189117,39.98499021757288,30.86560648374047,70.1491056448647,16.13429429831888,52.61182923364853,81.37296254804306,27.358151201497236,11.223856903178353,53.313320290097174,37.88051704822694,70.85059670131335,72.95506987065929,12.626839016075646,42.08946338691882,91.89532839477276,0.06237764951537745,0.060200088456313194,0.05930856316473833,0.059460460982837006,0.05716218143208696
698,APY26736@N,50.35109214993737,23.402620295041313,57.44279526964686,34.74934528657649,26.23930154292511,41.841048406285985,26.23930154292511,61.697817141472555,9.928384367593285,54.60611402176306,63.11615776541445,33.3310046626346,13.47423592744803,46.096070278111675,29.78515310277985,79.42707494074628,60.279476517530654,6.38253280773854,43.96855934219883,63.8253280773854,0.05700297897764861,0.05844951355897172,0.05831959606495597,0.05991291815666647,0.05714468127080838
699,APY26754@N,50.8485743922814,24.718056996247903,59.32333679099497,33.89904959485427,26.130517396033497,40.96135159378224,27.542977795819095,60.735797190780566,10.593452998391959,55.79218579153098,64.97317839013735,31.780358995175877,13.418373797963147,45.19873279313902,29.661668395497486,76.2728615884221,57.20464619131658,6.356071799035175,43.78627239335343,63.560717990351755,0.057760909981591974,0.058341013745714765,0.05893594732092472,0.06097820940403029,0.057753719654940965
700,APY26763@N,51.5276110372536,24.705018990464055,57.88033020623007,35.292884272091506,26.116734361347714,41.645603441067976,26.822592046789545,59.29204557711373,10.587865281627451,54.35104177902092,63.52719168976471,32.46945353032419,13.411296023394772,46.586607239160784,29.646022788556866,76.93848771315949,57.88033020623007,6.3527191689764715,43.76317649739347,63.52719168976471,0.05776692115160913,0.05856704374471435,0.05904432009435041,0.060964609806364076,0.057799419761132016
701,APW85767@N,49.51087090291688,24.048137295702485,55.87655430472048,35.36490778779777,26.17003176297035,41.02329303384541,26.877329918726307,60.827641395012165,9.902174180583376,53.04736168169666,65.0714303295479,33.95031147628586,13.438664959363154,45.26708196838115,28.99922438599417,80.63198975617892,58.7057469277443,6.365683401803599,43.852485656869234,65.0714303295479,0.05743017753875551,0.05891320029745491,0.05794160511630139,0.06044801022200745,0.05796885106952533
702,AQD20710@N,50.956189881547516,24.062645221841883,58.033438476206896,33.97079325436501,26.185819800239695,41.048041849024386,25.478094940773758,62.27978763300252,9.908148032523128,52.37163960047939,64.40296221140034,33.26306839489907,14.154497189318755,47.417565584217826,29.724444097569386,77.14200968178721,60.15661305460471,6.3695237351934395,43.87894128688814,63.695237351934395,0.05768450794340505,0.05853663116826491,0.058057467649919293,0.06030337412138895,0.05769315965108406
703,QDA76273@N,41.48010387492995,27.41905171393675,56.24420864397282,37.26178822663199,27.41905171393675,34.44957779443335,28.12210432198641,59.05641907617146,14.061052160993205,51.3228403876252,64.68083994056875,37.96484083468165,12.654946944893885,50.61978777957554,30.93431475418505,75.22662906131364,63.97778733251908,5.6244208643972815,38.66789344273131,66.08694515666807,0.05910304594504869,0.061539763777534215,0.05745097014855296,0.05978624870282027,0.05906736337638366
704,AZA07860@N,50.22180383197092,24.049877891366354,58.00264667917767,35.36746748730346,26.17192594060456,39.61156358577988,25.464576590858492,61.53939342790802,10.610240246191038,53.05120123095519,62.95409212740016,31.830720738573113,15.561685694413523,45.9777077334945,26.87927529035063,79.22312717155975,59.417345378669815,6.366144147714623,43.14831033451022,62.24674277765409,0.05722388879684725,0.05881599714837017,0.058425178384944126,0.06032103919421241,0.057864546729556834
705,QDA76282@N,41.47643495341741,27.416626494631846,56.23923383514225,37.25849241578174,27.416626494631846,34.446530724024626,28.119616917571125,59.05119552689936,14.059808458785563,52.02129129750658,63.97212848747431,37.96148283872102,13.356818035846285,50.61531045162803,30.931578609328238,75.21997525450276,63.97212848747431,5.623923383514224,38.6644732616603,65.37810933335287,0.059158677091759426,0.06151089501528574,0.057476986409879444,0.059783955676745805,0.05907906286705143
706,YP_009199609@N,77.2316027364972,33.30170026252631,62.3521196404748,50.30682380083762,31.1760598202374,38.97007477529675,31.884606634333704,58.809385569993275,12.753842653733482,51.01537061493393,85.02561769155655,26.92477893565957,16.296576724215004,54.55810468541545,37.55298114710414,75.81450910830459,86.44271131974915,12.045295839637177,45.346996102163494,94.94527308890481,0.06000679870956778,0.059859521756810564,0.058172016651046946,0.057109088705613514,0.05630576008065669
707,AMZ01557@N,66.0280799584137,29.109153530053348,58.218307060106696,44.72869932666734,30.52911223883644,44.0187199722758,37.62890578275189,70.9979354391545,17.749483859788626,54.66841028814897,93.00729542529241,29.109153530053348,7.8097728983069965,57.50832770571515,35.49896771957725,90.87735736211778,75.96779091989532,7.8097728983069965,44.72869932666734,87.32746059016004,0.05892647597477843,0.0583399721063603,0.056996372650679014,0.05891685281173375,0.05684097206490347
708,ARO76382@N,63.32908565404388,26.738947276151862,50.663268523235104,46.44132947963218,26.035290768884707,43.62670345056356,28.849916797953323,55.58886407410518,10.554847609007313,49.95961201596795,73.88393326305119,37.99745139242633,11.962160623541623,49.95961201596795,35.88648187062486,68.25468120491396,76.69855929211981,8.443878087205851,35.182825363357715,69.66199421944827,0.06143066737728772,0.06130725774056403,0.05599397837787488,0.0578327105560272,0.05977887868109199
709,AQY03959@N,50.9626150386272,24.06567932379618,58.748570113973024,34.68289079017685,26.189121617072313,41.76103176776396,26.189121617072313,60.87201240724916,9.909397368621956,53.79387142966205,65.11889699380143,33.26726259465942,13.448467857415512,46.00791635431622,29.020378008107155,76.44392255794081,58.748570113973024,6.3703268798284,43.88447406104009,65.11889699380143,0.05756366783990243,0.05823176899049109,0.0585263402797251,0.060335879899154635,0.05752824523201558
710,AQY55839@N,49.36648845075606,24.68324422537803,55.713608394424696,34.55654191552924,25.388479774674543,40.903661859197875,28.209421971860603,60.6502572395003,9.873297690151212,52.89266619723863,62.765963887389844,33.85130636623273,13.399475436633788,45.840310704273485,28.91465752115712,78.9863815212097,59.23978614090727,7.052355492965151,43.72460405638394,64.88167053527938,0.05791073606275878,0.05922442203684625,0.05825746895039153,0.06094889984407473,0.05842292380941366
711,AMB66488@N,59.35310720449593,33.209476650134626,83.37698393012523,54.407014937454605,34.62264586928929,34.62264586928929,34.62264586928929,66.41895330026925,13.425107581969318,62.17944564280526,93.2691684642079,32.50289204055729,10.598769143659988,48.04775345125861,36.74239969802129,81.96381471097057,90.44283002589856,16.251446020278646,48.04775345125861,89.73624541632122,0.05994618486766641,0.05920731875133356,0.05839243425933332,0.05767185025641541,0.05819760228791881
712,AFP36389@N,62.49493284092839,29.827127037715822,58.23391469268327,46.161029939322106,31.247466420464196,43.32035117382536,36.2186542600835,69.59662975467025,17.754242284354657,55.39323592718653,92.32205987864421,28.40678765496745,7.811866605116049,58.23391469268327,37.63899364283187,93.74239926139259,74.56781759428955,7.811866605116049,44.03052086519955,89.48138111314746,0.05864122223557993,0.05870307023627699,0.057318374187616,0.058677879833541134,0.056489762132799645
713,AGZ20168@N,50.88210872801259,24.027662454894834,57.94906827356989,33.92140581867506,26.147750318562025,42.401757273343826,27.561142227673486,60.77585209179282,10.600439318335956,55.828980409902705,64.30933186457148,32.5080139095636,13.427223136558878,45.93523704612248,29.681230091340677,74.90977118290742,58.655764228125626,6.360263591001574,43.815149182455286,63.60263591001574,0.05735403292290084,0.05859830469466762,0.05877761696331054,0.06098862619148659,0.05758546467190397
714,AGX27799@N,62.44123578452329,27.361889838161893,66.65075729808666,48.40949740597873,30.869824432798033,44.19997589241537,34.37775902743417,61.03806194666884,13.330151459617333,54.72377967632379,75.06980032521341,43.49838897348814,21.74919448674407,51.21584508168765,35.780932865288634,88.39995178483073,56.12695351417825,5.612695351417824,53.32060583846933,58.93330118988715,0.05997431187151555,0.06140374523222152,0.05891747882986277,0.05827364643819341,0.05984389870097879
715,AGX27810@N,63.205302316394665,26.686683200255526,66.01442686378998,47.75511730572041,30.900370021348504,44.243711621476265,34.41177570559265,62.50302117954583,14.045622736976592,53.37336640051105,76.54864391652242,44.243711621476265,21.770715242313717,50.56424185311573,35.81633797929031,86.38057983240604,57.58705322160403,6.3205302316394665,52.67108526366222,58.99161549530169,0.06010769327188009,0.06121046388002365,0.058840581037673,0.05798203184150371,0.05957809312009002
716,AFU35748@N,63.99327231287161,29.152490720308176,58.30498144061635,44.795290619010125,31.285599797403897,44.08425425997822,36.973890669659156,69.68156318512686,17.77590897579767,54.03876328642492,93.14576303317979,29.152490720308176,7.821399949350974,58.30498144061635,36.973890669659156,93.14576303317979,76.08089041641402,7.821399949350974,44.08425425997822,88.87954487898834,0.05856967905322503,0.058354232961079056,0.05717803773373295,0.05867126608149428,0.05619042513856194
717,AFU35749@N,62.54563344525002,29.140579218809666,58.28115843761933,45.48773341472729,31.27281672262501,44.06624174551706,37.669529234071035,69.65309179130115,17.768645865127848,54.727429264593766,92.3969584986648,28.429833384204553,7.818204180656252,58.28115843761933,37.669529234071035,93.81845016787503,74.62831263353695,7.818204180656252,44.06624174551706,89.55397516024435,0.05852933862429861,0.05845468261056913,0.0571618101616848,0.05882933523913144,0.05627899875920219
718,AFU35751@N,62.57419211533035,29.153884962824367,58.307769925648735,45.50850335660389,31.287096057665174,44.08636262671002,36.97565897724066,69.6848957647997,17.776759123673397,54.752418100914056,92.43914744310166,28.442814597877433,8.53284437936323,58.307769925648735,37.6867293421876,93.86128817299553,74.66238831942826,7.8217740144162935,44.08636262671002,89.59486598331391,0.05845625017954182,0.05841019387370712,0.05702131975017316,0.05884803236222022,0.05619383888742202
719,AFU35752@N,63.26037685727644,29.142420799419483,58.284841598838966,45.49060807714261,31.274793053035545,44.0690265747319,36.25032831147302,69.65749361812462,17.76976878013383,54.7308878428122,92.40279765669592,29.142420799419483,7.818698263258886,58.284841598838966,37.67190981388372,94.53516991031199,74.6330288765621,7.818698263258886,44.0690265747319,88.84884390066917,0.05844503592559158,0.05830569451895369,0.0572990896330536,0.05891458825183941,0.056244840465208445
720,AFU35753@N,62.44129788048422,29.80152853386747,58.89349686454762,46.12141320717585,31.22064894024211,43.283172394426565,36.897130565740675,69.53689991235743,17.739005079683018,55.345695848611015,92.2428264143517,29.09196833068015,7.805162235060528,57.474376458172976,36.18757036255336,93.66194682072633,74.50382133466867,7.805162235060528,43.99273259761389,89.4045856016024,0.05871994133973482,0.058699526881377875,0.057565543853201714,0.05887060887904911,0.05658417585931583
721,AFU35754@N,61.84419676582711,29.144966291941508,58.289932583883015,45.494581528884304,31.277524801107962,44.07287585610667,36.9643474922185,69.6635779661041,17.771320909720433,54.73566840193893,93.83257440332387,29.144966291941508,7.8193812002769905,56.86822691110538,36.9643474922185,95.25428007610152,74.63954782082581,7.8193812002769905,44.07287585610667,89.56745738499097,0.05857064143371937,0.058454052525338196,0.05708560072769405,0.058805158916070896,0.0562317100083603
722,AGG55750@N,62.532763298932515,29.13458290063901,58.26916580127802,45.47837330831455,31.266381649466258,44.05717414242972,36.95117831300558,69.63875912835667,17.764989573560374,54.71616788656595,92.37794578251395,29.13458290063901,7.816595412366564,58.26916580127802,37.66177789594799,93.79914494839878,74.61295620895356,7.816595412366564,44.05717414242972,89.53554745074428,0.05855083056036361,0.05847662507692047,0.05721447456953868,0.05883917817164306,0.0563193086791193
723,AJT47869@N,43.74666125923543,24.695695872149034,59.97526140379051,35.27956553164148,25.401287182781864,39.51311339543845,29.634835046578843,57.858487471892026,11.289460970125273,50.0969830549309,67.0311745101188,33.16279159974299,13.406234902023762,46.56902650176675,31.751608978477332,70.55913106328296,62.092035335689005,7.055913106328296,46.56902650176675,65.61999188885315,0.057371194145795563,0.05958600653350182,0.05807404076825403,0.0611994374756253,0.0581780104439938
724,AJP16721@N,43.00428643049403,25.379578877012868,59.924005681835936,35.24941510696232,25.379578877012868,38.77435661765855,29.609508689848344,57.8090407754182,11.279812834227942,50.05416945188649,66.9738887032284,33.13445020054458,12.689789438506434,46.52922794119026,31.724473596266083,70.49883021392463,62.74395889039292,7.049883021392463,46.52922794119026,66.26890040108916,0.05757816672923939,0.059713875303954396,0.05831228568087798,0.061202663895976825,0.058204706250705215
725,AIA62206@N,61.73807904640681,33.352755346909426,79.47890635859267,44.70688482670838,30.514222976959687,39.029820086808904,34.06238843939686,64.57661141635654,12.773395664773822,60.31881286143194,87.28487037595445,29.094956791984817,16.321561127210995,53.93211502904503,34.77202153188429,80.89817254356754,75.9307408961555,7.805964017361781,36.9009208093466,92.96193511585393,0.06062978917693498,0.058025896604207164,0.05694624201969125,0.057402771588372314,0.05736220812335963
726,AIA62212@N,72.216085495329,31.860037718527497,75.04808884808699,45.312053644128,27.6120326893905,47.436056158696495,29.028034365769496,69.38408214257099,9.2040108964635,45.312053644128,84.96010058274,25.488030174821997,17.7000209547375,54.51606454059149,41.7720494531805,84.25209974455049,62.304073760676,11.328013411032,41.064048614990995,99.8281181847195,0.06073592168262584,0.05852337586617878,0.057584610218225266,0.05808686558465764,0.05706838845881257
727,AIA62227@N,77.91928975540864,34.39680358572093,73.70743625511628,45.62841291983389,27.377047751900335,41.41655941954153,30.184950085428575,68.79360717144186,10.529633750730898,47.734339669980066,80.72719208893689,29.482974502046513,18.251365167933557,50.542242003508306,40.01260825277741,86.34299675599335,55.45607108718273,11.231609334112958,42.82051058630565,94.76670375657808,0.061859939158733245,0.06033429006102657,0.058544087728807495,0.05939474395249761,0.05789135571687533
728,AIA62259@N,57.978411616421994,26.54433302920525,53.78720113812643,27.941403188637107,29.338473348068963,32.8311487466486,31.434078587216746,55.18427129755828,11.176561275454842,49.59599065983087,69.85350797159276,31.434078587216746,14.669236674034481,41.91210478295566,30.03700842778489,67.05936765272905,53.78720113812643,13.970701594318554,32.8311487466486,59.37548177585385,0.06238807170378025,0.06295218206180377,0.05966782655210776,0.059849805686934314,0.05660703427944622
729,AIA62277@N,63.82803871360407,26.653466715570932,51.90411939348024,46.292863242833725,25.95205969674012,44.8900492051721,26.653466715570932,54.00834044997268,11.222512301293024,52.60552641231105,75.0505510148971,37.87597901686396,11.923919320123838,52.60552641231105,36.47316497920233,65.93225977009652,72.94632995840466,8.416884225969769,37.87597901686396,63.82803871360407,0.06127634934702449,0.061905371905452526,0.05646206980627494,0.05883775589412466,0.06011143421630933
730,AIA62352@N,64.57612295132121,30.18231833594361,58.25889353217023,47.02826345367958,30.884232715849276,40.71103403452859,34.393804615377604,68.08569485084953,11.932544458396311,49.13400659339658,85.63355434849117,37.90337651490593,14.038287598113307,51.23974973311357,41.412948414434254,91.24886938773649,64.57612295132121,5.615315039245323,56.855064772358894,65.27803733122688,0.06132530519839889,0.06193083326408621,0.05706318698163284,0.05802853183441535,0.05973776281580141
731,ALE71331@N,49.48868632884607,25.451324397692265,57.97246112807683,31.814155497115333,26.158305630961497,41.00491152961532,28.279249330769183,59.38642359461529,11.311699732307673,54.437554961730676,66.45623592730759,30.400193030576872,12.725662198846132,43.832836462692235,30.400193030576872,76.3539731930768,61.50736729442298,6.362831099423066,44.53981769596147,63.62831099423067,0.057423952756577745,0.05915158024978818,0.05812342563079115,0.06024752970156061,0.058072278392052805
732,AKQ63083@N,55.83712882935301,30.066146292728543,60.84815321147443,35.79303130086731,24.339261284589774,46.53094069112751,27.918564414676506,43.66749818705812,13.60135189432958,54.40540757731832,85.1874144960642,22.191679406537734,13.60135189432958,36.50889192688466,28.634425040693852,67.29089884563055,84.47155387004686,5.726885008138771,35.07717067484997,57.98471070740505,0.059233796086541224,0.05694282693154981,0.05558424058520425,0.05543901776828159,0.05693949261107673
733,ATJ01093@N,50.14608830306582,24.71990268460991,56.50263470767979,34.607863758453874,26.132468552301905,40.964410163067846,26.132468552301905,62.15289817844777,9.887961073843964,51.55865417075781,64.27174697998576,33.19529789076188,13.419375743073951,45.90839069998983,29.66388322153189,79.10368859075172,57.915200575371784,6.356546404613977,43.78954189845184,66.39059578152376,0.05772623163469901,0.05878817025058866,0.05854731759375525,0.06054302320955239,0.05811232346540734
734,AVI69519@N,48.50129580605732,29.522527881947934,59.04505576389587,32.33419720403821,23.899189237767374,40.76920517030905,26.710858559857655,59.04505576389587,9.137925296793409,51.3129651281476,63.96547707755386,28.819610551425363,13.355429279928828,45.68962648396704,31.631279873515645,70.29173305225699,65.37131173859899,6.326255974703129,47.79837847553475,63.96547707755386,0.05768044507295926,0.060010025516283844,0.05902839269815006,0.06167119093713946,0.058692615252897644
735,YP_009200735@N,57.978411616421994,26.54433302920525,53.78720113812643,27.941403188637107,29.338473348068963,32.8311487466486,31.434078587216746,55.18427129755828,11.176561275454842,49.59599065983087,69.85350797159276,31.434078587216746,14.669236674034481,41.91210478295566,30.03700842778489,67.05936765272905,53.78720113812643,13.970701594318554,32.8311487466486,59.37548177585385,0.06238807170378025,0.06295218206180377,0.05966782655210776,0.059849805686934314,0.05660703427944622
736,ARI44809@N,56.56218659033486,28.63024259510777,49.57920059152809,46.78600619200538,25.837048195585062,46.0877075921247,27.233645395346414,50.975797791289445,9.077881798448805,49.57920059152809,71.22645718782908,40.501318793079285,12.569374797852191,55.16558939057351,34.21663139415319,75.41624878711315,71.22645718782908,7.6812845986874505,38.40642299343725,69.82985998806774,0.061038232719537185,0.06340491679012948,0.05708329424448476,0.06050644833627743,0.05966850802889382
737,APY26852@N,48.84730016561897,23.361752253122116,55.92661903020143,35.3965943229123,24.777616026038608,40.35211752812002,26.1934797989551,61.590074121867396,10.61897829687369,52.3869595979102,65.12973355415863,33.980730549995805,13.450705842706673,46.015572619785985,29.73313923124633,80.70423505624004,58.75834657603441,6.371386978124214,44.5997088468695,66.54559732707511,0.057208338450837753,0.05891667384881477,0.05797337970212887,0.06020901943705166,0.057760702102920995
738,APY26861@N,49.47939502664546,24.032849012942084,55.13418302969066,35.342425019032476,26.15339451408403,40.29036452169702,26.860243014464682,60.78897103273586,9.895879005329093,53.01363752854871,65.7369105354004,35.342425019032476,13.430121507232341,44.53145552398092,28.27394001522598,81.28757754377469,58.66842553159391,6.361636503425846,43.82460702360027,65.03006203501975,0.05748484343285151,0.058995913774341796,0.05787280012931593,0.0607057202730679,0.058092222009773285
739,AQD20719@N,48.8893989505901,24.090428468406714,56.683361102133446,35.427100688833406,26.21605450973672,41.09543679904675,26.21605450973672,60.934613184793456,10.628130206650022,53.14065103325011,64.4773232536768,34.01001666128007,14.170840275533362,46.055230895483426,29.75876457862006,79.35670554298683,59.51752915724012,6.3768781239900125,43.22106284037675,65.18586526745347,0.05740438705277633,0.05882203491815859,0.057829183575879316,0.05981910475903534,0.05758327591748244
740,YP_009513010@N,62.44123578452329,27.361889838161893,66.65075729808666,48.40949740597873,30.869824432798033,44.19997589241537,34.37775902743417,61.03806194666884,13.330151459617333,54.72377967632379,75.06980032521341,43.49838897348814,21.74919448674407,51.21584508168765,35.780932865288634,88.39995178483073,56.12695351417825,5.612695351417824,53.32060583846933,58.93330118988715,0.05997431187151555,0.06140374523222152,0.05891747882986277,0.05827364643819341,0.05984389870097879
741,AQK38168@N,61.78248897630848,29.826029160976507,57.52162766759755,45.44918729291658,31.24631626388015,43.31875663856111,36.92746467549472,69.59406804227851,17.753588786295538,54.68105346179026,92.3186616887368,29.115885609524685,7.8115790659700375,58.23177121904937,36.92746467549472,96.57952299744773,73.85492935098944,7.8115790659700375,44.02890019001293,89.47808748292951,0.058769458735407176,0.058557549492150474,0.057182125812710656,0.058874335434270765,0.05647297907363939
742,AQY03968@N,50.87581986084353,24.024692712065,57.94190595262735,34.623821849740736,26.144518539600146,42.39651655070294,27.55773575795691,60.061731780162496,10.599129137675735,55.82208012509221,65.00799204441117,32.503996022205584,13.425563574389264,45.22295098741647,29.677561585492057,74.90051257290853,58.64851456180573,6.359477482605441,43.809733769059704,63.59477482605441,0.05742677551068524,0.05855151533543876,0.058808806113802306,0.06097522043007892,0.05762907343161251
743,APX44047@N,48.10853086142967,23.34678703569381,59.42818518176607,33.95896296100918,25.469222220756887,40.326268516198404,30.421570985904058,60.13566357678709,10.61217592531537,50.230966046492746,67.91792592201836,33.95896296100918,13.442089505399467,46.69357407138762,29.714092590883034,74.9927098722286,61.55062036682914,6.367305555189222,43.86366049130353,65.79549073695529,0.057056775713234156,0.05865094954871046,0.05824743357961662,0.06120786311036029,0.05735858302705387
744,APY23497@N,50.98494630471607,23.36810038966153,56.649940338573415,35.40621271160838,26.200597406590205,41.07120674546572,26.908721660822373,60.89868586396642,11.329988067714682,52.40119481318041,65.14743138935943,33.98996420314405,13.454360830411186,45.31995227085873,29.033094423518875,79.30991647400278,58.77431310126992,6.3731182880895085,43.195579508162226,65.14743138935943,0.05701620091532247,0.0589866891622858,0.05788009494925797,0.0602604975929301,0.057732263148036006
745,APY23506@N,50.27260861297067,23.366142031380736,58.06132262343092,34.695180592050185,26.198401671548098,40.35969987238491,26.90646658158994,61.60164717364012,9.912908740585767,53.81293316317988,64.43390681380748,33.2790507719665,12.745168380753128,46.02421915271963,29.03066131171546,77.88714010460245,59.4774524435146,7.0806491004184045,43.90002442259411,65.85003663389116,0.05732658372805275,0.058979843002652035,0.058244962245008754,0.06018289050522419,0.05720081047722185
746,APY23515@N,50.225249601559284,24.05152797821149,57.29922841868031,34.66249620389303,26.173721623347795,40.32167925758985,27.588517386772,60.83621782724082,10.610968225681539,52.34744324669559,65.08060511751344,33.95509832218092,12.733161870817847,45.98086231128667,29.003313150196206,78.52116487004339,59.421422063816614,6.366580935408924,43.15127078443826,65.78800299922554,0.05742839077679742,0.05915219479638488,0.05796425625422655,0.06022653080313348,0.05783074565735512
747,AQY55866@N,48.749686117434976,24.728101653771365,56.52137520862026,33.912825125172155,26.14113603398687,40.97799702624969,27.55417041420238,60.76047834926678,9.184723471400792,52.28227206797374,63.5865471096978,33.912825125172155,14.130343802155066,45.92361735700396,28.967204794417885,80.54295967228387,58.64092677894352,6.3586547109697795,44.510582976788456,65.70609868002106,0.0579598716952086,0.05853678480167194,0.05819027949567287,0.060751717643340315,0.05804415625635311
748,AVX27612@N,49.528946676867335,24.764473338433667,58.019623250044596,31.840037149414716,26.17958610062988,41.74582648478818,27.59469886282609,58.727179631142704,11.320902097569677,54.48184134455407,66.51029982322186,31.13248076831661,12.736014859765888,44.57605200918061,30.424924387218507,75.70853277749721,61.55740515553512,6.368007429882944,44.57605200918061,64.38763067992754,0.05745506950204483,0.059133721028994786,0.057803203308372596,0.06024244354921107,0.05780918151327189
749,AMD11130@N,63.42479601218701,28.18879822763867,77.51919512600635,56.37759645527734,28.18879822763867,50.73983680974961,39.46431751869414,55.67287649958638,20.436878715038038,59.19647627804121,92.31831419551665,38.05487760731221,16.913278936583204,54.96815654389541,34.53127782885737,74.70031530324248,85.27111463860699,14.799119069510303,53.55871663251347,88.08999446137085,0.06029812196925048,0.05924588499191505,0.0577649769975796,0.05970289302552781,0.05826816732476033
750,AMD11142@N,63.433241429636226,28.19255174650499,77.52951730288872,56.38510349300998,28.19255174650499,51.45140693737161,39.469572445106984,55.680289699347355,21.144413809878742,59.20435866766048,92.33060696980384,38.05994485778174,16.915531047902995,54.97547590568473,34.53587588946861,74.71026212823823,85.28246903317759,14.80108966691512,53.565848318359485,88.1017242078281,0.060165334531010924,0.059288672920092975,0.05772120643169315,0.05964721207219661,0.058363780382381644
751,AMD11153@N,63.368966244898765,28.868084622676104,77.45095874376516,56.327969995465565,28.163984997732783,51.399272620862334,39.429578996825896,55.62387037052225,20.41888912335627,59.144368495238844,92.23705086757487,38.02137974693926,16.89839099863967,54.91977074557893,34.500881622222664,74.63456024399188,85.19605461814167,14.786092123809711,53.51157149569229,88.01245311791494,0.0603048877743995,0.05937896426107566,0.05787518535492957,0.059756227178951626,0.05858511048732403
752,AMD11164@N,63.368966244898765,28.868084622676104,77.45095874376516,56.327969995465565,28.163984997732783,51.399272620862334,39.429578996825896,55.62387037052225,20.41888912335627,59.144368495238844,92.23705086757487,38.02137974693926,16.89839099863967,54.91977074557893,34.500881622222664,74.63456024399188,85.19605461814167,14.786092123809711,53.51157149569229,88.01245311791494,0.0603048877743995,0.05937896426107566,0.05787518535492957,0.059756227178951626,0.05858511048732403
753,AMD11175@N,63.431776075876435,28.191900478167305,77.52772631496009,56.38380095633461,28.191900478167305,51.45021837265533,38.763863157480046,55.67900344438043,20.439127846671294,59.202991004151336,92.32847406599792,38.05906564552586,16.91514028690038,54.974205932426244,34.53507808575495,74.70853626714336,85.28049894645609,14.800747751037834,53.56461090851788,88.09968899427282,0.06013777596257152,0.059345205398679074,0.05772747043166994,0.059615953597744985,0.05837608265515191
754,AMD11186@N,63.38113094358128,28.873626318742584,77.46582670882157,55.63454827269913,28.16939153048057,51.40913954312704,39.4371481426728,55.63454827269913,19.7185740713364,58.45148742574719,92.25475726232388,37.324443777886756,16.901634918288345,54.930313484437114,34.5075046248387,75.35312234403553,84.50817459144172,14.7889305535023,53.52184390791309,88.02934853275178,0.06018449803336604,0.059639562954364234,0.05741955537864555,0.060039158319038374,0.058482437052571605
755,AMD11197@N,63.389966073371795,28.877651211202707,77.47662520078775,56.34663650966382,28.17331825483191,51.416305815068235,39.442645556764674,55.64230355329302,19.721322778382337,59.163968335147004,92.2676172845745,37.32964668765228,16.903990952899147,54.93797059692222,34.512314862169085,75.36362633167535,85.22428772086653,14.790992083786751,53.52930468418062,88.04161954634971,0.060212492304888246,0.059704628354926924,0.05750232066416354,0.059864899683674276,0.058382702621549334
756,AMD11208@N,63.47069230794686,27.503966666776975,78.28052051313446,57.123623077152175,28.209196581309715,51.48178376089023,39.49287521383361,54.302703419021206,21.156897435982287,59.94454273528315,93.09034871832206,37.377185470235375,16.92551794878583,55.00793333355395,33.85103589757166,74.75437094047075,84.62758974392915,15.515058119720344,53.59747350448846,88.15373931659286,0.06016170526955344,0.05944147975546505,0.057631611185655546,0.059394058164658196,0.05814123109192491
757,AMD11219@N,63.354406903100205,28.157514179155648,73.91347472028357,55.61109050383241,28.157514179155648,51.38746337695906,38.716581996339016,55.61109050383241,20.414197779887846,59.834717630705754,91.51192108225585,38.01264414186012,16.894508507493388,53.49927694039573,33.08507916050789,74.61741257476247,85.17648039194583,14.782694944056715,53.49927694039573,87.9922318098614,0.06019019256731666,0.059375722197916946,0.058051218896224006,0.059744526247332314,0.05870048561231896
758,AMD11230@N,63.38122286551535,28.169432384673488,76.76170324823525,55.634628959730136,28.169432384673488,51.40921410202912,39.43720533854288,55.634628959730136,20.42283847888828,59.15580800781432,92.25489105980567,38.02873371930921,16.90165943080409,54.930393150113304,33.09908305199135,74.64899581938474,85.2125329636373,14.78895200195358,53.52192153087963,88.02947620210465,0.06021639847496687,0.059256929259031005,0.05801830149539719,0.059646292810873684,0.05862626834289406
759,AIM47748@N,62.55636590264956,29.145579568279906,59.00202693090811,44.784671043942296,31.27818295132478,44.07380324959401,36.965125306111105,68.24330825743588,17.77169485870726,54.02595237047007,92.41281326527776,29.145579568279906,7.819545737831195,58.29115913655981,37.675993100459394,94.54541664832263,75.35198620091879,7.819545737831195,44.07380324959401,89.56934208788459,0.058459028521562234,0.05831970566383044,0.05722709354892726,0.058844473856211464,0.05628190406117813
760,APU57645@N,47.03928319738445,18.95612904969224,51.25175631953828,49.14551975846136,31.593548416153734,35.10394268461526,28.785233001384512,52.655914026922886,11.233261659076883,48.443440904769055,65.29333339338439,27.381075293999903,16.849892488615325,49.14551975846136,27.381075293999903,61.08086027123055,54.762150587999805,11.233261659076883,42.82681007523062,65.99541224707669,0.06250897439070272,0.05971315799723045,0.058574597002470336,0.05790032403827919,0.05922409287901213
