,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11,Xc2.lambda12
720,AFU35753@N,44.558088330894456,21.266360339745084,42.02637876663909,32.91222433531977,22.279044165447228,30.88685668391548,26.329779468255815,49.621507459405194,12.658547821276835,39.494669202383726,65.82444867063954,20.76001842689401,5.569761041361807,41.013694940936944,25.823437555404745,66.8371324963417,53.16590084936271,5.569761041361807,31.39319859676655,63.799081019235246,0.04190252960482754,0.041887961854483256,0.0410787519621469,0.042010045908191615,0.04037844810490842,0.04094483883229725,0.04003467306316131,0.04090511815010081,0.04186600937001377,0.041021649505762495,0.041073553573541484,0.04055450721949181
721,AFU35754@N,44.19653651842817,20.828252842017875,41.65650568403575,32.512394680223025,22.352271342653328,31.496382346466053,26.416320677681206,49.7846043540915,12.700154171962119,39.116474849643325,67.05681402795999,20.828252842017875,5.588067835663332,40.640493350278774,26.416320677681206,68.07282636171695,53.34064752224089,5.588067835663332,31.496382346466053,64.00877702668907,0.041857112363104035,0.04177379288906473,0.0407958380766302,0.04202470869412609,0.04018561085510642,0.04081256422922653,0.039693466115068736,0.040841658431072396,0.04179173796887863,0.040806599206138286,0.04098086015118864,0.04042988414191053
722,AGG55750@N,44.66825255040498,20.811344938256866,41.62268987651373,32.486001854839984,22.33412627520249,31.470814296876235,26.394876507057486,49.744190340223724,12.689844474546868,39.084720981604356,65.98719126764372,20.811344938256866,5.583531568800622,41.62268987651373,26.902470286039364,67.00237882560747,53.29734679309685,5.583531568800622,31.470814296876235,63.95681615171622,0.04182388796739673,0.04177088168556623,0.040869305381464,0.042029859737129104,0.04022987264319504,0.04087331537298946,0.03980095732994535,0.04094021260669362,0.04180561773900821,0.04089666231687265,0.0409299769822547,0.04043567125561017
723,AJT47869@N,31.02576520641475,17.51454487458897,42.53532326685893,25.02077839226996,18.014960442434372,28.023271799342353,21.017453849506765,41.034076563322735,8.006649085526387,35.52950531702334,47.53947894531292,23.519531688733764,9.507895789062585,33.027427477796344,22.518700553042965,50.04155678453992,44.03656997039513,5.004155678453992,33.027427477796344,46.53864780962213,0.04068848108501798,0.0422592580800904,0.04118695008029278,0.04340352665159241,0.04126068687883321,0.04107602977337659,0.04202474735458297,0.041784669143530524,0.04211678179251322,0.041529876113431466,0.04036621338892008,0.04188721181241929
724,AJP16721@N,30.486190020634766,17.99184984824347,42.48075658613041,24.988680344782598,17.99184984824347,27.487548379260854,20.99049148961738,40.98143576544346,7.996377710330431,35.483926089591286,47.47849265508693,23.48935952409564,8.995924924121734,32.98505805511303,22.489812310304337,49.977360689565195,44.479851013713024,4.997736068956519,32.98505805511303,46.97871904819128,0.04081776673086906,0.042331792955736074,0.0413381913609481,0.0433872108148443,0.041261927173752266,0.04111425194719354,0.04206237292779721,0.04191436018220525,0.04216087106987201,0.04146485590789161,0.04034238678807465,0.042030405245164146
725,AIA62206@N,44.01915579632543,23.780463476175807,56.66833849641895,31.875940404235656,21.756594244160844,27.828201940205734,24.286430784179547,46.043025028340395,9.10741154406733,43.00722118031795,62.23397888446009,20.744659628153364,11.637248084086034,38.45351540828428,24.792398092183287,57.68027311242643,54.13850195640024,5.565640388041146,26.31030001619451,66.28171734849002,0.043228946816951476,0.04137237540095969,0.04060258333589885,0.04092808821910546,0.04089916653068218,0.04293167248133155,0.04108853472177875,0.04005589483216637,0.042015419227852985,0.03972616323829022,0.040266703032043064,0.04091714415919873
726,AIA62212@N,51.43937550719721,22.693842135528183,53.45660591924416,32.27568659275119,19.66799651745776,33.7886094017864,20.676611723481233,49.42214509515026,6.555998839152586,32.27568659275119,60.51691236140849,18.155073708422545,12.607690075293435,38.83168543190378,29.754148577692508,60.01260475839675,44.379069065032894,8.068921648187798,29.24984097468077,71.10737202465498,0.04326207742747825,0.041686085398853816,0.04101740447621559,0.041375159984800874,0.040649700733409795,0.04177403240024052,0.039285913035336316,0.04130229800710637,0.04154498872688144,0.040703437837873634,0.04122676586069166,0.041864533099374296
727,AIA62227@N,55.145932783720255,24.343700057678312,52.16507155216781,32.29266334181817,19.3755980050909,29.31180211026572,21.362838826125866,48.687400115356624,7.452153078881116,33.78309395759439,57.13317360475522,20.866028620867123,12.917065336727267,35.770334778629355,28.31818169974824,61.107655246825146,39.24800621544054,7.9489632841398565,30.305422520783203,67.06937770993004,0.04378022512218467,0.04270047525719266,0.04143349274500979,0.04203552891706579,0.04097153376452133,0.0429535073903204,0.03994846963031855,0.04196388148463314,0.04185395495733389,0.04172214482703713,0.042184893957366645,0.04164168668827508
728,AIA62259@N,40.943155861375324,18.74505931002726,37.98340965452892,19.73164137897606,20.718223447924863,23.18467862029687,22.19809655134807,38.96999172347772,7.892656551590425,35.02366344768251,49.329103447440154,22.19809655134807,10.359111723962432,29.59746206846409,21.211514482399267,47.35593930954255,37.98340965452892,9.86582068948803,23.18467862029687,41.92973793032413,0.04405716666675684,0.04445552974135047,0.04213618576850589,0.0422646956719854,0.039974717532570654,0.04217270080319001,0.04177396243275971,0.042825694887314476,0.04131347181644238,0.04185426098139328,0.04225985261631917,0.04162072660701027
729,AIA62277@N,45.29388804108619,18.913931269904126,36.832392472971186,32.850512205622955,18.416196236485593,31.855042138785894,18.913931269904126,38.32559757322678,7.9637605346964735,37.33012750638972,53.25764857578267,26.877691804600598,8.461495568115003,37.33012750638972,25.882221737763537,46.78709314134178,51.764443475527074,5.972820401022355,26.877691804600598,45.29388804108619,0.043483148829686104,0.043929518135573685,0.040066822041146914,0.04175266515731487,0.04265649746186436,0.04103195314283721,0.04075031088751743,0.0422498314059521,0.041993290732813535,0.040849657667090554,0.04180614167142255,0.041695129448251114
730,AIA62352@N,45.72981074045649,21.373715889561186,41.25624229845531,33.303231734897665,21.87077904978354,28.829663292896484,24.356094850895307,48.21512654156826,8.450073723780005,34.794421215564725,60.64170554712709,26.841410652007074,9.941263204447065,36.285610696231785,29.326726453118837,64.61821082890592,45.72981074045649,3.9765052817788256,40.262115978010605,46.22687390067885,0.04342773260695015,0.0438565394565467,0.040409498459429594,0.04109311084430899,0.04230350883226857,0.04296889715423282,0.04038608964045239,0.040257470374688076,0.04187217864534995,0.04240001297689926,0.042410654139235546,0.041551146647284515
731,ALE71331@N,35.22652860297801,18.11650042438869,41.265362077774235,22.645625530485862,18.619736547288376,29.187695128181776,20.12944491598743,42.27183432357361,8.051777966394972,38.749181463275804,47.30419555257046,21.63915328468649,9.058250212194345,31.20063961978052,21.63915328468649,54.34950127316607,43.781542692272666,4.5291251060971724,31.703875742680204,45.291251060971724,0.04087492848030121,0.04210467054499197,0.041372820080146,0.04288477803165558,0.04133641297779522,0.04065836652393416,0.04131816899111729,0.04123300827670064,0.0423001929155923,0.04161511863659281,0.03954951748706146,0.04151589415442555
732,AKQ63083@N,40.10493955976494,21.594967455258043,43.70410080230795,25.70829458959291,17.48164032092318,33.42078296647078,20.05246977988247,31.364119399303352,9.769151944045305,39.07660777618122,61.185741123231125,15.939142645547603,9.769151944045305,26.22246048138477,20.566635671674327,48.33159382843467,60.67157523143927,4.113327134334866,25.19412869780105,41.647437235140515,0.04254459105886843,0.04089910567270158,0.039923302932674806,0.03981899684786193,0.04089671080169282,0.04083157942557098,0.03882300275878616,0.04024487325708154,0.04103117266521624,0.039258976993931424,0.040983021626114065,0.04057877416764174
733,ATJ01093@N,35.67186668555243,17.58472301400472,40.19365260343936,24.618612219606607,18.589564329090706,29.140398137493538,18.589564329090706,44.2130178637833,7.033889205601889,36.67670800063842,45.720279836412274,23.613770904520624,9.545992493316849,32.65734274029448,21.101667616805663,56.27111364481511,41.198493918525344,4.521785917886928,31.150080767665504,47.22754180904125,0.04106406917897937,0.041819488674620056,0.041648155991330836,0.04306781896165213,0.04133871904259727,0.04054614878637205,0.04173798060243207,0.0415259790518556,0.041184604050440735,0.041254777747570484,0.040724405208250034,0.04166719516090735
734,AVI69519@N,34.294123471320766,20.874683852108294,41.74936770421659,22.86274898088051,16.898553594563857,28.826944367197168,18.886618723336074,41.74936770421659,6.46121166850971,36.28218860009299,45.22848167956797,20.37766756991524,9.443309361668037,32.30605834254855,22.36573269868746,49.70162821930546,46.22251424395408,4.473146539737492,33.797107189127715,45.22848167956797,0.04078448363777027,0.042431675079401196,0.041737585643044806,0.04360624600791639,0.04150016532313383,0.041096053775727524,0.04262906004364674,0.042142979234064,0.04275402994995811,0.04167019264025716,0.040303271062157545,0.042327975409868004
735,YP_009200735@N,40.943155861375324,18.74505931002726,37.98340965452892,19.73164137897606,20.718223447924863,23.18467862029687,22.19809655134807,38.96999172347772,7.892656551590425,35.02366344768251,49.329103447440154,22.19809655134807,10.359111723962432,29.59746206846409,21.211514482399267,47.35593930954255,37.98340965452892,9.86582068948803,23.18467862029687,41.92973793032413,0.04405716666675684,0.04445552974135047,0.04213618576850589,0.0422646956719854,0.039974717532570654,0.04217270080319001,0.04177396243275971,0.042825694887314476,0.04131347181644238,0.04185426098139328,0.04225985261631917,0.04162072660701027
736,ARI44809@N,40.1348230747293,20.315157358813593,35.17990664575037,33.1979400741588,18.333190787222023,32.702448431260905,19.324174073017808,36.17088993154616,6.441391357672603,35.17990664575037,50.54014757558504,28.738515288077767,8.918849572162065,39.14383978893351,24.279090501996734,53.513097432972394,50.54014757558504,5.450408071876818,27.25204035938409,49.54916428978925,0.04331089052012327,0.04499021821540782,0.040504585362274366,0.042933552347350405,0.04233897515698111,0.04142878865716012,0.04100766606364176,0.04209946952400475,0.04221441181659866,0.040586392414790395,0.04161219563603915,0.041481211387735833
737,APY26852@N,34.76513700126767,16.62680465278019,39.803562653625306,25.192128261788167,17.634489783251716,28.71902621843851,18.642174913723245,43.83430317551141,7.55763847853645,37.28434982744649,46.35351600169023,24.18444313131664,9.573008739479503,32.74976674032462,21.16138773990206,57.43805243687702,41.81893291456836,4.53458308712187,31.74208160985309,47.36120113216175,0.04071577583847948,0.04193161609891189,0.041260263738989424,0.04285139203894761,0.041108898856007284,0.04078158259098161,0.04191314437499028,0.041195767782298075,0.04094447537135872,0.0412397328214917,0.0406450595690163,0.041569725682764354
738,APY26861@N,35.167852863710145,17.081528533802068,39.18703604813416,25.119894902650103,18.588722227961075,28.636680189021117,19.09112012601408,43.206219232558176,7.033570572742029,37.679842353975154,46.72300451892919,25.119894902650103,9.54556006300704,31.651067577339127,20.09591592212008,57.77575827609523,41.69902553839917,4.521581082477018,31.148669679286126,46.22060662087619,0.04085778564291786,0.041931790274696984,0.041133528788350505,0.0431470481277939,0.041289484543323804,0.04106593234132837,0.04210934869879435,0.04138110598198287,0.04112679292141739,0.041181204022195515,0.040645081677373344,0.041732998926823195
739,AQD20719@N,34.78542291284679,17.140643174446243,40.330925116344105,25.206828197715065,18.65305286630915,29.239920709349477,18.65305286630915,43.35574450006991,7.56204845931452,37.810242296572596,45.87642731984142,24.198555069806464,10.082731279086026,32.76887665702959,21.173735686080654,56.46329516288175,42.34747137216131,4.537229075588712,30.75233040121238,46.38056388379572,0.040843944158562205,0.04185261846418528,0.04114619223330287,0.042562046209934326,0.040971225838164975,0.04055237999925958,0.04196033578385627,0.041237099667487946,0.04101793053510418,0.041220060346838575,0.04081402515882369,0.04168557765017885
740,YP_009513010@N,44.22337313873692,19.378781487761124,47.20472413685402,34.2855364783466,21.863240652858703,31.304185480229506,24.347699817956283,43.22958947269789,9.440944827370803,38.75756297552225,53.167426133088206,30.80729364720999,15.403646823604994,36.273103810424665,25.341483483995315,62.60837096045901,39.75134664156128,3.9751346641561276,37.76377930948321,41.73891397363934,0.04247619925053442,0.04348858095780241,0.041727707947325124,0.04127172017357487,0.04238383544270149,0.04213695392751051,0.0408742982936323,0.04109543400734094,0.04229400349423931,0.041452705679947,0.04163530244975184,0.042271425356123916
741,AQK38168@N,44.09874214351459,21.289047931351874,41.0574495818929,32.440453990631426,22.302812118559107,30.919807709820578,26.357868867388035,49.67444517315437,12.672052340090401,39.02992120747843,65.89467216847008,20.782165837748256,5.575703029639777,41.56433167549651,26.357868867388035,68.93596473009178,52.71573773477607,5.575703029639777,31.426689803424193,63.86714379405562,0.04194811911317554,0.04179686377803052,0.040815121941748085,0.04202297738736747,0.04030895134703136,0.04106103289678882,0.03982862875382275,0.04096109543184196,0.041781883814483466,0.041052671923562545,0.04099300938307971,0.04054755062545171
742,AQY03968@N,36.248645526237105,17.1174159429453,41.283179627103365,24.669217094244694,18.627776173205177,30.207204605197585,19.63468299337843,42.79353985736325,7.551801151299396,39.77281939684349,46.31771372796963,23.158856863984816,9.565614791645903,32.221018245544094,21.14504322363831,53.3660614691824,41.78663303718999,4.531080690779638,31.214111425370838,45.310806907796376,0.04091615299557571,0.041717521805518194,0.041900839582953125,0.043444393767012895,0.041060288768649145,0.04080820167632279,0.04166187323460544,0.041142132473267916,0.041153394029689275,0.04078824531983246,0.0401732606523485,0.041780285607598014
743,APX44047@N,34.26494421437799,16.62857586874226,42.32728402952575,24.187019445443287,18.140264584082466,28.7220855914639,21.66753825320961,42.831180267972485,7.558443576701027,35.7766329297182,48.374038890886574,24.187019445443287,9.574028530487968,33.25715173748452,21.163642014762875,53.41300127535393,43.838972744865956,4.5350661460206165,31.24156678369758,46.86235017554637,0.04063826522779303,0.04177370371578084,0.04148630246026471,0.04359484643168032,0.040853225248112725,0.04090884807071707,0.04153953526399562,0.04140211438871478,0.041220972594551854,0.04121573898258352,0.03998725554447383,0.04148295362459662
744,APY23497@N,36.32139971118685,16.64730820096064,40.357110790207614,25.22319424387976,18.665163740471023,29.25890532290052,19.169627625348618,43.38389409947319,8.071422158041523,37.330327480942046,46.410677408738756,24.214266474124567,9.584813812674309,32.28568863216609,20.6830192799814,56.49995510629066,41.8705024448404,4.540174963898356,30.772296977533305,46.410677408738756,0.04061803284212163,0.042021798000888316,0.0412334662747107,0.04292925223038569,0.04112815169989255,0.0407794887751425,0.041674876773855125,0.04132950558510574,0.04092726012047298,0.04090748287802448,0.04044622519529404,0.04154057474651109
745,APY23506@N,35.756203675930074,16.619080581770316,41.29589720318684,24.676816621416528,18.63351459168187,28.705684641239635,19.137123094159755,43.81393971557628,7.050519034690437,38.27424618831951,45.828373725487836,23.66959961646075,9.06495304460199,32.73455266106274,20.64794860159342,55.39693527256772,42.30311420814262,5.036085024778883,31.223727153629078,46.83559073044361,0.04077331692902555,0.041949191366073176,0.041426510192909716,0.042804854374630295,0.040683861177717405,0.040762331456154356,0.04197951045955649,0.04112608173542694,0.04132275344442217,0.041056502052607524,0.040373313252572374,0.042133271081015625
746,APY23515@N,35.729312485397415,17.109811612725522,40.76161001855198,24.65825791245737,18.619500872671892,28.68409593898102,19.625960379302803,43.27775878512926,7.5484462997318476,37.239001745343785,46.297137305022,24.155028159141914,9.058135559678217,32.709933965504675,20.632419885933718,55.85850261801568,42.27129927849835,4.529067779839108,30.69701495224285,46.80036705833746,0.040853493728262275,0.04207977598605144,0.04123469850564197,0.042844038726484755,0.0411397215394034,0.04092265761581836,0.04211835809048987,0.04129485978065606,0.04087217647511631,0.04098680158208477,0.04064647869347096,0.04177718596106332
747,AQY55866@N,34.62277871790965,17.562279059809242,40.14235213670684,24.085411282024104,18.565837863226914,29.103205299112457,19.569396666644582,43.15302854695985,6.523132222214861,37.13167572645383,45.16014615379519,24.085411282024104,10.03558803417671,32.6156611110743,20.572955470062254,57.202851794807245,41.647690341833346,4.516014615379519,31.612102307656635,46.6654843589217,0.0411639945206529,0.04157372710388277,0.041327633693039316,0.04314680655853568,0.04122385471550242,0.04094840017932638,0.04188962318301035,0.04170657564945751,0.04135092488421007,0.04135929731549816,0.04082102063520275,0.041708739852846254
748,AVX27612@N,35.28267116304089,17.641335581520444,41.33112907670504,22.68171717624057,18.649411900464468,29.738251408848747,19.657488219408496,41.83516723617705,8.064610551552203,38.810938279344974,47.37958699036919,22.177679016768558,9.072686870496229,31.7544040467368,21.673640857296544,53.93208306350535,43.851319874065105,4.5363434352481145,31.7544040467368,45.86747251195315,0.040928960939060365,0.0421247729600411,0.04117695915896067,0.04291458769902726,0.04118121782084951,0.040680446630887074,0.04120768870885928,0.041170155895365455,0.042221766586535446,0.04136505414375078,0.03945370822286311,0.041536521761787196
749,AMD11130@N,44.979364172847745,19.990828521265666,54.97477843348058,39.98165704253133,19.990828521265666,35.9834913382782,27.98715992977193,39.48188632949969,14.493350677917608,41.980739894657894,65.46996340714506,26.98761850370865,11.9944971127594,38.98211561646804,24.48876493855044,52.97569558135401,60.47225627682864,10.495184973664474,37.98257419040476,62.4713391289552,0.04276200094474986,0.042015779385115484,0.040965554486151724,0.042339878665936755,0.04132240515651365,0.04340691365586417,0.041225130122669436,0.041543553609706976,0.04115096461219496,0.04128879919699742,0.0409329283885773,0.041275378743880445
750,AMD11142@N,44.996205353493295,19.998313490441465,54.995362098714025,39.99662698088293,19.998313490441465,36.49692212005567,27.99763888661805,39.49666914362189,14.998735117831098,41.99645832992707,65.49447668119579,26.997723212095977,11.998988094264877,38.99671130636085,24.497934025790794,52.995530749669875,60.49489830858543,10.499114582481768,37.99679563183878,62.49472965762957,0.04267812406720509,0.04205626642630013,0.04094438813650796,0.04231059524430981,0.04140019630251596,0.04327330399668859,0.04110774565095759,0.04161776387755172,0.0412314981628244,0.04127831444575493,0.040731360701216496,0.04141260572713063
751,AMD11153@N,44.92276900505674,20.464816991192517,54.905606561736015,39.93135022671711,19.965675113358554,36.437357081879355,27.951945158701974,39.43220834888314,14.47511445718495,41.92791773805296,65.38758599624926,26.953661403034044,11.979405068015131,38.93306647104917,24.457952013864226,52.90903905040016,60.39616721790962,10.48197943451324,37.934782715381246,62.392734729245475,0.042750619173676355,0.042094224560189256,0.041028183618722645,0.04236166927198113,0.041531455245565826,0.04332829684858196,0.041157999372578954,0.041701381133657255,0.041240502490032166,0.041329562544392635,0.04078848810486979,0.04154573980178825
752,AMD11164@N,44.92276900505674,20.464816991192517,54.905606561736015,39.93135022671711,19.965675113358554,36.437357081879355,27.951945158701974,39.43220834888314,14.47511445718495,41.92791773805296,65.38758599624926,26.953661403034044,11.979405068015131,38.93306647104917,24.457952013864226,52.90903905040016,60.39616721790962,10.48197943451324,37.934782715381246,62.392734729245475,0.042750619173676355,0.042094224560189256,0.041028183618722645,0.04236166927198113,0.041531455245565826,0.04332829684858196,0.041157999372578954,0.041701381133657255,0.041240502490032166,0.041329562544392635,0.04078848810486979,0.04154573980178825
753,AMD11175@N,45.000034152176205,20.000015178744977,55.00004174154869,40.000030357489955,20.000015178744977,36.50002770120959,27.500020870774346,39.50002997802133,14.50001100459011,42.000031875364456,65.5000497103898,27.000020491305722,12.000009107246987,39.00002959855271,24.500018593962597,53.00004022367419,60.50004591570356,10.500007968841114,38.00002883961546,62.50004743357806,0.04266319090473691,0.0421009222020522,0.0409532619398281,0.042292997514432426,0.04141340311849057,0.043226998136959016,0.04124850967672986,0.04155136112877862,0.041270355213415454,0.04125074626128159,0.04074819868966347,0.041279675745007384
754,AMD11186@N,44.92620672314636,20.466383062766674,54.90980821717888,39.43522590142847,19.967202988065047,36.44014545321871,27.954084183291066,39.43522590142847,13.977042091645533,41.43194620023497,65.39258978591303,26.456543959186188,11.980321792839028,38.93604582672684,24.459823660379683,53.412267993073996,59.90160896419514,10.482781568734149,37.937685677323586,62.39750933770327,0.04266034953813999,0.04227408527233315,0.040700485720086776,0.04255732893952082,0.04145388410686456,0.04355461940092511,0.04091250521402631,0.041592963259853,0.041088906609751244,0.04145244511021149,0.04086547448186024,0.04170687764480103
755,AMD11197@N,44.936053664293986,20.470868891511707,54.92184336747043,39.94315881270577,19.971579406352884,36.448132416594014,27.960211168894038,39.44386932754694,13.980105584447019,41.94031675334105,65.40692255580569,26.46234271341757,11.98294764381173,38.94457984238812,24.46518477278228,53.42397491199396,60.41402770421747,10.485079188335263,37.94600087207048,62.41118564485276,0.042683597311624605,0.04232358131661354,0.04076240337777565,0.04243719489736704,0.04138649096344139,0.04345688460249382,0.04096204700611359,0.041845697603753174,0.04119210942990698,0.041380162223886685,0.04073172146180097,0.04154862464640032
756,AMD11208@N,45.0341097178639,19.51478087774102,55.54206865203214,40.53069874607751,20.015159874606177,36.52766677115628,28.021223824448647,38.52918275861689,15.011369905954632,42.532214733538126,66.05002758620039,26.520086833853185,12.009095924763706,39.02956175548204,24.018191849527412,53.04017366770637,60.04547962381853,11.008337931033397,38.02880376175174,62.5473746081443,0.04268629720907642,0.04217527844366427,0.040891129543062,0.04214163158956931,0.04125271814307273,0.0433606759231106,0.04083431667933121,0.041869813590562,0.04110082046733336,0.041161993793227304,0.040964665273961615,0.04118166247887486
757,AMD11219@N,44.93684398252395,19.971930658899538,52.426317979611284,39.44456305132658,19.971930658899538,36.44877345249165,27.46140465598686,39.44456305132658,14.479649727702164,42.440352650161515,64.90877464142349,26.962106389514375,11.983158395339721,37.94666825190912,23.467018524206956,52.92561624608377,60.4150902431711,10.485263595922257,37.94666825190912,62.41228330906105,0.04269248857167072,0.04211479035449566,0.041175329295164036,0.042376380523811735,0.0416358497001428,0.04307802359229141,0.04124429374464655,0.04141960230928074,0.04156281334548107,0.04067168333097728,0.041290964329107345,0.041439514430442075
758,AMD11230@N,44.952760789428254,19.979004795301446,54.442788067196446,39.45853447072036,19.979004795301446,36.46168375142514,27.970606713422026,39.45853447072036,14.484778476593549,41.95591007013304,65.43124070461224,26.971656473656953,11.987402877180868,38.95905935083782,23.4753306344792,52.944362707548834,60.43648950578688,10.48897751753326,37.96010911107275,62.43438998531702,0.042708127641993686,0.0420276297248061,0.04114914024403482,0.04230378354157995,0.041580337166843,0.04310985512834335,0.04118433504423344,0.04140057262836157,0.041606765427567846,0.04072272519761015,0.041197719896137804,0.04153388847595208
759,AIM47748@N,44.70779327118306,20.82976731952847,42.1675777444113,32.006715637324234,22.35389663559153,31.498672531969884,26.418241478426353,48.772138114017885,12.701077633858823,38.61127600693082,66.04560369606588,20.82976731952847,5.588474158897882,41.65953463905694,26.926284583780706,67.56973301212894,53.85256916756141,5.588474158897882,31.498672531969884,64.01343127464847,0.041779507557127796,0.04167993627558761,0.04089906808009973,0.042054977688587424,0.040223559910617115,0.04075683466060607,0.03977085541547,0.04092247074361584,0.04175523839748067,0.04095229149259207,0.04078590050172905,0.04037625392213375
760,APU57645@N,33.35992714209882,13.443552728905495,36.347383304077816,34.85365522308832,22.40592121484249,24.895468016491655,20.414283773523156,37.34320202473749,7.96654976527733,34.35574586275848,46.30557051067448,19.418465052863493,11.949824647915994,34.85365522308832,19.418465052863493,43.31811434869548,38.836930105726985,7.96654976527733,30.372470980119818,46.80347987100431,0.04433092278746954,0.04234814956370353,0.04154069015424244,0.041062500534198354,0.04200130803886473,0.04164667725508336,0.040356660613899475,0.04271319482897763,0.041574390720332526,0.04049978455646617,0.0409372977693991,0.04307906284753003
761,AGY31028@N,44.71113079909393,20.831322304123308,42.170725640054506,32.00910500389679,22.355565399546965,31.501023972088905,26.420213654010052,49.2838600853649,12.70202579519714,38.6141584173993,66.05053413502513,20.831322304123308,5.588891349886741,41.662644608246616,26.928294685817935,67.57477723044879,53.85658937163587,5.588891349886741,31.501023972088905,64.01821000779358,0.04175245852118115,0.04174755021952268,0.04084541855887518,0.041992764021083664,0.04023117739091688,0.040783817985781054,0.03981739360911551,0.04089985616892093,0.04171763165534133,0.04090816571270191,0.04086654321567048,0.040356191133003726
762,AGY31034@N,44.705593855339025,20.828742591692045,42.165503295376574,32.0051410555268,22.352796927669512,31.49712294353431,26.416941823609424,49.27775686327142,12.700452799812222,38.609376511429154,66.55037267101605,20.828742591692045,5.588199231917378,41.65748518338409,26.416941823609424,67.56640889500102,53.849919871203824,5.588199231917378,31.49712294353431,64.0102821110536,0.041776938973708135,0.04175011555150431,0.04087007375923736,0.042021155820537184,0.04022108862073197,0.04079143560860216,0.03978728404333698,0.04088190452151722,0.041720240014749936,0.04089415092405359,0.040892556270561965,0.04037494389897026
763,AJT47842@N,31.522204299540313,17.512335721966842,42.52995818191947,25.01762245995263,18.012688171165895,28.019737155146945,21.01480286636021,41.028900834322314,8.005639187184842,35.52502389313273,47.53348267391,23.516565112355472,9.506696534782,33.023261647137474,22.515860213957367,49.53489247070621,44.03101552951663,5.003524491990526,33.023261647137474,46.532777775511896,0.04069975316765394,0.04225975118926045,0.04119324814456998,0.04341410155142723,0.04125147672207457,0.04108363353840701,0.04201354876580742,0.04180782046956422,0.04211549556546882,0.04152289004023318,0.040402059433577615,0.04188377221290298
764,AJT47914@N,30.95938955635579,17.976419742400136,42.444324391778096,24.967249642222413,17.976419742400136,27.46397460644465,20.972489699466827,40.946289413244756,8.48886487835562,35.45349449195582,47.43777432022258,23.469214663689066,9.487554864044517,33.45611452057803,21.97117968515572,49.43515429160038,43.94235937031144,4.993449928444482,32.956769527733584,46.43908433453368,0.04086849803100994,0.042451541320508906,0.04140271312317083,0.0434545373423394,0.041363936849401886,0.04118016178099079,0.04215519512335361,0.04202215707105863,0.04205046811857855,0.04152412498755169,0.04024330255728076,0.041938370850306696
765,AJT47923@N,32.92131482573978,17.957080814039877,40.40343183158973,23.94277441871984,17.957080814039877,27.93323682183981,21.448735416769853,42.89747083353971,7.4821170058499495,36.41296942846975,46.887933236659684,23.443966618329842,8.978540407019938,31.923699224959783,21.94754321715985,52.374819040949646,41.89985523275972,4.988078003899966,32.92131482573978,45.89031763587969,0.04117941385465675,0.04210183973975642,0.0420417815483228,0.04345810302248791,0.041088888842282845,0.04136769900214773,0.04230801465960998,0.04130452529551703,0.04173357511376838,0.04164696914051798,0.040525440229953975,0.04243594916098154
766,AJT47932@N,32.82266318200992,18.400583905066167,40.282359359739445,23.871027768734486,17.903270826550862,27.849532396856898,21.384462376157977,42.27161167380065,7.459696177729526,36.801167810132334,46.74742938043837,23.871027768734486,8.951635413275431,31.828037024979313,21.881775454673278,52.217873244106684,40.77967243825474,4.9731307851530175,32.82266318200992,45.75280322340776,0.04136869008118882,0.04224827049969028,0.04206780799795795,0.043647995152262344,0.04121269878094571,0.041331298973701226,0.04250023415374552,0.04152513877528569,0.04183946122533346,0.04170509799940495,0.04064923762880893,0.042590990216373414
767,AJT47950@N,31.53058787904429,17.516993266135717,42.54126936061531,25.524761616369187,18.017478788025308,28.027189225817146,21.02039191936286,40.53932727305694,8.007768350233471,35.53447205416103,47.04563905762164,23.52281952881082,9.008739394012654,33.032044444713065,23.022334006921227,49.5480666670696,44.54321144817368,5.004855218895919,33.032044444713065,46.54515353573205,0.04076927881703676,0.04225678215216936,0.041257147393995025,0.04345666214842803,0.04130848224491161,0.04104430570251408,0.0420077370854054,0.041784776446642614,0.04206778410096074,0.04141159611829455,0.04023891984327664,0.04191100605677333
768,AJP16730@N,30.492743576495005,17.99571752055443,42.48988859019796,24.994052111881153,17.99571752055443,27.49345732306927,20.99500377398017,40.99024546348509,7.998096675801969,35.49155399887124,47.98858005481181,23.494408985168285,9.497739802514838,32.492267745445496,22.494646900693038,49.988104223762306,43.98953171691083,4.998810422376231,32.99214878768312,46.98881797033657,0.040783795185595495,0.042283604361365336,0.04136148236614101,0.04340223743416115,0.041278227392402576,0.04111030145206046,0.042036697897913505,0.041890488879291816,0.042162984939681444,0.04151732126009204,0.040306998748315746,0.04198481784535624
