,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11,Xc2.lambda12,Xc2.lambda13,Xc2.lambda14,Xc2.lambda15
459,AVK87362@H,39.42525088907241,19.93411561807032,34.10948672425366,29.236702906503137,18.605174576865632,31.451604641844284,20.377095965138547,40.754191930277095,8.859606941364587,32.33756533598074,53.15764164818752,22.591997700479695,9.302587288432816,31.00862429477605,27.464781518230218,59.35936650714273,40.754191930277095,4.429803470682294,33.66650637718543,42.52611331855002,0.038110434518019556,0.039008800320195575,0.035043693992773385,0.03645895435861336,0.037507866424275,0.03705549660961696,0.03592374801854963,0.03567533509713472,0.03761694325100213,0.03829171330369939,0.03743750969462681,0.03680685313559132,0.03797597171666832,0.03698160402217706,0.03712472846882758
460,AVK87373@H,39.42525088907241,19.93411561807032,34.10948672425366,29.236702906503137,18.605174576865632,31.451604641844284,20.377095965138547,40.754191930277095,8.859606941364587,32.33756533598074,53.15764164818752,22.591997700479695,9.302587288432816,31.00862429477605,27.464781518230218,59.35936650714273,40.754191930277095,4.429803470682294,33.66650637718543,42.52611331855002,0.038110434518019556,0.039008800320195575,0.035043693992773385,0.03645895435861336,0.037507866424275,0.03705549660961696,0.03592374801854963,0.03567533509713472,0.03761694325100213,0.03829171330369939,0.03743750969462681,0.03680685313559132,0.03797597171666832,0.03698160402217706,0.03712472846882758
461,AVK87384@H,39.42525088907241,19.93411561807032,34.10948672425366,29.236702906503137,18.605174576865632,31.451604641844284,20.377095965138547,40.754191930277095,8.859606941364587,32.33756533598074,53.15764164818752,22.591997700479695,9.302587288432816,31.00862429477605,27.464781518230218,59.35936650714273,40.754191930277095,4.429803470682294,33.66650637718543,42.52611331855002,0.038110434518019556,0.039008800320195575,0.035043693992773385,0.03645895435861336,0.037507866424275,0.03705549660961696,0.03592374801854963,0.03567533509713472,0.03761694325100213,0.03829171330369939,0.03743750969462681,0.03680685313559132,0.03797597171666832,0.03698160402217706,0.03712472846882758
462,AVK87450@H,39.40551952019963,19.924139083247006,34.0924157646671,29.222070655428944,18.59586314436387,31.435863886900833,20.366897729541385,40.73379545908277,8.855172925887558,32.32138117948959,53.13103755532535,22.580690961013275,9.297931572181936,31.435863886900833,27.451036070251433,58.886899957152266,40.73379545908277,4.427586462943779,33.64965711837272,42.50483004426028,0.03819117229852679,0.039033411527959305,0.0350985645347525,0.03641576698694519,0.037603486501125806,0.037005720829322346,0.03586048166571662,0.035688516176885406,0.037586979935061625,0.038336218546104625,0.037475173858481425,0.036842061904396664,0.03800253837305459,0.03712383792860565,0.03697742263868354
463,AVK87406@H,39.42525088907241,19.93411561807032,34.10948672425366,29.236702906503137,18.605174576865632,31.451604641844284,20.377095965138547,40.754191930277095,8.859606941364587,32.33756533598074,53.15764164818752,22.591997700479695,9.302587288432816,31.00862429477605,27.464781518230218,59.35936650714273,40.754191930277095,4.429803470682294,33.66650637718543,42.52611331855002,0.038110434518019556,0.039008800320195575,0.035043693992773385,0.03645895435861336,0.037507866424275,0.03705549660961696,0.03592374801854963,0.03567533509713472,0.03761694325100213,0.03829171330369939,0.03743750969462681,0.03680685313559132,0.03797597171666832,0.03698160402217706,0.03712472846882758
464,AVK87395@H,39.42525088907241,19.93411561807032,34.10948672425366,29.236702906503137,18.605174576865632,31.451604641844284,20.377095965138547,40.754191930277095,8.859606941364587,32.33756533598074,53.15764164818752,22.591997700479695,9.302587288432816,31.00862429477605,27.464781518230218,59.35936650714273,40.754191930277095,4.429803470682294,33.66650637718543,42.52611331855002,0.038110434518019556,0.039008800320195575,0.035043693992773385,0.03645895435861336,0.037507866424275,0.03705549660961696,0.03592374801854963,0.03567533509713472,0.03761694325100213,0.03829171330369939,0.03743750969462681,0.03680685313559132,0.03797597171666832,0.03698160402217706,0.03712472846882758
465,AVK87461@H,38.970984560659105,19.92834437760977,34.09961149057671,29.228238420494325,18.599788085769116,31.442498906895413,20.371196474889985,40.74239294977997,8.85704194560434,32.32820310145585,53.14225167362605,22.58545696129107,9.299894042884558,31.442498906895413,27.456830031373457,59.34218103554909,40.74239294977997,4.42852097280217,33.6567593932965,42.51380133890084,0.038171490905372966,0.039053267793733165,0.03509214237270566,0.036423453091674024,0.0375684657529556,0.037002204272088,0.0358450541494117,0.03568685144861259,0.037595151098477525,0.03832101298774832,0.03746933979799053,0.03686369537845706,0.037985538654024056,0.03707692965686665,0.036993305359665093
466,AVK87439@H,39.42020061829759,19.931562110375186,34.10511738886421,29.232957761883608,18.60279130301684,31.447575774147516,20.37448571282797,40.74897142565594,8.858472049055639,32.33342297905308,53.15083229433383,22.589103725091878,9.30139565150842,31.004652171694737,27.46126335207248,58.908839126219995,40.74897142565594,4.429236024527819,33.66219378641143,42.520665835467064,0.03811652161212716,0.038996869784586205,0.03506973688106393,0.03650064608283643,0.0375601453229184,0.03697625647416999,0.03590470201689161,0.03579580260621441,0.037492377188475486,0.038522254596266126,0.037456259486183044,0.036627299485215266,0.03799965115857534,0.0370220865066885,0.037035788345006024
467,AVK87417@H,39.427401345759804,19.935202927631362,34.11134723172478,29.238297627192665,18.606189399122606,31.45332017470726,19.935202927631362,40.756414874268565,8.860090190058383,32.3393291937131,53.160541140350304,22.59322998464888,9.303094699561303,31.01031566520434,27.46627958918099,59.36260427339117,40.756414874268565,4.430045095029191,33.66834272222186,42.528432912280245,0.03806865623444587,0.03911061551254009,0.03507036674707437,0.0364127351974899,0.03751710744050932,0.03703976589300505,0.03582875139151394,0.03585964163043184,0.037470144417483656,0.03815588741835807,0.03763659464060161,0.03685685196146877,0.037784971870039506,0.03709382161883362,0.03708957852328527
468,AVK87428@H,39.42525088907241,19.93411561807032,34.10948672425366,29.236702906503137,18.605174576865632,31.451604641844284,20.377095965138547,40.754191930277095,8.859606941364587,32.33756533598074,53.15764164818752,22.591997700479695,9.302587288432816,31.00862429477605,27.464781518230218,59.35936650714273,40.754191930277095,4.429803470682294,33.66650637718543,42.52611331855002,0.038110434518019556,0.039008800320195575,0.035043693992773385,0.03645895435861336,0.037507866424275,0.03705549660961696,0.03592374801854963,0.03567533509713472,0.03761694325100213,0.03829171330369939,0.03743750969462681,0.03680685313559132,0.03797597171666832,0.03698160402217706,0.03712472846882758
469,QBF80455@H,38.95362989313391,19.919469831716203,33.64177127134292,29.65787730499968,18.591505176268456,31.428496845596676,20.362124716865452,40.724249433730904,8.853097702984979,32.313806615895174,53.11858621790987,22.575399142611698,9.295752588134228,31.428496845596676,27.444602879253434,59.31575460999936,40.724249433730904,4.426548851492489,33.64177127134292,42.4948689743279,0.03817164492625514,0.03910365231215338,0.03510984789052071,0.03640751802030361,0.0375692860974461,0.03698446079374525,0.035826611715903914,0.03571585844371547,0.03760276453572101,0.038337454353751826,0.03748178915214759,0.036881513342692004,0.03803393199525009,0.03711428272321758,0.03700449854792741
470,QBF80466@H,38.95362989313391,19.919469831716203,33.64177127134292,29.65787730499968,18.591505176268456,31.428496845596676,20.362124716865452,40.724249433730904,8.853097702984979,32.313806615895174,53.11858621790987,22.575399142611698,9.295752588134228,31.428496845596676,27.444602879253434,59.31575460999936,40.724249433730904,4.426548851492489,33.64177127134292,42.4948689743279,0.03817164492625514,0.03910365231215338,0.03510984789052071,0.03640751802030361,0.0375692860974461,0.03698446079374525,0.035826611715903914,0.03571585844371547,0.03760276453572101,0.038337454353751826,0.03748178915214759,0.036881513342692004,0.03803393199525009,0.03711428272321758,0.03700449854792741
471,QBF80477@H,38.95362989313391,19.919469831716203,33.64177127134292,29.65787730499968,18.591505176268456,31.428496845596676,20.362124716865452,40.724249433730904,8.853097702984979,32.313806615895174,53.11858621790987,22.575399142611698,9.295752588134228,31.428496845596676,27.444602879253434,59.31575460999936,40.724249433730904,4.426548851492489,33.64177127134292,42.4948689743279,0.03817164492625514,0.03910365231215338,0.03510984789052071,0.03640751802030361,0.0375692860974461,0.03698446079374525,0.035826611715903914,0.03571585844371547,0.03760276453572101,0.038337454353751826,0.03748178915214759,0.036881513342692004,0.03803393199525009,0.03711428272321758,0.03700449854792741
472,QBF80488@H,38.94193671837239,19.913490367349517,33.631672620412516,29.648974546942615,18.58592434285955,31.419062579595906,19.913490367349517,40.71202475102568,8.850440163266452,32.30410659592255,53.10264097959871,23.011144424492777,9.292962171429775,31.419062579595906,27.436364506126,59.29794909388523,40.71202475102568,4.425220081633226,33.631672620412516,42.48211278367897,0.038178960713220404,0.03912512101408068,0.03511058977215034,0.03641689289246623,0.03758095472261625,0.03698028277036986,0.03583445199469525,0.0357157581380875,0.03762995155090788,0.03834660432464507,0.03749235501637308,0.03689791011683661,0.03803802119408956,0.0371196294319715,0.03701050818416731
473,QDH43719@H,37.53728162126019,16.534278809364608,51.39032602910622,29.493578416704437,24.577982013920366,23.237364813161072,19.215513210883195,38.43102642176639,8.490575604808853,33.962302419235414,56.305922431890295,25.47172681442656,9.384320405315048,32.621685218476124,25.02485441417346,48.70909162758763,42.00600562379117,6.256213603543365,34.85604721974161,43.346622824550465,0.0377810925645409,0.03755160465483645,0.03726390129773079,0.0378316715715242,0.03640258876988006,0.036291347243622624,0.03687252482122604,0.03644751020287215,0.03757974699705741,0.03567624961977772,0.03665294185555937,0.037394498269111114,0.03723829412754526,0.03547598852322687,0.03666763922839161
474,QBF80499@H,39.03767207161945,19.518836035809723,34.157963062667015,29.278254053714587,18.63161621600019,31.496303603238417,20.849665765524023,40.36850180133375,8.87219819809533,32.82713333295272,53.67679909847674,22.624105405143087,9.315808108000095,31.496303603238417,27.50381441409552,59.443727927238704,40.36850180133375,4.436099099047665,33.71435315276225,42.586551350857576,0.03811407370490202,0.03904980113500629,0.035117801666843154,0.03634218585824319,0.037638403613139144,0.03699103001673997,0.0359125455103944,0.03566319008169936,0.03751300940537936,0.03835725212863149,0.03724497503699721,0.036809117663565545,0.03800306143498988,0.03680693320445018,0.03682670963425226
475,QBF80510@H,38.970984560659105,19.92834437760977,34.09961149057671,29.228238420494325,18.599788085769116,31.442498906895413,20.371196474889985,40.74239294977997,8.85704194560434,32.32820310145585,53.14225167362605,22.58545696129107,9.299894042884558,31.442498906895413,27.456830031373457,59.34218103554909,40.74239294977997,4.42852097280217,33.6567593932965,42.51380133890084,0.038171490905372966,0.039053267793733165,0.03509214237270566,0.036423453091674024,0.0375684657529556,0.037002204272088,0.0358450541494117,0.03568685144861259,0.037595151098477525,0.03832101298774832,0.03746933979799053,0.03686369537845706,0.037985538654024056,0.03707692965686665,0.036993305359665093
476,QBF80521@H,38.52187320360253,19.925106829449586,34.09407168594707,29.666270168291607,18.596766374152946,31.43739077535379,19.925106829449586,40.735773962430265,8.855603035310928,32.76573123065043,53.13361821186556,22.581787740042863,9.298383187076473,31.43739077535379,27.452369409463873,59.775320488348754,40.29299381066472,4.427801517655464,33.651291534181524,42.50689456949245,0.03812728113778851,0.039096657873078214,0.03514254733572675,0.036397730823598734,0.037584599041829606,0.036987112498836835,0.03584076596163918,0.03571775416162459,0.0375731265254887,0.0382842828257088,0.0375281404899837,0.036888310994540235,0.03795358226092711,0.037088734420348136,0.03700922188333462
477,QBF80532@H,38.96007580009096,19.922766034137425,34.09006632507959,29.22005685006822,18.594581631861594,31.433697520527936,20.365494168229368,40.730988336458736,8.854562681838855,32.76188192280377,53.12737609103313,22.57913483868908,9.297290815930797,31.433697520527936,27.44914431370045,59.32556996832033,40.28826020236679,4.427281340919428,33.64733819098765,42.5019008728265,0.03814750100354802,0.03910760106103313,0.03513829947652244,0.036390146244774095,0.03760379179208401,0.0369863775613784,0.03583315613486286,0.03570841976873845,0.03755841803110851,0.03830841773823469,0.03753245408494613,0.036897778946929485,0.0379716555148812,0.03708851077591266,0.03699933777310303
478,QED88019@H,35.095949274318116,18.231661960684736,51.9602365879515,25.98011829397575,20.510619705770328,26.435909842992867,13.217954921496434,36.46332392136947,10.027414078376605,35.095949274318116,61.076067568293865,19.599036607736092,5.469498588205421,34.18436617628388,20.966411254787445,59.70869292124251,47.85811264679743,5.9252901372225395,31.90540843119829,57.88552672517404,0.03803685681313528,0.036924908849058614,0.03479441081312716,0.03629018962024614,0.036268039380905205,0.036945344223416395,0.03582558946487229,0.03566381927241263,0.037126520433014884,0.035727241517302694,0.03591612083108243,0.03684180273837088,0.03628558465814769,0.034623198598207575,0.036938823769581824
479,QBF80543@H,38.9548096865434,19.920073135164237,34.085458475725474,28.773438973015008,18.59206825948662,30.9867804324777,20.362741427056775,41.16815114600609,9.29603412974331,33.20012189194039,53.12019502710463,22.57608288651947,9.29603412974331,31.42944872437024,27.445434097337394,59.317551113600175,40.28281456222101,4.426682918925386,33.642790183832936,42.053487729791165,0.03825967358378721,0.03919367955138315,0.03506213735755045,0.0363854022851046,0.0376614926292189,0.0369033559959336,0.0357963713497056,0.03574157556370944,0.03752363438355764,0.03827011949790366,0.03757119682138628,0.03684505851433909,0.038026482686969586,0.03705593279404107,0.0370355950928712
480,QED88040@H,34.65568381741004,19.151825267516077,51.07153404670954,25.079771183652007,20.975808626327133,26.903754542463062,11.855891832271858,36.935663015923865,10.487904313163567,37.39165885562663,59.73545500106205,19.151825267516077,5.471950076433165,34.199687977707285,21.88780030573266,61.10344252017034,47.42356732908743,5.927945916135929,31.463712939490698,56.99947996284547,0.03802288569475895,0.036928257502198206,0.03464063454127237,0.03648454095262425,0.03592149490285905,0.03696115791701092,0.0358107737214713,0.03578392027042787,0.037101963959501265,0.03584535016922709,0.036019012913288746,0.03670147700965551,0.03633390505528024,0.03456466219323365,0.03688412349442681
481,QBF80554@H,39.03038815674599,19.515194078372996,34.151589637152746,29.272791117559493,18.628139802083314,31.933953946428538,20.402248354662678,40.804496709325356,8.427015624751975,32.82100822271822,53.66678371552574,22.619884045386883,9.314069901041657,31.490426808283697,27.49868256498013,59.43263651140867,40.36096957118051,4.435271381448408,33.7080624990079,42.57860526190472,0.03809375622847395,0.038886633588657044,0.035136179096706986,0.03644077625625056,0.03751032695177483,0.037080016240185025,0.03594018032212482,0.0355805794452166,0.03752899137946868,0.03836098392343644,0.03729313524493461,0.03676002815240676,0.03804515936006143,0.03697977414512019,0.03683634152034136
482,QED88026@H,34.914554805376675,19.04430262111455,51.69167854302521,25.3924034948194,20.40460995119416,25.845839271512606,13.603073300796108,37.1817336888427,9.97558708725048,35.36799058206988,59.853522523502875,19.497738397807755,5.441229320318444,34.00768325199027,21.31148150458057,59.40008674680967,46.70388499939997,5.8946650970116465,31.740504368524252,57.132907863343654,0.03796883140479449,0.03701276022871088,0.035007733771235915,0.03645441759353574,0.03621474029433842,0.0371260745842048,0.03615872018716028,0.035733515063144206,0.03742166086566661,0.03592254355854593,0.035969456652690274,0.0372830420588512,0.03635539922339852,0.03499821917629455,0.03693710864422449
483,QED88012@H,35.08869692255846,18.227894505225176,51.94949933989175,25.519052307315246,20.506381318378324,26.430447032576506,13.215223516288253,36.91148637308098,10.025341977873847,35.08869692255846,60.60774922987371,19.594986593117063,5.468368351567553,34.63299955992783,20.962078681008954,59.69635450461245,47.84822307621609,5.924065714198182,31.898815384144058,57.87356505408994,0.03805986190579871,0.03690369237026151,0.034748744495206554,0.0362557732020813,0.036210919586975046,0.03693506028798353,0.03594751737202003,0.03563302672707324,0.0371999718003492,0.03571428929223079,0.03590795949736418,0.03687524300388723,0.03628202747665006,0.034689267307867214,0.036939283043622026
484,QBF80611@H,38.93545788764851,19.91017732891117,33.626077266605535,29.6440418008233,18.582832173650424,31.413835341170955,20.352625713998084,40.70525142799617,8.406519316651384,32.29873211134478,53.09380621042979,22.56486763943266,9.291416086825212,31.413835341170955,27.431799875388723,59.2880836016466,40.70525142799617,4.424483850869149,34.06852565169245,42.47504496834383,0.03820538612895697,0.039081503268482004,0.03513280812528087,0.03644946693088115,0.03753849052606709,0.036977566867421124,0.035881457406358556,0.03573894990892947,0.037647125895477626,0.038403467760026386,0.03747680234170018,0.036841833245233754,0.03806243084177709,0.03712136163159583,0.03699296403489704
485,AYM48030@H,38.96007580009096,19.922766034137425,34.09006632507959,29.22005685006822,18.594581631861594,31.433697520527936,20.365494168229368,40.730988336458736,8.854562681838855,32.76188192280377,53.12737609103313,22.57913483868908,9.297290815930797,31.433697520527936,27.44914431370045,59.32556996832033,40.28826020236679,4.427281340919428,33.64733819098765,42.5019008728265,0.03814750100354802,0.03910760106103313,0.03513829947652244,0.036390146244774095,0.03760379179208401,0.0369863775613784,0.03583315613486286,0.03570841976873845,0.03755841803110851,0.03830841773823469,0.03753245408494613,0.036897778946929485,0.0379716555148812,0.03708851077591266,0.03699933777310303
486,QBF80565@H,38.970216140465915,19.927951435465523,34.09893912290767,29.227662105349435,18.599421339767822,31.44187893151227,20.370794800698093,40.741589601396186,8.856867304651344,32.3275656619774,53.584047193140634,22.585011626860926,9.299710669883911,31.44187893151227,27.456288644419168,59.34101094116401,40.741589601396186,4.428433652325672,33.65609575767511,42.07011969709389,0.03817532514688198,0.03905958662187355,0.03510099188774146,0.036433343925575144,0.03756779879333344,0.03700387365716004,0.035847001555017084,0.03567806759541076,0.037597910494393864,0.03831784814333209,0.03746791624009194,0.036867416511437795,0.037978813371464186,0.03706711922998292,0.036993621593736405
487,QBF80576@H,38.970216140465915,19.927951435465523,34.09893912290767,29.227662105349435,18.599421339767822,31.44187893151227,20.370794800698093,40.741589601396186,8.856867304651344,32.3275656619774,53.584047193140634,22.585011626860926,9.299710669883911,31.44187893151227,27.456288644419168,59.34101094116401,40.741589601396186,4.428433652325672,33.65609575767511,42.07011969709389,0.03817532514688198,0.03905958662187355,0.03510099188774146,0.036433343925575144,0.03756779879333344,0.03700387365716004,0.035847001555017084,0.03567806759541076,0.037597910494393864,0.03831784814333209,0.03746791624009194,0.036867416511437795,0.037978813371464186,0.03706711922998292,0.036993621593736405
488,QED88033@H,34.616872194058864,18.67489157837386,51.01433797019201,25.507168985096005,20.496832220166432,26.41813930599229,12.29809933209986,36.89429799629958,10.476158690307289,37.34978315674772,59.668556018706724,20.04134705971829,5.465821925377716,33.70590187316258,21.863287701510863,61.490496660499296,46.91497152615872,5.921307085825858,31.428476070921864,56.93564505601787,0.038015565570005495,0.037004339403802974,0.03460516040468776,0.03641687885092221,0.03611978136006599,0.0369382582737606,0.03579531188785512,0.03578739553412227,0.03721833075250072,0.03576895500560714,0.03594502607290858,0.03687778961568635,0.036416732976038146,0.03469283966582687,0.036912474178066736
489,QBF80598@H,38.95012294177101,19.91767650431472,34.52397260747885,29.212592206328257,18.589831404027073,31.425667373474337,20.360291537743937,40.72058307548787,8.85230066858432,32.31089744033277,52.67118897807671,22.573366704890017,9.294915702013537,31.868282406903553,27.442132072611393,58.86779944608573,40.72058307548787,4.42615033429216,33.63874254062042,42.49104320920474,0.038183559785262854,0.0390757546437442,0.03508196321341372,0.03646864529083363,0.03759436632254169,0.03702245899718524,0.03586056332231162,0.03569579617432239,0.03762963838051365,0.03834834827338304,0.037504393912496846,0.036883972109652,0.03798774585023478,0.03702615025185122,0.03702161004303701
490,QBF80587@H,38.970216140465915,19.927951435465523,34.09893912290767,29.227662105349435,18.599421339767822,31.44187893151227,20.370794800698093,40.741589601396186,8.856867304651344,32.3275656619774,53.584047193140634,22.585011626860926,9.299710669883911,31.44187893151227,27.456288644419168,59.34101094116401,40.741589601396186,4.428433652325672,33.65609575767511,42.07011969709389,0.03817532514688198,0.03905958662187355,0.03510099188774146,0.036433343925575144,0.03756779879333344,0.03700387365716004,0.035847001555017084,0.03567806759541076,0.037597910494393864,0.03831784814333209,0.03746791624009194,0.036867416511437795,0.037978813371464186,0.03706711922998292,0.036993621593736405
491,AZK15900@H,38.970984560659105,19.92834437760977,34.09961149057671,29.228238420494325,18.599788085769116,31.442498906895413,20.371196474889985,40.74239294977997,8.85704194560434,32.32820310145585,53.14225167362605,22.58545696129107,9.299894042884558,31.442498906895413,27.456830031373457,59.34218103554909,40.74239294977997,4.42852097280217,33.6567593932965,42.51380133890084,0.038171490905372966,0.039053267793733165,0.03509214237270566,0.036423453091674024,0.0375684657529556,0.037002204272088,0.0358450541494117,0.03568685144861259,0.037595151098477525,0.03832101298774832,0.03746933979799053,0.03686369537845706,0.037985538654024056,0.03707692965686665,0.036993305359665093
492,QEJ82215@H,39.379871057999615,19.911170759662728,34.07022552208956,29.203050447505333,18.58375937568521,30.972932292808686,20.353641220988564,40.70728244197713,8.849409226516768,32.3003436767862,53.53892582042644,23.008463988943596,9.291879687842606,31.415402754134526,27.43316860220198,59.29104181766234,40.70728244197713,4.424704613258384,33.62775506076372,41.59222336462881,0.03820856299194206,0.03907003102498902,0.03509170225257083,0.03643570028542853,0.03763845399143468,0.03701751101012885,0.035824452438611716,0.03566415406260564,0.037643098432552556,0.03838177144656549,0.03751929830053874,0.036860415557630186,0.037997186894744225,0.037133284517437914,0.03704391546698124
493,QEJ82226@H,39.379871057999615,19.911170759662728,34.07022552208956,29.203050447505333,18.58375937568521,30.972932292808686,20.353641220988564,40.70728244197713,8.849409226516768,32.3003436767862,53.53892582042644,23.008463988943596,9.291879687842606,31.415402754134526,27.43316860220198,59.29104181766234,40.70728244197713,4.424704613258384,33.62775506076372,41.59222336462881,0.03820856299194206,0.03907003102498902,0.03509170225257083,0.03643570028542853,0.03763845399143468,0.03701751101012885,0.035824452438611716,0.03566415406260564,0.037643098432552556,0.03838177144656549,0.03751929830053874,0.036860415557630186,0.037997186894744225,0.037133284517437914,0.03704391546698124
494,QDP16195@H,38.978489702519255,19.932182234242802,34.10617848970435,29.23386727688944,18.60337008529328,31.448554191805307,20.375119617225973,40.750239234451946,8.858747659663468,32.33442895777166,53.595423340963976,22.589806532141843,9.30168504264664,31.448554191805307,27.90505512793992,58.46773455377888,41.19317661743512,4.429373829831734,33.66324110672117,42.07905138340147,0.03818522761535199,0.03907011963470013,0.03510004371950343,0.03643254557485345,0.03755774317627207,0.03701300002113131,0.035830526160723575,0.03565722693156351,0.03759663156660776,0.03829792866739967,0.037451554413069556,0.03686621483490656,0.0379569874444523,0.0370442193895726,0.03700264786671845
495,QDP16206@H,38.95147779580011,19.91836932739778,34.08254307132509,29.21360834685008,18.590478038904596,30.984130064840993,20.36099975689551,40.72199951379102,8.852608589954569,32.75465178283191,54.000912398722875,22.574151904384152,9.295239019452298,31.426760494338723,27.443086628859167,59.31247755269562,40.27936908429329,4.426304294977284,33.639912641827365,42.0498908022842,0.038133082023528636,0.03907292482378261,0.03509571361186736,0.03636650994542477,0.037579506226850024,0.03701160540346187,0.035877023002482744,0.035706599573048295,0.037595819794216466,0.03829240078049305,0.037593608485336154,0.03691906464542707,0.03789864703483886,0.03716094600669377,0.03706611914481989
496,YP_009724390@H,34.52455241802862,18.354825336167114,38.45772927577871,27.095218353389548,17.48078603444487,27.095218353389548,20.976943241333842,35.835611370611986,7.42933406463907,33.213493465445254,47.19812229300115,26.658198702528427,6.118275112055705,33.65051311630638,25.34713974994506,43.26494543525105,42.39090613352881,5.2442358103334605,23.599061146500574,42.39090613352881,0.03821243918175917,0.03933973103008462,0.036013764343704784,0.03668173332491785,0.037664203596318495,0.03790820926043228,0.03677887525164126,0.03701943637731324,0.0369727375963255,0.037359727918866374,0.037843165300291755,0.03809482941153012,0.03895496943644077,0.03665505120370807,0.037481475905544036
497,QHD43416@H,34.52455241802862,18.354825336167114,38.45772927577871,27.095218353389548,17.48078603444487,27.095218353389548,20.976943241333842,35.835611370611986,7.42933406463907,33.213493465445254,47.19812229300115,26.658198702528427,6.118275112055705,33.65051311630638,25.34713974994506,43.26494543525105,42.39090613352881,5.2442358103334605,23.599061146500574,42.39090613352881,0.03821243918175917,0.03933973103008462,0.036013764343704784,0.03668173332491785,0.037664203596318495,0.03790820926043228,0.03677887525164126,0.03701943637731324,0.0369727375963255,0.037359727918866374,0.037843165300291755,0.03809482941153012,0.03895496943644077,0.03665505120370807,0.037481475905544036
498,QHO62112@H,34.52455241802862,18.354825336167114,38.45772927577871,27.095218353389548,17.48078603444487,27.095218353389548,20.976943241333842,35.835611370611986,7.42933406463907,33.213493465445254,47.19812229300115,26.658198702528427,6.118275112055705,33.65051311630638,25.34713974994506,43.26494543525105,42.39090613352881,5.2442358103334605,23.599061146500574,42.39090613352881,0.03821243918175917,0.03933973103008462,0.036013764343704784,0.03668173332491785,0.037664203596318495,0.03790820926043228,0.03677887525164126,0.03701943637731324,0.0369727375963255,0.037359727918866374,0.037843165300291755,0.03809482941153012,0.03895496943644077,0.03665505120370807,0.037481475905544036
499,QHO62107@H,34.52455241802862,18.354825336167114,38.45772927577871,27.095218353389548,17.48078603444487,27.095218353389548,20.976943241333842,35.835611370611986,7.42933406463907,33.213493465445254,47.19812229300115,26.658198702528427,6.118275112055705,33.65051311630638,25.34713974994506,43.26494543525105,42.39090613352881,5.2442358103334605,23.599061146500574,42.39090613352881,0.03821243918175917,0.03933973103008462,0.036013764343704784,0.03668173332491785,0.037664203596318495,0.03790820926043228,0.03677887525164126,0.03701943637731324,0.0369727375963255,0.037359727918866374,0.037843165300291755,0.03809482941153012,0.03895496943644077,0.03665505120370807,0.037481475905544036
500,QHO62877@H,34.52455241802862,18.354825336167114,38.45772927577871,27.095218353389548,17.48078603444487,27.095218353389548,20.976943241333842,35.835611370611986,7.42933406463907,33.213493465445254,47.19812229300115,26.658198702528427,6.118275112055705,33.65051311630638,25.34713974994506,43.26494543525105,42.39090613352881,5.2442358103334605,23.599061146500574,42.39090613352881,0.03821243918175917,0.03933973103008462,0.036013764343704784,0.03668173332491785,0.037664203596318495,0.03790820926043228,0.03677887525164126,0.03701943637731324,0.0369727375963255,0.037359727918866374,0.037843165300291755,0.03809482941153012,0.03895496943644077,0.03665505120370807,0.037481475905544036
501,QHQ71973@H,34.52455241802862,18.354825336167114,38.45772927577871,27.095218353389548,17.48078603444487,27.095218353389548,20.976943241333842,35.835611370611986,7.42933406463907,33.213493465445254,47.19812229300115,26.658198702528427,6.118275112055705,33.65051311630638,25.34713974994506,43.26494543525105,42.39090613352881,5.2442358103334605,23.599061146500574,42.39090613352881,0.03821243918175917,0.03933973103008462,0.036013764343704784,0.03668173332491785,0.037664203596318495,0.03790820926043228,0.03677887525164126,0.03701943637731324,0.0369727375963255,0.037359727918866374,0.037843165300291755,0.03809482941153012,0.03895496943644077,0.03665505120370807,0.037481475905544036
502,QHQ82464@H,34.52455241802862,18.354825336167114,38.45772927577871,27.095218353389548,17.48078603444487,27.095218353389548,20.976943241333842,35.835611370611986,7.42933406463907,33.213493465445254,47.19812229300115,26.658198702528427,6.118275112055705,33.65051311630638,25.34713974994506,43.26494543525105,42.39090613352881,5.2442358103334605,23.599061146500574,42.39090613352881,0.03821243918175917,0.03933973103008462,0.036013764343704784,0.03668173332491785,0.037664203596318495,0.03790820926043228,0.03677887525164126,0.03701943637731324,0.0369727375963255,0.037359727918866374,0.037843165300291755,0.03809482941153012,0.03895496943644077,0.03665505120370807,0.037481475905544036
