,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8
108,AGT51590@H,49.23999707843732,21.017071923723247,68.45560569441287,41.43365607819726,32.42633953945872,30.624876231711017,25.820974077717132,54.04389923243121,9.007316538738534,46.23755823219115,76.26194669465292,35.4287783857049,12.610243154233949,42.63463161669573,33.6273150779572,64.85267907891745,55.24487477092968,8.4068287694893,46.83804600144038,60.048776924923565,0.050376452438635116,0.05031284144246611,0.050345886349790744,0.05101387506059103,0.04817660134483353,0.04982224604335713,0.04982825639312523,0.049636071677965445
109,AGT51441@H,49.68523336375565,22.14883896938505,67.04513417759799,40.107357052670224,32.92394981935615,31.12809801102764,25.740542586042086,52.678319710969845,8.979259041642587,46.692147016541455,75.42577594979774,37.11427070545603,12.570962658299623,44.2976779387701,33.52256708879899,64.05204783038378,56.86864059706972,8.380641772199748,46.692147016541455,58.66449240539824,0.050660738423432126,0.05123692142711323,0.05055555422191449,0.051597715622280556,0.04897029870075267,0.04955120976968157,0.04935151785107519,0.049458774540911014
110,AGT51800@H,49.688291729694576,22.150202337333727,67.64791524645165,40.1098258540908,32.925976447387974,31.130014095712262,25.74212704068514,52.681562315820756,8.979811758378538,46.09636702634316,76.02907288760495,37.11655526796462,12.571736461729953,44.300404674667455,33.524630564613204,64.05599054310024,56.273487019172165,8.381157641153301,46.6950211435684,58.668103488073115,0.05066201503628809,0.0512167841476687,0.05051422842478625,0.05161919584259741,0.048959784734711104,0.04955918368846715,0.049349770836270145,0.049464920063975314
111,AGT51531@H,49.79310343332762,21.597008718069812,68.39052760722107,41.39426670963381,32.39551307710472,30.595762350598903,25.79642707991672,53.99252179517453,8.99875363252909,46.19360198031599,76.18944742207962,34.79518071244581,12.598255085540725,42.594100527304356,33.59534689477526,64.79102615420943,55.19235561284508,8.398836723693815,46.79351888915126,59.391773974691986,0.050410162252429586,0.05037820305056299,0.05044194522766219,0.051150080471153526,0.04828655568339882,0.04983757529327769,0.049932509340392235,0.04964605984585047
112,AGT51610@H,49.77863991630223,21.5907353853841,68.37066205371632,41.382242821986196,32.386103078076154,30.586875129294143,25.788933932542122,53.976838463460254,8.996139743910042,46.18018401873822,75.56757384884435,34.785073676452164,12.594595641474058,43.1814707707682,33.58558837726416,64.77220615615231,55.17632376264826,8.39639709431604,46.779926668332216,59.374522309806274,0.0504340816949042,0.05038548419620404,0.05043131991761077,0.05120689327785547,0.0483298363243936,0.0498096064629721,0.04997322692768987,0.04968690160436722
113,AGT51501@H,49.72071387280994,22.164655581855033,67.09301149102063,40.135997945521275,32.94746100005478,31.150326763688152,25.75892405458828,52.71593760008764,9.584715927288663,46.12644540007669,75.47963792739822,37.140774218243564,12.579939654566369,44.32931116371007,33.546505745510316,64.09778776374293,57.50829556373198,8.386626436377579,46.12644540007669,58.70638505464306,0.050645094902020904,0.05117643897890151,0.05046998459628876,0.05151397185369726,0.048885533977669524,0.049592332488630944,0.049319495650986464,0.0493524020962632
114,AGT51620@H,49.722250435075274,22.165340555395,67.09508492443892,40.13723830301257,32.94847920396555,31.15128942920379,25.759720104918518,52.71756672634487,8.985948873808784,46.127870885551765,76.08103379824772,36.54285875348906,12.580328423332299,44.33068111079,32.94847920396555,65.29789514967717,57.51007279237622,8.386885615554865,46.72693414380568,58.10913605063014,0.05082068918220153,0.05102541358517008,0.05058783742177603,0.05124773292009136,0.048811933321236935,0.049408052437527925,0.049678014935118926,0.04935706794295818
115,AGT51511@H,49.709530292994195,22.159670130611868,67.07792039536565,40.12697023651339,32.940050194152775,31.143320183562626,25.75313015179217,52.70408031064444,8.983650052950757,46.11607027181389,75.46266044478637,36.53351021533308,12.577110074131062,44.91825026475379,32.940050194152775,65.2811903847755,57.49536033888485,8.384740049420706,46.71498027534394,58.0942703424149,0.050829633774472846,0.051061186490489005,0.05060448409368046,0.051271929494384305,0.04882731066559824,0.04941585261272106,0.049705256357337864,0.04937434298126574
116,AGT51491@H,49.7437743377763,22.174935548165337,67.7234518092617,40.154613019650746,32.962742031056585,31.16477428390804,25.77087104246242,52.740387249690535,8.989838735742705,46.14783884347922,76.11396796262157,36.558677525353666,12.585774230039787,44.34987109633067,32.962742031056585,65.32616147973032,57.53496790875331,8.390516153359858,46.14783884347922,58.134290491136156,0.050806385797700596,0.05101632411430707,0.050537932549267875,0.05119806079154535,0.048814497902865316,0.04942950377730709,0.04958700626933055,0.04928770641482916
117,AGT51730@H,49.79310343332762,21.597008718069812,68.39052760722107,41.39426670963381,32.39551307710472,30.595762350598903,25.79642707991672,53.99252179517453,8.99875363252909,46.19360198031599,76.18944742207962,34.79518071244581,12.598255085540725,42.594100527304356,33.59534689477526,64.79102615420943,55.19235561284508,8.398836723693815,46.79351888915126,59.391773974691986,0.050410162252429586,0.05037820305056299,0.05044194522766219,0.051150080471153526,0.04828655568339882,0.04983757529327769,0.049932509340392235,0.04964605984585047
118,AGT51331@H,46.86934309591786,25.565096234137016,69.99966826013707,34.086794978849355,27.391174536575374,35.30418051380826,18.26078302438358,50.52149970079458,12.173855349589056,48.08672863087677,80.34744530728777,25.565096234137016,7.304313209753433,46.26065032843841,28.60856007153428,77.3039814698905,64.52143335282199,7.913005977232886,42.60849372356169,76.69528870241105,0.05115085690501729,0.049649116383448405,0.04667435431671498,0.04891724648839288,0.04892796520848561,0.0497539443054307,0.04842622714431422,0.04780752176874323
119,AGT51380@H,46.42322865039648,24.43327823705078,67.8023471078159,34.20658953187109,27.487438016682127,35.42825344372363,17.103294765935544,49.47738843002782,15.270798898156736,49.47738843002782,80.0189862263413,26.876606060755854,7.329983471115233,45.20156473854394,28.709101928534665,83.07314600597265,62.91569146040575,7.940815427041503,42.147404958912595,76.35399449078368,0.05081917980805168,0.04946900945891376,0.04663577623057298,0.0487451306689899,0.048336751778906166,0.04935281944262029,0.04807235004589969,0.04773702663977617
120,ADC35483@H,49.86333391840226,23.15083360497248,48.08250056417361,43.33361161956387,23.15083360497248,32.648611494191954,24.93166695920113,46.89527832802118,8.904166771143261,46.89527832802118,58.76750068954552,35.616667084573045,11.872222361524349,49.26972280032604,33.83583373034439,56.986667335316874,58.1738895714693,6.529722298838392,32.05500037611574,54.01861174493578,0.052331108654709114,0.05313662948945781,0.04839710680990727,0.05101522281354168,0.05146763572834793,0.049894677232531465,0.0493764834358811,0.050770017759406184
121,ADC35497@H,49.86333391840226,23.15083360497248,48.08250056417361,43.33361161956387,23.15083360497248,32.648611494191954,24.93166695920113,46.89527832802118,8.904166771143261,46.89527832802118,58.76750068954552,35.616667084573045,11.872222361524349,49.26972280032604,33.83583373034439,56.986667335316874,58.1738895714693,6.529722298838392,32.05500037611574,54.01861174493578,0.052331108654709114,0.05313662948945781,0.04839710680990727,0.05101522281354168,0.05146763572834793,0.049894677232531465,0.0493764834358811,0.050770017759406184
122,ACQ82725@H,49.885353438569815,23.1610569536217,48.10373367290661,42.75887437591699,23.1610569536217,32.66302903715881,24.942676719284908,47.50986041768554,8.908098828316039,45.72824065202233,58.79345226688586,35.632395313264155,11.877465104421384,49.291480183348746,33.850775547600946,57.01183250122265,58.79345226688586,6.532605807431762,32.06915578193774,54.63633948033837,0.052275286063465154,0.05313358783180389,0.048309871160606054,0.05095630367216229,0.051499842442649026,0.04976426748473002,0.04943679207658199,0.050750794046932356
123,AEN19358@H,49.77317449270291,22.188041641325395,68.9628321284438,39.578668873715564,32.98222406142964,31.18319365807893,26.38577924914371,52.77155849828742,9.594828817870441,45.57543688488459,75.55927694072972,36.58028486813105,12.593212823454953,44.37608328265079,33.58190086254654,64.16541771950857,56.96929610610574,8.395475215636635,46.774790487118395,58.168649708339544,0.051022850074821526,0.05080081821011018,0.050764829542456376,0.05107661951041244,0.04928797603362334,0.04854156520333501,0.04967689688366604,0.04915164342467251
124,AEN19366@H,49.78510355116201,22.193359414373425,68.97936034197146,39.58815463104449,32.990128859203736,31.190667285065352,26.39210308736299,52.78420617472598,9.597128395404724,45.58635987817244,76.77702716323779,35.989231482767714,12.5962310189687,44.38671882874685,33.58994938391653,63.5809756195563,56.98294984771555,8.397487345979133,46.78600092759803,58.18259089714114,0.05110805132774675,0.05075008052040738,0.05077468207398727,0.051041807732463966,0.04909256297933021,0.048548341961817267,0.04976689209203224,0.049097056599419604
125,AFD98785@H,47.46900573133044,25.560233855331777,69.98635460388462,34.080311807109034,27.38596484499833,35.297465800220074,18.257309896665554,49.903313717552514,12.780116927665889,48.68615972444148,80.33216354532844,25.560233855331777,7.302923958666222,46.86042873477492,28.603118838109367,77.89785555910636,63.90058463832944,7.91150095522174,42.600389758886294,74.85497057632877,0.05109705857112849,0.049751037925775926,0.04667927377395736,0.04890983462559044,0.048901041633866174,0.04963152230845989,0.048659412116498366,0.04779382248920478
126,AFD98792@H,46.41726205340332,24.43013792284385,67.79363273589169,34.20219309198139,27.48390516319933,35.42369998812359,17.101096545990696,49.4710292937588,15.268836201777408,50.0817827418299,80.00870169731361,26.873151715128238,7.329041376853155,45.195755157261125,29.31616550741262,82.451715489598,62.29685170325182,7.939794824924252,42.14198791690564,76.34418100888703,0.05080578809542832,0.04957196335638105,0.046673236891566244,0.04868569857299036,0.04832381270891309,0.049306052121303914,0.04803636707874883,0.04784363310357194
127,AFD98799@H,46.41726205340332,24.43013792284385,67.79363273589169,34.20219309198139,27.48390516319933,35.42369998812359,17.101096545990696,49.4710292937588,15.268836201777408,50.0817827418299,80.00870169731361,26.873151715128238,7.329041376853155,45.195755157261125,29.31616550741262,82.451715489598,62.29685170325182,7.939794824924252,42.14198791690564,76.34418100888703,0.05080578809542832,0.04957196335638105,0.046673236891566244,0.04868569857299036,0.04832381270891309,0.049306052121303914,0.04803636707874883,0.04784363310357194
128,AFD98806@H,47.47374094258776,25.56278358447033,69.99333600509733,34.08371144596044,27.388696697646782,35.30098685474474,18.259131131764523,49.90829176015636,12.781391792235166,47.47374094258776,80.3401769797639,25.56278358447033,7.303652452705808,46.86510323819561,28.605972106431086,77.90562616219529,63.906958961175825,7.912290157097959,42.604639307450554,76.07971304901884,0.0510838603406027,0.04975029921080932,0.04665443475451793,0.048893007160978094,0.04889237912723844,0.04963791476259479,0.04866194415203684,0.04778845609907118
129,AFD98813@H,47.47374094258776,25.56278358447033,69.99333600509733,34.08371144596044,27.388696697646782,35.30098685474474,18.259131131764523,49.90829176015636,12.781391792235166,47.47374094258776,80.3401769797639,25.56278358447033,7.303652452705808,46.86510323819561,28.605972106431086,77.90562616219529,63.906958961175825,7.912290157097959,42.604639307450554,76.07971304901884,0.0510838603406027,0.04975029921080932,0.04665443475451793,0.048893007160978094,0.04889237912723844,0.04963791476259479,0.04866194415203684,0.04778845609907118
130,ADN03339@H,36.19141644485238,21.714849866911425,68.76369124521952,41.01693863749936,33.778655348528886,23.524420689154045,23.524420689154045,44.032890007903724,16.28613740018357,49.46160247463158,81.43068700091786,35.588226170771506,7.841473563051348,53.683934393197696,30.76270397812452,93.4944924825353,51.874363570955076,9.651044385293968,42.82650945974198,52.47755384503595,0.049295883311962316,0.05099496968409609,0.05063985163998308,0.05077012835111205,0.04898544889452553,0.04952400030958073,0.04837815113935121,0.04822129258851604
131,AFD98820@H,47.47770441312367,25.564917760912746,69.99917958345156,34.08655701455033,27.390983315263657,35.30393405078427,18.260655543509102,49.91245848559155,12.782458880456373,47.47770441312367,80.34688439144006,25.564917760912746,7.304262217403641,46.8690158950067,28.608360351497595,77.91213031897217,63.912294402281866,7.912950735520612,42.60819626818791,76.08606476462127,0.05107408126643782,0.04974089448150003,0.04667669135331766,0.04887756763039655,0.04887501481352354,0.049658951133190216,0.04862943812305606,0.04777884308160801
132,AIV41891@H,49.79489994803641,22.197726482859604,68.99293366294201,40.19588309058361,32.996620447494,31.196804786721604,26.397296357995202,52.19465416239961,9.599016857452801,45.59533007290081,76.1921963060316,35.996313215448005,12.598709625406801,44.39545296571921,32.996620447494,64.79336378780641,56.994162591126006,8.399139750271202,46.79520718008241,58.194039698307606,0.05104414567898928,0.050818122199852246,0.05068009681846231,0.05117132811453245,0.049077130551161356,0.0485155413606347,0.04964540975463667,0.04910967193093096
133,AFD98827@H,46.858598894218545,25.559235760482842,69.9836217251316,34.07898101397713,27.38489545766019,35.29608747876202,18.256596971773458,50.50991828857324,12.171064647848972,48.07570535900344,80.32902667580322,25.559235760482842,7.302638788709384,46.2500456618261,28.602001922445087,77.89481374623342,64.50664263359955,7.911192021101832,42.598726267471406,76.06915404905608,0.05110592973554779,0.04967840022733638,0.04669302427996963,0.04893911671032113,0.04892285808487455,0.049770817585328364,0.04846308678116587,0.04787353420300767
134,AFD98834@H,47.47300071749618,25.56238500172871,69.99224464759052,34.08318000230495,27.388269644709336,35.3004364309587,18.258846429806223,49.90751357480367,12.781192500864355,48.081628931823055,80.33892429114738,25.56238500172871,7.3035385719224895,46.86437250316931,28.605526073363084,77.90441143383988,63.90596250432178,7.912166786249363,42.603975002881185,75.46989857653239,0.051091963557257314,0.04975204353290724,0.04666725845556082,0.048902202999352384,0.0488812182562628,0.049647113739020546,0.04865173328899469,0.047778251843770096
135,AIV41795@H,50.38870136413366,22.195023219916017,67.18493515217821,40.190987992820894,32.39273659122878,31.193005606368455,25.19435068206683,55.18762530357496,8.997982386452438,46.18964291712252,73.78345556891,35.991929545809754,13.197040833463577,43.79018094740187,34.79219856094943,67.18493515217821,55.78749079600512,8.398116894022277,46.18964291712252,58.78681825815593,0.05072347363403016,0.051078779410053385,0.05031689794213969,0.0507290196984468,0.049316600721446766,0.04933896515206302,0.0493105912682958,0.04932017974336172
136,AIV41855@H,49.78052537167143,22.19131853917883,68.9730170812315,40.184279516891394,32.98709512580637,31.187799028035112,25.789910734721342,52.179586835366436,9.596245854780035,45.58216781020516,76.17020147231652,37.18545268727264,12.595072684398795,43.78287171243391,33.58686049173012,64.17489415384148,56.977709762756454,8.39671512293253,46.781698542052666,58.17724049460396,0.05103572445177147,0.05083733270007654,0.05058644160427806,0.05111379474728906,0.049332481214041324,0.04859208547383595,0.049713122925535765,0.04902365095941973
137,AIV41861@H,49.71513651721337,22.76114683920612,68.88241806601852,40.131495742810785,32.344787613608695,31.146832516808374,26.355012129607083,52.11104671081401,9.583640774402577,45.52229367841224,76.07014864682044,36.53763045240982,12.57852851640338,43.725361033211755,33.542742710409016,64.09059767881723,56.90286709801529,8.385685677602254,46.72024877521256,58.10082219481562,0.05108849141709476,0.05105873032286848,0.05072013845035453,0.051341095430995305,0.04929377352551268,0.04874130479355249,0.04968573573882452,0.04909318192063623
138,AIV41801@H,49.89795663722424,21.642487216145454,68.53454285112727,40.279073430048484,33.064911024666664,31.26137042332121,26.451928819733332,51.701497238569694,10.220063407624242,45.689695234084844,75.74870525650908,35.469631826460606,12.624784209418182,44.48733483318788,34.86845162601212,63.72510124753939,57.11211904260606,8.416522806278788,46.892055634981816,58.31447944350303,0.05084172647091377,0.05069191368829349,0.050248594624391726,0.05091558280375398,0.04913440715610536,0.048622569439138744,0.04942450508682732,0.04894050028209077
139,AIV41807@H,49.89795663722424,21.642487216145454,68.53454285112727,40.279073430048484,33.064911024666664,31.26137042332121,26.451928819733332,51.701497238569694,10.220063407624242,45.689695234084844,75.74870525650908,35.469631826460606,12.624784209418182,44.48733483318788,34.86845162601212,63.72510124753939,57.11211904260606,8.416522806278788,46.892055634981816,58.31447944350303,0.05084172647091377,0.05069191368829349,0.050248594624391726,0.05091558280375398,0.04913440715610536,0.048622569439138744,0.04942450508682732,0.04894050028209077
140,AIV41813@H,49.9243101873426,21.052419958517962,68.5707392934585,40.30034677773438,33.08237422052822,31.277881081226685,26.46589937642258,51.72880332664413,10.225461122708724,45.713826195639,75.78871185066467,36.08986278603079,12.631451975110776,44.51083076943797,34.886867359829765,63.7587575886544,57.14228274454875,8.420967983407184,46.91682162184003,58.34527817074978,0.05080815392802155,0.05059556035602776,0.0502390735467481,0.05090638736310741,0.04904780618415826,0.04860611576015721,0.049410122365079294,0.04888906739618717
141,AIV41825@H,49.89795663722424,21.642487216145454,68.53454285112727,40.279073430048484,33.064911024666664,31.26137042332121,26.451928819733332,51.701497238569694,10.220063407624242,45.689695234084844,75.74870525650908,35.469631826460606,12.624784209418182,44.48733483318788,34.86845162601212,63.72510124753939,57.11211904260606,8.416522806278788,46.892055634981816,58.31447944350303,0.05084172647091377,0.05069191368829349,0.050248594624391726,0.05091558280375398,0.04913440715610536,0.048622569439138744,0.04942450508682732,0.04894050028209077
142,AIV41903@H,49.897768379792424,21.642405562319606,68.53428428067875,39.67774353091928,33.06478627576607,31.261252478906098,27.05300695289951,51.70130217665239,10.220024848873148,45.68952285378584,75.74841946811863,35.46949800491269,12.624736578019771,44.487166989212525,34.868320072626034,63.72486082238551,57.1119035672323,8.41649105201318,46.891878718359145,58.3142594318056,0.05084489660223943,0.05068125210404125,0.05026287326809095,0.0509385968081927,0.04912372823227706,0.04862118580638237,0.049422613725482865,0.04892692116663772
143,AIV41987@H,49.89930903967572,21.643073800341277,67.93520387329346,40.28016512841293,33.06580719496584,31.262217711604066,26.45264575597267,51.7028985230375,10.220340405716714,45.69093357849825,75.75075830119447,35.47059317278154,12.625126383532413,44.48854058959041,34.86939667832761,64.32802490656991,57.11366697312282,8.416750922354941,46.8933265674061,58.316059962030664,0.05079727462622172,0.05068828785736943,0.050250694441139054,0.05094667212891033,0.04912836183085216,0.048624626822510675,0.04945759374173248,0.0489099940973397
144,AIV41867@H,49.89795663722424,21.642487216145454,68.53454285112727,40.279073430048484,33.064911024666664,31.26137042332121,26.451928819733332,51.701497238569694,10.220063407624242,45.689695234084844,75.74870525650908,35.469631826460606,12.624784209418182,44.48733483318788,34.86845162601212,63.72510124753939,57.11211904260606,8.416522806278788,46.892055634981816,58.31447944350303,0.05084172647091377,0.05069191368829349,0.050248594624391726,0.05091558280375398,0.04913440715610536,0.048622569439138744,0.04942450508682732,0.04894050028209077
145,AIV41909@H,50.43187349206182,22.21403951436056,67.24249798941575,40.22542290438264,33.02086954837381,30.619351763037532,26.416695638699046,51.63263238472995,10.206450587679177,46.22921736772333,75.64781023809272,34.82200788737602,12.607968373015455,44.42807902872112,34.82200788737602,63.64022131141134,57.63642684807065,8.40531224867697,46.8295968140574,58.236806294404715,0.050878282126905774,0.05071614870572932,0.050425571407325,0.05089189521454705,0.0495481781159429,0.048564997578535385,0.04946294172582147,0.04913253879112386
146,AIV41915@H,49.9243101873426,21.052419958517962,68.5707392934585,40.30034677773438,33.08237422052822,31.277881081226685,26.46589937642258,51.72880332664413,10.225461122708724,45.713826195639,75.78871185066467,36.08986278603079,12.631451975110776,44.51083076943797,34.886867359829765,63.7587575886544,57.14228274454875,8.420967983407184,46.91682162184003,58.34527817074978,0.05080815392802155,0.05059556035602776,0.0502390735467481,0.05090638736310741,0.04904780618415826,0.04860611576015721,0.049410122365079294,0.04888906739618717
147,AIV41921@H,49.91996889542188,21.652034701628768,68.56477655515776,40.296842361364654,33.07949746082173,31.275161235686,26.463597968657385,51.72430512055762,10.826017350814384,45.709851036771845,75.78212145570069,35.485279094336036,12.630353575950116,44.50696022001469,34.88383368595746,63.75321328812915,57.13731379596481,8.420235717300077,46.311296445150425,58.34020461272196,0.050829279398921526,0.050659238521089466,0.05020901904321916,0.0508495672631326,0.049091664126701816,0.048624643762528084,0.049399943166760406,0.04889123633906995
148,AIV41927@H,49.89795663722424,21.642487216145454,68.53454285112727,40.279073430048484,33.064911024666664,31.26137042332121,26.451928819733332,51.701497238569694,10.220063407624242,45.689695234084844,75.74870525650908,35.469631826460606,12.624784209418182,44.48733483318788,34.86845162601212,63.72510124753939,57.11211904260606,8.416522806278788,46.892055634981816,58.31447944350303,0.05084172647091377,0.05069191368829349,0.050248594624391726,0.05091558280375398,0.04913440715610536,0.048622569439138744,0.04942450508682732,0.04894050028209077
149,AIV41933@H,49.89795663722424,21.642487216145454,68.53454285112727,40.279073430048484,33.064911024666664,31.26137042332121,26.451928819733332,51.701497238569694,10.220063407624242,45.689695234084844,75.74870525650908,35.469631826460606,12.624784209418182,44.48733483318788,34.86845162601212,63.72510124753939,57.11211904260606,8.416522806278788,46.892055634981816,58.31447944350303,0.05084172647091377,0.05069191368829349,0.050248594624391726,0.05091558280375398,0.04913440715610536,0.048622569439138744,0.04942450508682732,0.04894050028209077
150,AIV41939@H,49.89795663722424,21.642487216145454,68.53454285112727,40.279073430048484,33.064911024666664,31.26137042332121,26.451928819733332,51.701497238569694,10.220063407624242,45.689695234084844,75.74870525650908,35.469631826460606,12.624784209418182,44.48733483318788,34.86845162601212,63.72510124753939,57.11211904260606,8.416522806278788,46.892055634981816,58.31447944350303,0.05084172647091377,0.05069191368829349,0.050248594624391726,0.05091558280375398,0.04913440715610536,0.048622569439138744,0.04942450508682732,0.04894050028209077
151,AIV41945@H,49.89177561766835,21.63980629200073,68.52605325800232,40.2740839323347,33.06081516833445,31.25749797733439,26.44865213466756,51.69509280866841,10.218797415667012,46.28514123566823,75.73932202200255,35.465238089667864,12.623220337000426,44.48182404466817,34.86413235933451,63.71720741533549,56.50393865133524,8.41548022466695,46.886246966001586,58.3072558423353,0.05082806011832185,0.050697003139865,0.05030503062595103,0.050937580484442364,0.04909153161798081,0.048609997514922204,0.04949718689246027,0.048927879272702715
152,AIV41951@H,49.9243101873426,21.052419958517962,68.5707392934585,40.30034677773438,33.08237422052822,31.277881081226685,26.46589937642258,51.72880332664413,10.225461122708724,45.713826195639,75.78871185066467,36.08986278603079,12.631451975110776,44.51083076943797,34.886867359829765,63.7587575886544,57.14228274454875,8.420967983407184,46.91682162184003,58.34527817074978,0.05080815392802155,0.05059556035602776,0.0502390735467481,0.05090638736310741,0.04904780618415826,0.04860611576015721,0.049410122365079294,0.04888906739618717
153,AIV41957@H,49.91477036430991,21.04839714157647,69.76040195493916,40.292645956732095,33.076052651048734,31.271904324627897,25.859459345365376,50.516153139783526,10.223507183051428,45.70509093599462,75.77422970967528,37.28573207936403,12.629038284945882,44.50232538504739,34.88020097746958,63.74657420020302,57.13136366999327,8.419358856630588,46.907856486941846,57.73274644546689,0.05082843916031512,0.05045657442964953,0.050298921072132616,0.050914473986158844,0.049045139932900404,0.0486500354631012,0.04941360841100318,0.04901003207112563
154,AIV41963@H,49.87487771823692,21.632477082608784,69.10374623611139,39.6595413181161,33.04961776509675,31.246911341546017,26.439694212077402,52.27848628297122,10.215336400120814,45.66856272995187,75.71366978913073,36.054128471014636,12.618944964855123,44.466758447584716,34.85232418864748,63.69562696545919,56.484801271256266,8.412629976570082,46.87036701231903,57.68660555362342,0.050865347940723164,0.05070330282858,0.05029933747756831,0.05081056870532099,0.04918443172072559,0.04867364092721332,0.049515246967429205,0.049045982248862044
155,AIV41975@H,49.89795663722424,21.642487216145454,68.53454285112727,40.279073430048484,33.064911024666664,31.26137042332121,26.451928819733332,51.701497238569694,10.220063407624242,45.689695234084844,75.74870525650908,35.469631826460606,12.624784209418182,44.48733483318788,34.86845162601212,63.72510124753939,57.11211904260606,8.416522806278788,46.892055634981816,58.31447944350303,0.05084172647091377,0.05069191368829349,0.050248594624391726,0.05091558280375398,0.04913440715610536,0.048622569439138744,0.04942450508682732,0.04894050028209077
156,AIV41981@H,49.89795663722424,21.642487216145454,68.53454285112727,40.279073430048484,33.064911024666664,31.26137042332121,26.451928819733332,51.701497238569694,10.220063407624242,45.689695234084844,75.74870525650908,35.469631826460606,12.624784209418182,44.48733483318788,34.86845162601212,63.72510124753939,57.11211904260606,8.416522806278788,46.892055634981816,58.31447944350303,0.05084172647091377,0.05069191368829349,0.050248594624391726,0.05091558280375398,0.04913440715610536,0.048622569439138744,0.04942450508682732,0.04894050028209077
157,AFD98771@H,46.3838244861932,24.412539203259577,69.57573672928979,34.177554884563406,27.464106603667023,35.39818184472639,17.699090922363194,49.43539188660064,13.426896561792766,48.21476492643767,81.17169285083808,26.243479643504045,7.323761760977873,46.3838244861932,27.464106603667023,79.95106589067511,64.08291540855639,7.934075241059363,42.72194360570426,78.12012545043065,0.05096764871524647,0.04939819892735081,0.04675549150336468,0.048609454176264784,0.04857368584443666,0.04937288430526906,0.04834339042736016,0.04766576601921808
158,AIV41999@H,49.25663542321016,22.225555008033854,68.47873705177999,40.24627528481806,33.03798717410438,31.23591514642596,26.430389739283505,51.6593981267814,10.812432166070524,45.65249136785332,75.08633448660086,35.44074987767561,12.614504193748944,44.45111001606771,34.8400592017828,63.67321164463753,57.666304885709465,8.409669462499297,46.25318204374613,58.26699556160227,0.050549210947163935,0.05081886879711433,0.05042979243696875,0.0510701465571355,0.04915303951120342,0.04886430326149436,0.049362939420664255,0.04906102317544857
159,AFO70497@H,47.00625569195673,24.418834125691806,69.59367725822165,34.18636777596853,27.47118839140328,35.40730948225312,17.70365474112656,49.44813910452591,13.430358769130494,47.61672654509902,81.19262346792526,26.250246685118693,7.325650237707542,46.395784838814436,28.081659244545577,79.36121090849838,64.09943957994099,7.936121090849837,42.73295971996066,78.14026920221379,0.05093237168689649,0.0494024174852055,0.046726552608526865,0.04856101762716875,0.04857475195033718,0.04939522365422641,0.04831322338146971,0.04762358846387389
160,AFQ55884@H,47.00625569195673,24.418834125691806,69.59367725822165,34.18636777596853,27.47118839140328,35.40730948225312,17.70365474112656,49.44813910452591,13.430358769130494,47.61672654509902,81.19262346792526,26.250246685118693,7.325650237707542,46.395784838814436,28.081659244545577,79.36121090849838,64.09943957994099,7.936121090849837,42.73295971996066,78.14026920221379,0.05093237168689649,0.0494024174852055,0.046726552608526865,0.04856101762716875,0.04857475195033718,0.04939522365422641,0.04831322338146971,0.04762358846387389
161,AFD98764@H,46.41726205340332,24.43013792284385,67.79363273589169,34.20219309198139,27.48390516319933,35.42369998812359,17.101096545990696,49.4710292937588,15.268836201777408,50.0817827418299,80.00870169731361,26.873151715128238,7.329041376853155,45.195755157261125,29.31616550741262,82.451715489598,62.29685170325182,7.939794824924252,42.14198791690564,76.34418100888703,0.05080578809542832,0.04957196335638105,0.046673236891566244,0.04868569857299036,0.04832381270891309,0.049306052121303914,0.04803636707874883,0.04784363310357194
162,AFD98757@H,46.41726205340332,24.43013792284385,67.79363273589169,34.20219309198139,27.48390516319933,35.42369998812359,17.101096545990696,49.4710292937588,15.268836201777408,50.0817827418299,80.00870169731361,26.873151715128238,7.329041376853155,45.195755157261125,29.31616550741262,82.451715489598,62.29685170325182,7.939794824924252,42.14198791690564,76.34418100888703,0.05080578809542832,0.04957196335638105,0.046673236891566244,0.04868569857299036,0.04832381270891309,0.049306052121303914,0.04803636707874883,0.04784363310357194
163,AIV41993@H,49.873152156312436,22.232609997392288,67.89959269473862,40.85993188709934,33.048474320448,31.24583026660538,26.438779456358397,51.67579621015505,10.815864323055708,45.66698269734633,75.71105026138996,34.851118374290614,12.618508376898326,44.465219994784576,34.851118374290614,63.69342323577251,57.0837283716829,8.412338917932217,46.267864048627196,58.28549107424465,0.050848270763820175,0.05085910683449015,0.05031232005874244,0.051093091820265266,0.04879909227880548,0.048538700051757776,0.049525337126147255,0.049142729785098746
